FECHA,PLANTACION,SECTOR,Peso,Racimos
2022-01-03,Nuevo Horizonte,SE05,0.0,3306.0
2022-01-03,Palmawasi,SE01,0.0,6716.0
2022-01-03,Palmawasi,SE02,0.0,8044.0
2022-01-03,Palmawasi,SE03,0.0,11182.0
2022-01-03,Palmawasi,SE04,0.0,10542.0
2022-01-03,Palmawasi,SE4F,0.0,7234.0
2022-01-03,Shanuzi,SE01,131550.23215,32919.0
2022-01-03,Shanuzi,SE02,78138.0122,5874.0
2022-01-03,Shanuzi,SE03,38683.31296,9713.0
2022-01-03,Shanuzi,SE04,91727.05718999999,7366.0
2022-01-04,Nuevo Horizonte,SE05,41455.92848,2887.0
2022-01-04,Palmawasi,SE01,104847.94003,7542.0
2022-01-04,Palmawasi,SE02,217017.24193,10526.0
2022-01-04,Palmawasi,SE03,267636.18247,12726.0
2022-01-04,Palmawasi,SE04,150859.08875,11739.0
2022-01-04,Palmawasi,SE4F,124658.89038,7425.0
2022-01-04,Shanuzi,SE01,692163.67591,43255.0
2022-01-04,Shanuzi,SE02,143331.31793,9849.0
2022-01-04,Shanuzi,SE03,180595.54491,11286.0
2022-01-04,Shanuzi,SE04,66740.16966,7232.0
2022-01-05,Nuevo Horizonte,SE05,33192.864,2300.0
2022-01-05,Palmawasi,SE01,196481.7347,8576.0
2022-01-05,Palmawasi,SE02,243108.65788,11728.0
2022-01-05,Palmawasi,SE03,274880.41445,13219.0
2022-01-05,Palmawasi,SE04,237273.06589,11407.0
2022-01-05,Palmawasi,SE4F,97876.30362,5485.0
2022-01-05,Shanuzi,SE01,640453.4410400001,45084.0
2022-01-05,Shanuzi,SE02,126021.36505,9816.0
2022-01-05,Shanuzi,SE03,217165.63196,12459.0
2022-01-05,Shanuzi,SE04,33508.59799,7291.0
2022-01-06,Nuevo Horizonte,SE05,33980.54877,2527.0
2022-01-06,Palmawasi,SE01,159381.25045,7431.0
2022-01-06,Palmawasi,SE02,224289.91382,19221.0
2022-01-06,Palmawasi,SE03,230902.99952,14151.0
2022-01-06,Palmawasi,SE04,52880.49204,2694.0
2022-01-06,Palmawasi,SE4F,85796.40383,4796.0
2022-01-06,Shanuzi,SE01,587460.17321,39257.0
2022-01-06,Shanuzi,SE02,134255.91689,9611.0
2022-01-06,Shanuzi,SE03,253457.94581,17884.0
2022-01-06,Shanuzi,SE04,119831.5098,8022.0
2022-01-07,Nuevo Horizonte,SE05,41782.1852,3216.0
2022-01-07,Palmawasi,SE01,108207.79069,4696.0
2022-01-07,Palmawasi,SE02,283709.40034,15466.0
2022-01-07,Palmawasi,SE03,415779.56292,21286.0
2022-01-07,Palmawasi,SE04,30906.419199999997,1719.0
2022-01-07,Palmawasi,SE4F,104039.99661,5954.0
2022-01-07,Shanuzi,SE01,406989.11436,29455.0
2022-01-07,Shanuzi,SE02,116018.38762,8367.0
2022-01-07,Shanuzi,SE03,224941.29837,15159.0
2022-01-07,Shanuzi,SE04,112908.59935,7574.0
2022-01-08,Nuevo Horizonte,SE05,33389.41584,2415.0
2022-01-08,Palmawasi,SE01,116977.9023,5372.0
2022-01-08,Palmawasi,SE02,198074.91335,11607.0
2022-01-08,Palmawasi,SE03,312878.02396,19739.0
2022-01-08,Palmawasi,SE04,78293.67853,3386.0
2022-01-08,Palmawasi,SE4F,90328.67113,5066.0
2022-01-08,Shanuzi,SE01,9060.08248,622.0
2022-01-08,Shanuzi,SE03,46010.19257,2956.0
2022-01-09,Palmawasi,SE03,59139.91203000001,4929.0
2022-01-10,Nuevo Horizonte,SE05,27991.34228,2203.0
2022-01-10,Palmawasi,SE01,84880.93365,6615.0
2022-01-10,Palmawasi,SE02,296505.59168,14716.0
2022-01-10,Palmawasi,SE03,186494.85781000002,12449.0
2022-01-10,Palmawasi,SE04,49837.49566,2010.0
2022-01-10,Palmawasi,SE4F,97525.00558,5559.0
2022-01-10,Shanuzi,SE01,125834.82767999999,8352.0
2022-01-10,Shanuzi,SE02,43663.90109,3146.0
2022-01-10,Shanuzi,SE03,37501.12519,2532.0
2022-01-10,Shanuzi,SE04,41820.817970000004,2972.0
2022-01-11,Nuevo Horizonte,SE05,34805.8112,2705.0
2022-01-11,Palmawasi,SE01,154140.48893,7715.0
2022-01-11,Palmawasi,SE02,152145.43708,7135.0
2022-01-11,Palmawasi,SE03,221134.33393,11469.0
2022-01-11,Palmawasi,SE04,170255.27744,8974.0
2022-01-11,Palmawasi,SE4F,119444.50239,6817.0
2022-01-11,Shanuzi,SE01,372302.46037,26198.0
2022-01-11,Shanuzi,SE02,159781.30856,11685.0
2022-01-11,Shanuzi,SE03,152909.65668000001,10660.0
2022-01-11,Shanuzi,SE04,95153.91573000001,6590.0
2022-01-12,Nuevo Horizonte,SE05,29384.010759999997,2531.0
2022-01-12,Palmawasi,SE01,171665.45455,7704.0
2022-01-12,Palmawasi,SE02,216277.78888,10154.0
2022-01-12,Palmawasi,SE03,240767.39291999998,12628.0
2022-01-12,Palmawasi,SE04,202009.66952,10250.0
2022-01-12,Palmawasi,SE4F,120533.49866,7093.0
2022-01-12,Shanuzi,SE01,412319.06409,28186.0
2022-01-12,Shanuzi,SE02,229690.96167,20916.0
2022-01-12,Shanuzi,SE03,107124.44483,7455.0
2022-01-12,Shanuzi,SE04,258995.19447,18160.0
2022-01-13,Nuevo Horizonte,SE05,30685.10029,2382.0
2022-01-13,Palmawasi,SE01,201730.18138,8479.0
2022-01-13,Palmawasi,SE02,230193.78530000002,13078.0
2022-01-13,Palmawasi,SE03,343102.88526,16826.0
2022-01-13,Palmawasi,SE04,222798.897,11144.0
2022-01-13,Palmawasi,SE4F,164189.12054,9129.0
2022-01-13,Shanuzi,SE01,213408.74596,14259.0
2022-01-13,Shanuzi,SE02,427342.74092999997,28603.0
2022-01-13,Shanuzi,SE03,58075.25434,4174.0
2022-01-13,Shanuzi,SE04,409828.23237000004,27999.0
2022-01-14,Nuevo Horizonte,SE05,33039.13478,2528.0
2022-01-14,Palmawasi,SE01,206776.18076000002,8775.0
2022-01-14,Palmawasi,SE02,237089.60272999998,11305.0
2022-01-14,Palmawasi,SE03,362722.49072,18141.0
2022-01-14,Palmawasi,SE04,250389.57164,12391.0
2022-01-14,Palmawasi,SE4F,118373.65567000001,6667.0
2022-01-14,Shanuzi,SE01,146158.81383,10054.0
2022-01-14,Shanuzi,SE02,335194.50165,23237.0
2022-01-14,Shanuzi,SE03,133957.89929,8938.0
2022-01-14,Shanuzi,SE04,302665.73331,21523.0
2022-01-15,Nuevo Horizonte,SE05,28804.688720000002,2204.0
2022-01-15,Palmawasi,SE01,173350.7445,7288.0
2022-01-15,Palmawasi,SE02,223125.84947,10637.0
2022-01-15,Palmawasi,SE03,326689.97428,16250.0
2022-01-15,Palmawasi,SE04,248848.797,12308.0
2022-01-15,Palmawasi,SE4F,111293.47283,6503.0
2022-01-15,Shanuzi,SE01,91783.82557999999,6005.0
2022-01-15,Shanuzi,SE02,379436.57953,25159.0
2022-01-15,Shanuzi,SE03,122226.3028,8114.0
2022-01-15,Shanuzi,SE04,381882.81971999997,25295.0
2022-01-16,Palmawasi,SE01,62808.31138,2414.0
2022-01-16,Palmawasi,SE03,202525.55425,9962.0
2022-01-16,Palmawasi,SE04,37192.37024,1356.0
2022-01-17,Nuevo Horizonte,SE05,27000.506970000002,2068.0
2022-01-17,Palmawasi,SE01,180544.20505,7531.0
2022-01-17,Palmawasi,SE02,166621.86747,8162.0
2022-01-17,Palmawasi,SE03,282975.16382,13921.0
2022-01-17,Palmawasi,SE04,243952.97599,11563.0
2022-01-17,Palmawasi,SE4F,10984.28561,662.0
2022-01-17,Shanuzi,SE01,212334.32665,16707.0
2022-01-17,Shanuzi,SE02,151864.66071,9809.0
2022-01-17,Shanuzi,SE03,214677.33256,14351.0
2022-01-17,Shanuzi,SE04,441126.58427,29319.0
2022-01-18,Nuevo Horizonte,SE05,31477.3024,2360.0
2022-01-18,Palmawasi,SE01,207353.89158,8868.0
2022-01-18,Palmawasi,SE02,207645.82298,10095.0
2022-01-18,Palmawasi,SE03,332818.51438,18204.0
2022-01-18,Palmawasi,SE04,272301.86734,13097.0
2022-01-18,Palmawasi,SE4F,15985.658780000002,1127.0
2022-01-18,Shanuzi,SE01,507610.22937,37682.0
2022-01-18,Shanuzi,SE02,164184.77463,12146.0
2022-01-18,Shanuzi,SE03,99081.0693,6795.0
2022-01-18,Shanuzi,SE04,388616.41911,24945.0
2022-01-19,Nuevo Horizonte,SE05,25315.45136,1879.0
2022-01-19,Palmawasi,SE01,215309.23582,9386.0
2022-01-19,Palmawasi,SE02,222114.26658999998,10678.0
2022-01-19,Palmawasi,SE03,363645.70754,18419.0
2022-01-19,Palmawasi,SE04,208455.06917,12089.0
2022-01-19,Palmawasi,SE4F,16546.54169,1028.0
2022-01-19,Shanuzi,SE01,506053.39025,34256.0
2022-01-19,Shanuzi,SE02,133356.41149,10911.0
2022-01-19,Shanuzi,SE03,129294.96437,8457.0
2022-01-19,Shanuzi,SE04,195769.91089,12740.0
2022-01-20,Nuevo Horizonte,SE05,25207.66866,1871.0
2022-01-20,Palmawasi,SE01,217162.51236,9598.0
2022-01-20,Palmawasi,SE02,397128.88243,19510.0
2022-01-20,Palmawasi,SE03,418043.94784,22516.0
2022-01-20,Palmawasi,SE04,93940.81916,3818.0
2022-01-20,Palmawasi,SE4F,25629.288370000002,1426.0
2022-01-20,Shanuzi,SE01,558461.49485,38043.0
2022-01-20,Shanuzi,SE02,197923.45727,14543.0
2022-01-20,Shanuzi,SE03,232343.99722,15108.0
2022-01-20,Shanuzi,SE04,309170.85317,20522.0
2022-01-21,Nuevo Horizonte,SE05,21449.430249999998,1620.0
2022-01-21,Palmawasi,SE01,219907.96068000002,9741.0
2022-01-21,Palmawasi,SE02,433354.18502,21139.0
2022-01-21,Palmawasi,SE03,431618.52592,22849.0
2022-01-21,Palmawasi,SE04,87684.01032999999,3450.0
2022-01-21,Palmawasi,SE4F,19410.681239999998,1080.0
2022-01-21,Shanuzi,SE01,476688.66627,33317.0
2022-01-21,Shanuzi,SE02,129178.86668,8822.0
2022-01-21,Shanuzi,SE03,277157.01787,18476.0
2022-01-21,Shanuzi,SE04,146341.83396000002,10049.0
2022-01-22,Nuevo Horizonte,SE05,9143.949849999999,691.0
2022-01-22,Palmawasi,SE01,230688.54437,10105.0
2022-01-22,Palmawasi,SE02,341897.00789,16558.0
2022-01-22,Palmawasi,SE03,396143.61798,19634.0
2022-01-22,Palmawasi,SE04,73352.68435,2936.0
2022-01-22,Palmawasi,SE4F,27815.702119999998,1686.0
2022-01-22,Shanuzi,SE01,419454.36321,30090.0
2022-01-22,Shanuzi,SE02,108803.63723,7856.0
2022-01-22,Shanuzi,SE03,397736.53687999997,25093.0
2022-01-22,Shanuzi,SE04,123473.62758,8862.0
2022-01-23,Palmawasi,SE01,14731.98336,733.0
2022-01-23,Palmawasi,SE02,38781.43866,1977.0
2022-01-23,Palmawasi,SE03,142189.17837,6879.0
2022-01-23,Palmawasi,SE04,26818.22805,974.0
2022-01-23,Shanuzi,SE01,12564.95365,894.0
2022-01-24,Nuevo Horizonte,SE05,19473.23379,1472.0
2022-01-24,Palmawasi,SE01,156928.48688,7086.0
2022-01-24,Palmawasi,SE02,110984.07561,6541.0
2022-01-24,Palmawasi,SE03,174347.92704,8659.0
2022-01-24,Palmawasi,SE04,74291.87227,3598.0
2022-01-24,Palmawasi,SE4F,37958.93521,2130.0
2022-01-24,Shanuzi,SE01,409742.57564,28125.0
2022-01-24,Shanuzi,SE02,93123.19753,7212.0
2022-01-24,Shanuzi,SE03,198572.92106,12528.0
2022-01-24,Shanuzi,SE04,95584.91295,6819.0
2022-01-25,Nuevo Horizonte,SE05,22291.03186,1685.0
2022-01-25,Palmawasi,SE01,236053.85336,10634.0
2022-01-25,Palmawasi,SE02,233750.65858000002,11065.0
2022-01-25,Palmawasi,SE03,273798.33789,14035.0
2022-01-25,Palmawasi,SE04,196274.503,9614.0
2022-01-25,Palmawasi,SE4F,71994.89021,3991.0
2022-01-25,Shanuzi,SE01,625201.86565,42375.0
2022-01-25,Shanuzi,SE02,182386.44396,12853.0
2022-01-25,Shanuzi,SE03,150103.45529,9826.0
2022-01-25,Shanuzi,SE04,107116.03813,7531.0
2022-01-26,Nuevo Horizonte,SE05,22233.6887,1684.0
2022-01-26,Palmawasi,SE01,230778.29763,10152.0
2022-01-26,Palmawasi,SE02,230389.77035,10545.0
2022-01-26,Palmawasi,SE03,298345.89542,15159.0
2022-01-26,Palmawasi,SE04,247653.54533,12144.0
2022-01-26,Palmawasi,SE4F,66671.96265,3779.0
2022-01-26,Shanuzi,SE01,394053.71283,28682.0
2022-01-26,Shanuzi,SE02,237821.18571,17189.0
2022-01-26,Shanuzi,SE03,105171.85736,6630.0
2022-01-26,Shanuzi,SE04,144582.03107,9887.0
2022-01-27,Nuevo Horizonte,SE05,19007.32296,1434.0
2022-01-27,Palmawasi,SE01,225446.92403,9921.0
2022-01-27,Palmawasi,SE02,254890.57294,11809.0
2022-01-27,Palmawasi,SE03,289640.65264,14207.0
2022-01-27,Palmawasi,SE04,210317.18678,10104.0
2022-01-27,Palmawasi,SE4F,88803.47697,4966.0
2022-01-27,Shanuzi,SE01,312066.56089,22226.0
2022-01-27,Shanuzi,SE02,286115.14837,20094.0
2022-01-27,Shanuzi,SE03,54765.72738,3779.0
2022-01-27,Shanuzi,SE04,128632.10462,8679.0
2022-01-28,Nuevo Horizonte,SE05,11229.790359999999,869.0
2022-01-28,Palmawasi,SE01,187384.94493,8192.0
2022-01-28,Palmawasi,SE02,213445.52718,10163.0
2022-01-28,Palmawasi,SE03,276987.20535,13618.0
2022-01-28,Palmawasi,SE04,198862.75041,9378.0
2022-01-28,Palmawasi,SE4F,107624.16942,6087.0
2022-01-28,Shanuzi,SE01,193245.40003999998,13290.0
2022-01-28,Shanuzi,SE02,287874.22174999997,20303.0
2022-01-28,Shanuzi,SE03,38221.80992,2662.0
2022-01-28,Shanuzi,SE04,327246.23316,22533.0
2022-01-29,Nuevo Horizonte,SE05,19216.3163,1447.0
2022-01-29,Palmawasi,SE01,152181.9916,6481.0
2022-01-29,Palmawasi,SE02,200920.7817,9690.0
2022-01-29,Palmawasi,SE03,291495.84344,14291.0
2022-01-29,Palmawasi,SE04,162997.5603,7806.0
2022-01-29,Palmawasi,SE4F,113412.36303,6745.0
2022-01-29,Shanuzi,SE01,113581.54281,7822.0
2022-01-29,Shanuzi,SE02,291239.6905,20740.0
2022-01-29,Shanuzi,SE03,125193.87694,8165.0
2022-01-29,Shanuzi,SE04,381738.8688,26372.0
2022-01-30,Palmawasi,SE02,43181.669120000006,2225.0
2022-01-30,Palmawasi,SE03,68281.23363,3279.0
2022-01-30,Palmawasi,SE04,27734.441160000002,1040.0
2022-01-30,Shanuzi,SE01,23783.23881,1573.0
2022-01-30,Shanuzi,SE02,44081.43904,2983.0
2022-01-30,Shanuzi,SE03,17133.63511,1076.0
2022-01-30,Shanuzi,SE04,22587.7696,1600.0
2022-01-31,Nuevo Horizonte,SE05,23682.868000000002,1769.0
2022-01-31,Palmawasi,SE01,174280.43755,7328.0
2022-01-31,Palmawasi,SE02,214170.80333,9779.0
2022-01-31,Palmawasi,SE03,313984.10586,15364.0
2022-01-31,Palmawasi,SE04,56824.961039999995,2254.0
2022-01-31,Palmawasi,SE4F,99923.65043,5504.0
2022-01-31,Shanuzi,SE01,81327.78419,5542.0
2022-01-31,Shanuzi,SE02,286788.95171,20608.0
2022-01-31,Shanuzi,SE03,148071.23829,9592.0
2022-01-31,Shanuzi,SE04,264432.08042,18563.0
2022-02-01,Nuevo Horizonte,SE05,25619.72681,1909.0
2022-02-01,Palmawasi,SE01,176568.11765,7342.0
2022-02-01,Palmawasi,SE02,253548.46837,11506.0
2022-02-01,Palmawasi,SE03,393382.70901,19136.0
2022-02-01,Palmawasi,SE04,67835.07458,2669.0
2022-02-01,Palmawasi,SE4F,119165.93312,6562.0
2022-02-01,Shanuzi,SE01,249626.87568,16948.0
2022-02-01,Shanuzi,SE02,269469.15345,17989.0
2022-02-01,Shanuzi,SE03,132775.1534,8298.0
2022-02-01,Shanuzi,SE04,274201.36746,19161.0
2022-02-02,Nuevo Horizonte,SE05,29492.27218,1946.0
2022-02-02,Palmawasi,SE01,180139.39101,7692.0
2022-02-02,Palmawasi,SE02,225629.21874,11654.0
2022-02-02,Palmawasi,SE03,278211.38912,17467.0
2022-02-02,Palmawasi,SE04,83530.17269,3439.0
2022-02-02,Palmawasi,SE4F,103351.38476,5648.0
2022-02-02,Shanuzi,SE01,705079.13599,32737.0
2022-02-02,Shanuzi,SE02,288666.0413,11924.0
2022-02-02,Shanuzi,SE03,159468.16064,7016.0
2022-02-02,Shanuzi,SE04,378776.42358,14490.0
2022-02-03,Nuevo Horizonte,SE05,17326.100430000002,1200.0
2022-02-03,Palmawasi,SE01,181194.52272,7490.0
2022-02-03,Palmawasi,SE02,220641.21035,10097.0
2022-02-03,Palmawasi,SE03,401340.95176,20050.0
2022-02-03,Palmawasi,SE04,81072.61916,3160.0
2022-02-03,Palmawasi,SE4F,99796.89449,5793.0
2022-02-03,Shanuzi,SE01,666797.35186,30308.0
2022-02-03,Shanuzi,SE02,239842.75465,10782.0
2022-02-03,Shanuzi,SE03,157427.44257,6844.0
2022-02-03,Shanuzi,SE04,253726.78553,9817.0
2022-02-04,Nuevo Horizonte,SE05,26389.605160000003,1895.0
2022-02-04,Palmawasi,SE01,161865.85759,6437.0
2022-02-04,Palmawasi,SE02,220826.81464,10218.0
2022-02-04,Palmawasi,SE03,391576.90592,18834.0
2022-02-04,Palmawasi,SE04,70105.90522,2807.0
2022-02-04,Palmawasi,SE4F,110829.65405,6245.0
2022-02-04,Shanuzi,SE01,534392.29948,27312.0
2022-02-04,Shanuzi,SE02,192855.21877,10727.0
2022-02-04,Shanuzi,SE03,237553.36435,9994.0
2022-02-04,Shanuzi,SE04,105367.55539,4700.0
2022-02-05,Nuevo Horizonte,SE05,21289.99587,1592.0
2022-02-05,Palmawasi,SE01,145109.55969,6074.0
2022-02-05,Palmawasi,SE02,188822.16946,8438.0
2022-02-05,Palmawasi,SE03,312746.35293,15389.0
2022-02-05,Palmawasi,SE04,67763.54416,2751.0
2022-02-05,Palmawasi,SE4F,94681.67741,5234.0
2022-02-05,Shanuzi,SE01,41442.383669999996,2430.0
2022-02-05,Shanuzi,SE02,17158.13512,820.0
2022-02-05,Shanuzi,SE03,16761.07521,803.0
2022-02-07,Nuevo Horizonte,SE05,16731.62484,1283.0
2022-02-07,Palmawasi,SE01,88491.96057,3757.0
2022-02-07,Palmawasi,SE02,109869.85435,4871.0
2022-02-07,Palmawasi,SE03,109079.34815,5740.0
2022-02-07,Palmawasi,SE04,25958.69119,956.0
2022-02-07,Palmawasi,SE4F,49127.21159,2759.0
2022-02-07,Shanuzi,SE01,6971.25493,469.0
2022-02-07,Shanuzi,SE03,9831.544030000001,441.0
2022-02-08,Nuevo Horizonte,SE05,22482.713349999998,1724.0
2022-02-08,Palmawasi,SE01,176014.12225000001,7340.0
2022-02-08,Palmawasi,SE02,205097.39178,9039.0
2022-02-08,Palmawasi,SE03,252215.95319,11773.0
2022-02-08,Palmawasi,SE04,203818.24999,8990.0
2022-02-08,Palmawasi,SE4F,93049.66826,5227.0
2022-02-08,Shanuzi,SE01,302364.48976,17630.0
2022-02-08,Shanuzi,SE02,49980.73498,3830.0
2022-02-08,Shanuzi,SE03,254444.64266,13157.0
2022-02-08,Shanuzi,SE04,114648.74282,6552.0
2022-02-09,Nuevo Horizonte,SE05,29013.053119999997,2154.0
2022-02-09,Palmawasi,SE01,201843.03815,8584.0
2022-02-09,Palmawasi,SE02,336631.41585,15917.0
2022-02-09,Palmawasi,SE03,236278.05523,11111.0
2022-02-09,Palmawasi,SE04,92881.35208,3679.0
2022-02-09,Palmawasi,SE4F,72380.02406,4149.0
2022-02-09,Shanuzi,SE01,600354.45054,36615.0
2022-02-09,Shanuzi,SE02,119219.33728,8163.0
2022-02-09,Shanuzi,SE03,142431.6308,8204.0
2022-02-09,Shanuzi,SE04,121675.76238,7666.0
2022-02-10,Nuevo Horizonte,SE05,30736.40705,2292.0
2022-02-10,Palmawasi,SE01,231069.1258,9894.0
2022-02-10,Palmawasi,SE02,365165.83526,17534.0
2022-02-10,Palmawasi,SE03,258068.30601,12613.0
2022-02-10,Palmawasi,SE04,72934.88453,2712.0
2022-02-10,Palmawasi,SE4F,85091.99591,5040.0
2022-02-10,Shanuzi,SE01,445311.58481,29889.0
2022-02-10,Shanuzi,SE02,265941.307,15612.0
2022-02-10,Shanuzi,SE03,134829.35206,7269.0
2022-02-10,Shanuzi,SE04,174224.0212,9366.0
2022-02-11,Nuevo Horizonte,SE05,34113.55094,2486.0
2022-02-11,Palmawasi,SE01,226146.96203999998,9732.0
2022-02-11,Palmawasi,SE02,352585.91663,16112.0
2022-02-11,Palmawasi,SE03,242337.75675,11901.0
2022-02-11,Palmawasi,SE04,79177.05,2918.0
2022-02-11,Palmawasi,SE4F,84307.46135,4854.0
2022-02-11,Shanuzi,SE01,544768.86848,35120.0
2022-02-11,Shanuzi,SE02,223597.4946,13963.0
2022-02-11,Shanuzi,SE03,120645.72033,6819.0
2022-02-11,Shanuzi,SE04,172375.03093,10678.0
2022-02-12,Nuevo Horizonte,SE05,28487.42227,2076.0
2022-02-12,Palmawasi,SE01,186434.72093,8173.0
2022-02-12,Palmawasi,SE02,283033.22807,14086.0
2022-02-12,Palmawasi,SE03,225197.25742,10806.0
2022-02-12,Palmawasi,SE04,81140.11353,3132.0
2022-02-12,Palmawasi,SE4F,53332.36001,2951.0
2022-02-12,Shanuzi,SE01,363122.27961,24226.0
2022-02-12,Shanuzi,SE02,272565.78032,17527.0
2022-02-12,Shanuzi,SE03,170409.54928,9466.0
2022-02-12,Shanuzi,SE04,240422.3721,16414.0
2022-02-13,Shanuzi,SE01,23746.33675,1580.0
2022-02-13,Shanuzi,SE02,9991.796190000001,627.0
2022-02-13,Shanuzi,SE03,19461.27935,1085.0
2022-02-13,Shanuzi,SE04,14664.259610000001,1001.0
2022-02-14,Nuevo Horizonte,SE05,26595.5425,1936.0
2022-02-14,Palmawasi,SE01,174601.51763,7271.0
2022-02-14,Palmawasi,SE02,263160.97726,11573.0
2022-02-14,Palmawasi,SE03,219783.20662,10541.0
2022-02-14,Palmawasi,SE04,61207.78224,2329.0
2022-02-14,Palmawasi,SE4F,66705.49428,3670.0
2022-02-14,Shanuzi,SE01,141339.76199,8541.0
2022-02-14,Shanuzi,SE02,170812.19373,11524.0
2022-02-14,Shanuzi,SE03,272980.58404,15560.0
2022-02-14,Shanuzi,SE04,314548.34314,21524.0
2022-02-15,Nuevo Horizonte,SE05,17707.46608,1289.0
2022-02-15,Palmawasi,SE01,111168.49402,4604.0
2022-02-15,Palmawasi,SE02,94022.80978,4124.0
2022-02-15,Palmawasi,SE03,121155.76152,6175.0
2022-02-15,Palmawasi,SE04,140712.5207,6775.0
2022-02-15,Palmawasi,SE4F,56227.91179,3097.0
2022-02-15,Shanuzi,SE01,76359.40993,4675.0
2022-02-15,Shanuzi,SE02,140748.59145,10020.0
2022-02-15,Shanuzi,SE03,225956.18325,13023.0
2022-02-15,Shanuzi,SE04,308450.1361,21125.0
2022-02-16,Nuevo Horizonte,SE05,32823.07672,2476.0
2022-02-16,Palmawasi,SE01,180666.43136000002,7212.0
2022-02-16,Palmawasi,SE02,258698.95674999998,11322.0
2022-02-16,Palmawasi,SE03,291055.23913,14228.0
2022-02-16,Palmawasi,SE04,227322.4499,10956.0
2022-02-16,Palmawasi,SE4F,63756.577919999996,3521.0
2022-02-16,Shanuzi,SE01,111021.5318,7328.0
2022-02-16,Shanuzi,SE02,254684.11446,15938.0
2022-02-16,Shanuzi,SE03,177299.71646,10433.0
2022-02-16,Shanuzi,SE04,403437.56789999997,28475.0
2022-02-17,Nuevo Horizonte,SE05,27856.82417,1984.0
2022-02-17,Palmawasi,SE01,178686.08199,7165.0
2022-02-17,Palmawasi,SE02,253992.47958,11140.0
2022-02-17,Palmawasi,SE03,320710.98473,15532.0
2022-02-17,Palmawasi,SE04,250086.13401,11427.0
2022-02-17,Palmawasi,SE4F,63625.54053,3538.0
2022-02-17,Shanuzi,SE01,146423.86293,10021.0
2022-02-17,Shanuzi,SE02,231909.70862,13752.0
2022-02-17,Shanuzi,SE03,187248.25487,10829.0
2022-02-17,Shanuzi,SE04,381152.74760999996,27674.0
2022-02-18,Nuevo Horizonte,SE05,21452.37147,1479.0
2022-02-18,Palmawasi,SE01,180940.90545,7419.0
2022-02-18,Palmawasi,SE02,201165.29028000002,8913.0
2022-02-18,Palmawasi,SE03,222636.60614,10969.0
2022-02-18,Palmawasi,SE04,192024.1764,9314.0
2022-02-18,Palmawasi,SE4F,74388.08148,4378.0
2022-02-18,Shanuzi,SE01,440623.26511,27776.0
2022-02-18,Shanuzi,SE02,109005.6796,6607.0
2022-02-18,Shanuzi,SE03,148183.51524,8556.0
2022-02-18,Shanuzi,SE04,267959.90962,20097.0
2022-02-19,Nuevo Horizonte,SE05,24178.74798,1652.0
2022-02-19,Palmawasi,SE01,181301.16398,7397.0
2022-02-19,Palmawasi,SE02,192953.44419,8655.0
2022-02-19,Palmawasi,SE03,270009.61772,12961.0
2022-02-19,Palmawasi,SE04,189841.18414,9569.0
2022-02-19,Palmawasi,SE4F,60533.844619999996,3529.0
2022-02-19,Shanuzi,SE01,629734.87536,40591.0
2022-02-19,Shanuzi,SE02,47594.53585,2819.0
2022-02-19,Shanuzi,SE03,168808.40149,9393.0
2022-02-19,Shanuzi,SE04,137639.56715,10656.0
2022-02-20,Palmawasi,SE04,45562.73444,2360.0
2022-02-20,Shanuzi,SE01,24491.825960000002,1653.0
2022-02-20,Shanuzi,SE02,3123.87141,177.0
2022-02-20,Shanuzi,SE04,6642.47639,498.0
2022-02-21,Nuevo Horizonte,SE05,14959.37392,1031.0
2022-02-21,Palmawasi,SE01,107084.79072,4356.0
2022-02-21,Palmawasi,SE02,112794.31309,5186.0
2022-02-21,Palmawasi,SE03,155752.17947,7395.0
2022-02-21,Palmawasi,SE04,150166.70697,7252.0
2022-02-21,Palmawasi,SE4F,51429.02255,2891.0
2022-02-21,Shanuzi,SE01,466974.83096,30889.0
2022-02-21,Shanuzi,SE02,107844.68194,7193.0
2022-02-21,Shanuzi,SE03,126943.67812,7017.0
2022-02-21,Shanuzi,SE04,69818.36987,5562.0
2022-02-22,Nuevo Horizonte,SE05,20208.869359999997,1389.0
2022-02-22,Palmawasi,SE01,207325.21196000002,8314.0
2022-02-22,Palmawasi,SE02,207622.7867,9206.0
2022-02-22,Palmawasi,SE03,241701.91016,11837.0
2022-02-22,Palmawasi,SE04,249065.11446,11661.0
2022-02-22,Palmawasi,SE4F,74625.69612,4231.0
2022-02-22,Shanuzi,SE01,401891.6365,27353.0
2022-02-22,Shanuzi,SE02,186078.53251,12327.0
2022-02-22,Shanuzi,SE03,229704.70431,14015.0
2022-02-22,Shanuzi,SE04,85426.78395,6836.0
2022-02-23,Nuevo Horizonte,SE05,27192.495909999998,1869.0
2022-02-23,Palmawasi,SE01,182002.30041,7450.0
2022-02-23,Palmawasi,SE02,189116.98869,8290.0
2022-02-23,Palmawasi,SE03,257565.26867,12301.0
2022-02-23,Palmawasi,SE04,237429.6042,11164.0
2022-02-23,Palmawasi,SE4F,70179.22001,4065.0
2022-02-23,Shanuzi,SE01,614870.75568,40380.0
2022-02-23,Shanuzi,SE02,189106.92152,11389.0
2022-02-23,Shanuzi,SE03,128239.73971,7837.0
2022-02-23,Shanuzi,SE04,98686.03027,7308.0
2022-02-24,Nuevo Horizonte,SE05,20211.6425,1390.0
