pk_tiempo,vch_centro,SEDE,RFFProcesado,RFFProcesadoPropios,RFFProcesadoTerceros,CPOObtenido,CPOObtenidoPropios,CPOObtenidoTerceros,FECHA,PLANTACION
20200913,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-13,Palmawasi
20200914,3002,PW,942.8,851.39,91.41,230.0,198.51644,31.48356,2020-09-14,Palmawasi
20200914,3006,NH,0.0,44.55,-44.55,0.0,0.0,0.0,2020-09-14,Nuevo Horizonte
20200914,3702,SH,813.239,797.589,15.65,194.379,187.24083,7.13817,2020-09-14,Shanuzi
20200915,3002,PW,1326.03,1133.67,192.36,320.36,276.5075,43.8525,2020-09-15,Palmawasi
20200915,3006,NH,0.0,35.53,-35.53,0.0,0.0,0.0,2020-09-15,Nuevo Horizonte
20200915,3702,SH,949.68,935.62,14.06,229.809,221.36974,8.43926,2020-09-15,Shanuzi
20200916,3002,PW,1359.78,1192.09,167.69,327.21,282.41984,44.79016,2020-09-16,Palmawasi
20200916,3006,NH,0.0,45.84,-45.84,0.0,0.0,0.0,2020-09-16,Nuevo Horizonte
20200916,3702,SH,917.88,894.6,23.28,227.087,218.7477,8.3393,2020-09-16,Shanuzi
20200917,3002,PW,1246.78,1076.95,169.83,300.6,259.45235,41.14765,2020-09-17,Palmawasi
20200917,3006,NH,0.0,44.43,-44.43,0.0,0.0,0.0,2020-09-17,Nuevo Horizonte
20200917,3702,SH,958.26,889.89,68.37,245.932,236.90066,9.03134,2020-09-17,Shanuzi
20200918,3002,PW,1366.3,1247.39,118.91,330.0,284.82793,45.17207,2020-09-18,Palmawasi
20200918,3006,NH,0.0,43.74,-43.74,0.0,0.0,0.0,2020-09-18,Nuevo Horizonte
20200918,3702,SH,715.578,682.058,33.52,182.36,175.66321,6.69679,2020-09-18,Shanuzi
20200919,3002,PW,1133.2,934.15,199.05,276.0,238.21973,37.78027,2020-09-19,Palmawasi
20200919,3006,NH,0.0,44.31,-44.31,0.0,0.0,0.0,2020-09-19,Nuevo Horizonte
20200919,3702,SH,890.463,864.203,26.26,225.338,217.06293,8.27507,2020-09-19,Shanuzi
20200920,3002,PW,573.05,573.05,0.0,139.0,119.97298,19.02702,2020-09-20,Palmawasi
20200920,3702,SH,0.0,-8.16,8.16,0.0,0.0,0.0,2020-09-20,Shanuzi
20200921,3002,PW,1197.47,1053.91,143.56,288.0,248.5771,39.4229,2020-09-21,Palmawasi
20200921,3006,NH,278.837,45.27,233.567,62.09,20.70976,41.38024,2020-09-21,Nuevo Horizonte
20200921,3702,SH,874.276,859.406,14.87,217.5,209.51276,7.98724,2020-09-21,Shanuzi
20200922,3002,PW,1002.91,863.55,139.36,242.0,208.87382,33.12618,2020-09-22,Palmawasi
20200922,3006,NH,373.233,44.24,328.993,86.01,28.68814,57.32186,2020-09-22,Nuevo Horizonte
20200922,3702,SH,704.201,670.331,33.87,175.402,168.96072,6.44128,2020-09-22,Shanuzi
20200923,3002,PW,1017.13,845.21,171.92,245.96,212.29175,33.66825,2020-09-23,Palmawasi
20200923,3006,NH,335.936,90.79,245.146,74.73,24.92576,49.80424,2020-09-23,Nuevo Horizonte
20200923,3702,SH,885.518,871.268,14.25,220.505,212.40741,8.09759,2020-09-23,Shanuzi
20200924,3002,PW,996.6,869.63,126.97,240.0,207.14759,32.85241,2020-09-24,Palmawasi
20200924,3006,NH,420.41,38.95,381.46,92.93,30.99626,61.93374,2020-09-24,Nuevo Horizonte
20200924,3702,SH,942.966,893.806,49.16,227.725,219.36227,8.36273,2020-09-24,Shanuzi
20200925,3002,PW,1126.22,956.1,170.12,273.0,235.63038,37.36962,2020-09-25,Palmawasi
20200925,3006,NH,364.799,60.36,304.439,73.28,24.44212,48.83788,2020-09-25,Nuevo Horizonte
20200925,3702,SH,1145.178,1111.368,33.81,281.539,271.20006,10.33894,2020-09-25,Shanuzi
20200926,3002,PW,903.79,745.63,158.16,217.0,187.29594,29.70406,2020-09-26,Palmawasi
20200926,3006,NH,311.946,43.77,268.176,70.58,23.54155,47.03845,2020-09-26,Nuevo Horizonte
20200926,3702,SH,956.431,904.871,51.56,230.67,222.19912,8.47088,2020-09-26,Shanuzi
20200927,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-27,Palmawasi
20200927,3006,NH,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-27,Nuevo Horizonte
20200927,3702,SH,403.941,403.941,0.0,100.092,96.41633,3.67567,2020-09-27,Shanuzi
20200928,3002,PW,996.97,918.36,78.61,240.0,207.14759,32.85241,2020-09-28,Palmawasi
20200928,3006,NH,131.528,44.59,86.938,26.59,8.86894,17.72106,2020-09-28,Nuevo Horizonte
20200928,3702,SH,778.439,733.689,44.75,189.328,182.37532,6.95268,2020-09-28,Shanuzi
20200929,3002,PW,1300.73,1112.87,187.86,295.64,255.1713,40.4687,2020-09-29,Palmawasi
20200929,3006,NH,320.466,43.16,277.306,79.49,26.51343,52.97657,2020-09-29,Nuevo Horizonte
20200929,3702,SH,1039.411,1010.211,29.2,252.607,243.33053,9.27647,2020-09-29,Shanuzi
20200930,3002,PW,1064.92,909.38,155.54,273.6,236.14825,37.45175,2020-09-30,Palmawasi
20200930,3006,NH,270.953,71.46,199.493,67.42,22.48755,44.93245,2020-09-30,Nuevo Horizonte
20200930,3702,SH,1029.728,982.428,47.3,248.914,239.77315,9.14085,2020-09-30,Shanuzi
20201001,3002,PW,1254.1,1027.97,226.13,302.0,258.43219,43.56781,2020-10-01,Palmawasi
20201001,3006,NH,306.985,34.11,272.875,75.75,12.04285,63.70715,2020-10-01,Nuevo Horizonte
20201001,3702,SH,960.0,926.68,33.32,220.833,214.35747,6.47553,2020-10-01,Shanuzi
20201002,3002,PW,1137.61,935.26,202.35,275.0,235.32733,39.67267,2020-10-02,Palmawasi
20201002,3006,NH,270.22,34.88,235.34,67.08,10.66448,56.41552,2020-10-02,Nuevo Horizonte
20201002,3702,SH,719.512,704.892,14.62,170.131,165.14221,4.98879,2020-10-02,Shanuzi
20201003,3002,PW,957.54,790.23,167.31,235.0,201.0979,33.9021,2020-10-03,Palmawasi
20201003,3006,NH,252.503,53.23,199.273,65.55,10.42124,55.12876,2020-10-03,Nuevo Horizonte
20201003,3702,SH,759.469,738.649,20.82,175.813,170.6576,5.1554,2020-10-03,Shanuzi
20201004,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-04,Palmawasi
20201004,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-04,Shanuzi
20201005,3002,PW,931.92,853.59,78.33,226.29,193.64444,32.64556,2020-10-05,Palmawasi
20201005,3006,NH,130.692,25.37,105.322,31.51,5.00951,26.50049,2020-10-05,Nuevo Horizonte
20201005,3702,SH,68.155,49.445,18.71,16.421,15.93948,0.48152,2020-10-05,Shanuzi
20201006,3002,PW,1047.6,905.59,142.01,253.01,216.5097,36.5003,2020-10-06,Palmawasi
20201006,3006,NH,344.597,24.93,319.667,85.42,13.5802,71.8398,2020-10-06,Nuevo Horizonte
20201006,3702,SH,664.245,621.395,42.85,166.79,161.89918,4.89082,2020-10-06,Shanuzi
20201007,3002,PW,959.71,819.29,140.42,234.13,200.35341,33.77659,2020-10-07,Palmawasi
20201007,3006,NH,386.72,116.67,270.05,92.25,14.66605,77.58395,2020-10-07,Nuevo Horizonte
20201007,3702,SH,664.143,628.063,36.08,161.08,156.35662,4.72338,2020-10-07,Shanuzi
20201008,3002,PW,1131.74,980.75,150.99,275.98,236.16595,39.81405,2020-10-08,Palmawasi
20201008,3006,NH,331.642,38.57,293.072,82.99,13.19388,69.79612,2020-10-08,Nuevo Horizonte
20201008,3702,SH,658.018,642.478,15.54,158.896,154.23666,4.65934,2020-10-08,Shanuzi
20201009,3002,PW,1033.47,888.39,145.08,254.4,217.69917,36.70083,2020-10-09,Palmawasi
20201009,3006,NH,317.029,52.98,264.049,82.14,13.05874,69.08126,2020-10-09,Nuevo Horizonte
20201009,3702,SH,620.947,568.077,52.87,150.927,146.50134,4.42566,2020-10-09,Shanuzi
20201010,3002,PW,1000.81,850.15,150.66,245.55,210.12591,35.42409,2020-10-10,Palmawasi
20201010,3006,NH,290.58,34.34,256.24,73.57,11.69627,61.87373,2020-10-10,Nuevo Horizonte
20201010,3702,SH,1153.288,1097.758,55.53,282.041,273.77066,8.27034,2020-10-10,Shanuzi
20201011,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-11,Palmawasi
20201011,3702,SH,1045.563,1045.563,0.0,251.858,244.47272,7.38528,2020-10-11,Shanuzi
20201012,3002,PW,872.07,778.2,93.87,211.56,181.03945,30.52055,2020-10-12,Palmawasi
20201012,3006,NH,149.228,33.68,115.548,36.27,5.76626,30.50374,2020-10-12,Nuevo Horizonte
20201012,3702,SH,843.461,832.021,11.44,206.516,200.46029,6.05571,2020-10-12,Shanuzi
20201013,3002,PW,1042.39,910.37,132.02,253.62,217.0317,36.5883,2020-10-13,Palmawasi
20201013,3006,NH,249.791,24.88,224.911,62.22,9.89183,52.32817,2020-10-13,Nuevo Horizonte
20201013,3702,SH,795.6,758.07,37.53,193.922,188.23559,5.68641,2020-10-13,Shanuzi
20201014,3002,PW,1015.4,849.33,166.07,244.19,208.96211,35.22789,2020-10-14,Palmawasi
20201014,3006,NH,224.939,28.4,196.539,55.99,8.90138,47.08862,2020-10-14,Nuevo Horizonte
20201014,3702,SH,1006.68,978.47,28.21,244.454,237.28583,7.16817,2020-10-14,Shanuzi
20201015,3002,PW,1030.41,871.37,159.04,249.41,213.42905,35.98095,2020-10-15,Palmawasi
20201015,3006,NH,184.547,49.19,135.357,42.08,6.68994,35.39006,2020-10-15,Nuevo Horizonte
20201015,3702,SH,571.2,561.28,9.92,139.192,135.11045,4.08155,2020-10-15,Shanuzi
20201016,3002,PW,963.35,760.06,203.29,237.68,203.39127,34.28873,2020-10-16,Palmawasi
20201016,3006,NH,293.151,35.72,257.431,69.58,11.06193,58.51807,2020-10-16,Nuevo Horizonte
20201016,3702,SH,933.3,906.07,27.23,227.503,220.83188,6.67112,2020-10-16,Shanuzi
20201017,3002,PW,943.43,796.49,146.94,231.4,198.01725,33.38275,2020-10-17,Palmawasi
20201017,3006,NH,273.376,34.95,238.426,66.87,10.63109,56.23891,2020-10-17,Nuevo Horizonte
20201017,3702,SH,1194.8,1168.52,26.28,287.324,278.89874,8.42526,2020-10-17,Shanuzi
20201018,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-18,Palmawasi
20201018,3702,SH,842.301,842.301,0.0,210.66,204.48277,6.17723,2020-10-18,Shanuzi
20201019,3002,PW,972.97,860.24,112.73,238.34,203.95606,34.38394,2020-10-19,Palmawasi
20201019,3006,NH,0.0,26.28,-26.28,0.0,0.0,0.0,2020-10-19,Nuevo Horizonte
20201019,3702,SH,367.119,342.839,24.28,89.5,86.87557,2.62443,2020-10-19,Shanuzi
20201020,3002,PW,1144.71,965.47,179.24,283.07,242.23312,40.83688,2020-10-20,Palmawasi
20201020,3006,NH,381.726,0.0,381.726,89.86,14.28608,75.57392,2020-10-20,Nuevo Horizonte
20201020,3702,SH,1118.144,1075.094,43.05,273.261,265.24811,8.01289,2020-10-20,Shanuzi
20201021,3002,PW,1075.28,916.5,158.78,264.9,226.6844,38.2156,2020-10-21,Palmawasi
20201021,3006,NH,290.437,45.4,245.037,68.71,10.92362,57.78638,2020-10-21,Nuevo Horizonte
20201021,3702,SH,884.336,862.536,21.8,217.444,211.06785,6.37615,2020-10-21,Shanuzi
20201022,3002,PW,1050.64,908.03,142.61,260.04,222.52552,37.51448,2020-10-22,Palmawasi
20201022,3006,NH,341.289,72.77,268.519,85.42,13.5802,71.8398,2020-10-22,Nuevo Horizonte
20201022,3702,SH,1089.44,1063.66,25.78,262.246,254.55611,7.68989,2020-10-22,Shanuzi
20201023,3002,PW,1000.95,858.91,142.04,254.88,218.10992,36.77008,2020-10-23,Palmawasi
20201023,3006,NH,360.934,45.42,315.514,92.4,14.68989,77.71011,2020-10-23,Nuevo Horizonte
20201023,3702,SH,1125.0,1085.94,39.06,272.568,264.57543,7.99257,2020-10-23,Shanuzi
20201024,3002,PW,1123.95,1022.59,101.36,283.5,242.60108,40.89892,2020-10-24,Palmawasi
20201024,3006,NH,0.0,44.64,-44.64,0.0,0.0,0.0,2020-10-24,Nuevo Horizonte
20201024,3702,SH,1075.084,1041.744,33.34,259.714,252.09835,7.61565,2020-10-24,Shanuzi
20201025,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-25,Palmawasi
20201025,3702,SH,963.3,963.3,0.0,268.929,261.04314,7.88586,2020-10-25,Shanuzi
20201026,3002,PW,957.8,891.02,66.78,246.32,210.78483,35.53517,2020-10-26,Palmawasi
20201026,3006,NH,311.704,0.0,311.704,73.54,11.6915,61.8485,2020-10-26,Nuevo Horizonte
20201026,3702,SH,583.376,560.916,22.46,145.278,141.01798,4.26002,2020-10-26,Shanuzi
20201027,3002,PW,1062.62,954.61,108.01,275.2,235.49848,39.70152,2020-10-27,Palmawasi
20201027,3006,NH,250.033,75.41,174.623,63.21,10.04922,53.16078,2020-10-27,Nuevo Horizonte
20201027,3702,SH,1091.25,1067.82,23.43,293.617,285.00721,8.60979,2020-10-27,Shanuzi
20201028,3002,PW,1161.87,988.76,173.11,293.61,251.25257,42.35743,2020-10-28,Palmawasi
20201028,3006,NH,355.971,38.41,317.561,85.68,13.62154,72.05846,2020-10-28,Nuevo Horizonte
20201028,3702,SH,1045.0,1029.96,15.04,261.094,253.43789,7.65611,2020-10-28,Shanuzi
20201029,3002,PW,1222.38,1029.5,192.88,313.5,268.27315,45.22685,2020-10-29,Palmawasi
20201029,3006,NH,204.364,45.29,159.074,51.2,8.13985,43.06015,2020-10-29,Nuevo Horizonte
20201029,3702,SH,1008.0,984.18,23.82,252.349,244.94932,7.39968,2020-10-29,Shanuzi
20201030,3002,PW,1086.26,889.0,197.26,278.9,238.6647,40.2353,2020-10-30,Palmawasi
20201030,3006,NH,264.122,45.14,218.982,65.7,10.44509,55.25491,2020-10-30,Nuevo Horizonte
20201030,3702,SH,623.36,599.46,23.9,151.701,147.25264,4.44836,2020-10-30,Shanuzi
20201031,3002,PW,1071.27,874.79,196.48,272.4,233.10241,39.29759,2020-10-31,Palmawasi
20201031,3006,NH,304.682,63.54,241.142,73.34,11.6597,61.6803,2020-10-31,Nuevo Horizonte
20201031,3702,SH,1107.7,1084.47,23.23,266.766,258.94357,7.82243,2020-10-31,Shanuzi
20201101,3002,PW,496.16,496.16,0.0,128.51,110.10731,18.40269,2020-11-01,Palmawasi
20201101,3702,SH,758.261,764.271,-6.01,189.571,177.94193,11.62907,2020-11-01,Shanuzi
20201102,3002,PW,1067.66,909.32,158.34,274.0,234.76307,39.23693,2020-11-02,Palmawasi
20201102,3006,NH,180.163,61.43,118.733,45.54,7.23412,38.30588,2020-11-02,Nuevo Horizonte
20201102,3702,SH,253.949,242.329,11.62,62.785,58.93351,3.85149,2020-11-02,Shanuzi
20201103,3002,PW,950.43,817.14,133.29,241.8,207.17413,34.62587,2020-11-03,Palmawasi
20201103,3006,NH,291.611,42.03,249.581,74.89,11.89643,62.99357,2020-11-03,Nuevo Horizonte
20201103,3702,SH,925.65,889.5,36.15,230.468,216.33014,14.13786,2020-11-03,Shanuzi
20201104,3002,PW,1104.73,910.07,194.66,283.55,242.94551,40.60449,2020-11-04,Palmawasi
20201104,3006,NH,318.782,33.46,285.322,78.58,12.48259,66.09741,2020-11-04,Nuevo Horizonte
20201104,3702,SH,1113.0,1085.78,27.22,275.891,258.96671,16.92429,2020-11-04,Shanuzi
20201105,3002,PW,1050.37,902.08,148.29,270.0,231.33587,38.66413,2020-11-05,Palmawasi
20201105,3006,NH,250.629,57.5,193.129,60.9,9.67409,51.22591,2020-11-05,Nuevo Horizonte
20201105,3702,SH,1107.6,1059.34,48.26,274.339,257.50992,16.82908,2020-11-05,Shanuzi
20201106,3002,PW,883.78,733.19,150.59,234.0,200.49109,33.50891,2020-11-06,Palmawasi
20201106,3006,NH,329.286,21.97,307.316,76.62,12.17124,64.44876,2020-11-06,Nuevo Horizonte
20201106,3702,SH,1131.618,1054.558,77.06,283.464,266.07515,17.38885,2020-11-06,Shanuzi
20201107,3002,PW,906.23,825.26,104.36,238.2,204.08965,34.11035,2020-11-07,Palmawasi
20201107,3006,NH,239.302,0.0,239.302,61.97,9.84406,52.12594,2020-11-07,Nuevo Horizonte
20201107,3702,SH,926.013,853.683,72.33,232.434,218.17554,14.25846,2020-11-07,Shanuzi
20201108,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-08,Palmawasi
20201108,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-08,Shanuzi
20201109,3002,PW,724.15,654.98,69.17,179.29,153.61559,25.67441,2020-11-09,Palmawasi
20201109,3006,NH,163.535,69.47,94.065,42.13,6.69244,35.43756,2020-11-09,Nuevo Horizonte
20201109,3702,SH,175.101,146.411,28.69,45.733,42.92755,2.80545,2020-11-09,Shanuzi
20201110,3002,PW,972.16,848.9,123.26,245.0,209.91588,35.08412,2020-11-10,Palmawasi
20201110,3006,NH,285.906,33.03,252.876,73.42,11.66292,61.75708,2020-11-10,Nuevo Horizonte
20201110,3702,SH,182.278,157.648,24.63,46.547,43.69162,2.85538,2020-11-10,Shanuzi
20201111,3002,PW,850.79,713.75,137.04,216.5,185.4971,31.0029,2020-11-11,Palmawasi
20201111,3006,NH,252.403,53.24,199.163,61.82,9.82023,51.99977,2020-11-11,Nuevo Horizonte
20201111,3702,SH,1144.658,1102.358,42.3,291.062,273.20706,17.85494,2020-11-11,Shanuzi
20201112,3002,PW,1073.54,864.53,209.01,257.5,220.62588,36.87412,2020-11-12,Palmawasi
20201112,3006,NH,270.253,32.46,237.793,63.69,10.11729,53.57271,2020-11-12,Nuevo Horizonte
20201112,3702,SH,826.322,787.262,39.06,205.599,192.98671,12.61229,2020-11-12,Shanuzi
20201113,3002,PW,873.21,751.47,121.74,248.5,212.91468,35.58532,2020-11-13,Palmawasi
20201113,3006,NH,268.42,21.42,247.0,66.55,10.5716,55.9784,2020-11-13,Nuevo Horizonte
20201113,3702,SH,884.44,850.76,33.68,225.347,211.52329,13.82371,2020-11-13,Shanuzi
20201114,3002,PW,1103.14,882.82,220.32,281.4,241.10339,40.29661,2020-11-14,Palmawasi
20201114,3006,NH,268.036,29.76,238.276,62.14,9.87107,52.26893,2020-11-14,Nuevo Horizonte
20201114,3702,SH,973.321,946.591,26.73,244.32,229.3324,14.9876,2020-11-14,Shanuzi
20201115,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-15,Palmawasi
20201115,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-15,Shanuzi
20201116,3002,PW,968.86,857.72,111.14,288.63,247.29805,41.33195,2020-11-16,Palmawasi
20201116,3006,NH,0.0,51.55,-51.55,0.0,0.0,0.0,2020-11-16,Nuevo Horizonte
20201116,3702,SH,1211.417,1164.037,47.38,305.378,286.64486,18.73314,2020-11-16,Shanuzi
20201117,3002,PW,1215.61,1024.23,191.38,304.4,260.80978,43.59022,2020-11-17,Palmawasi
20201117,3006,NH,343.61,24.99,318.62,86.14,13.68351,72.45649,2020-11-17,Nuevo Horizonte
20201117,3702,SH,1063.682,975.172,88.51,271.61,254.94832,16.66168,2020-11-17,Shanuzi
20201118,3002,PW,1111.73,973.42,138.31,326.2,279.48801,46.71199,2020-11-18,Palmawasi
20201118,3006,NH,279.516,54.53,224.986,65.85,10.46041,55.38959,2020-11-18,Nuevo Horizonte
20201118,3702,SH,980.157,895.577,84.58,250.419,235.05727,15.36173,2020-11-18,Shanuzi
20201119,3002,PW,1007.53,888.95,118.58,252.0,215.91348,36.08652,2020-11-19,Palmawasi
20201119,3006,NH,265.733,31.07,234.663,65.38,10.38575,54.99425,2020-11-19,Nuevo Horizonte
20201119,3702,SH,1098.244,978.084,120.16,270.237,253.65955,16.57745,2020-11-19,Shanuzi
20201120,3002,PW,1081.57,935.44,146.13,271.12,232.29549,38.82451,2020-11-20,Palmawasi
20201120,3006,NH,198.021,25.17,172.851,48.28,7.66938,40.61062,2020-11-20,Nuevo Horizonte
20201120,3702,SH,1060.496,891.236,169.26,259.873,243.93132,15.94168,2020-11-20,Shanuzi
20201121,3002,PW,801.02,674.41,126.61,200.72,171.9768,28.7432,2020-11-21,Palmawasi
20201121,3006,NH,203.829,33.67,170.159,47.98,7.62172,40.35828,2020-11-21,Nuevo Horizonte
20201121,3702,SH,970.504,860.314,110.19,235.332,220.89577,14.43623,2020-11-21,Shanuzi
20201122,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-22,Palmawasi
20201122,3702,SH,706.681,706.681,0.0,180.784,169.69396,11.09004,2020-11-22,Shanuzi
20201123,3002,PW,963.27,875.94,87.33,248.12,212.5891,35.5309,2020-11-23,Palmawasi
20201123,3006,NH,235.036,66.08,168.956,57.35,9.11016,48.23984,2020-11-23,Nuevo Horizonte
20201123,3702,SH,271.529,250.029,21.5,66.107,62.05172,4.05528,2020-11-23,Shanuzi
20201124,3002,PW,1008.54,821.07,187.47,258.41,221.40557,37.00443,2020-11-24,Palmawasi
20201124,3006,NH,334.441,42.1,292.341,83.23,13.22125,70.00875,2020-11-24,Nuevo Horizonte
20201124,3702,SH,1110.0,1093.9,16.1,269.976,253.41456,16.56144,2020-11-24,Shanuzi
20201125,3002,PW,1078.91,941.2,137.71,280.29,240.15234,40.13766,2020-11-25,Palmawasi
20201125,3006,NH,338.279,58.55,279.729,80.53,12.79235,67.73765,2020-11-25,Nuevo Horizonte
20201125,3702,SH,1168.92,1120.83,48.09,284.17,266.73784,17.43216,2020-11-25,Shanuzi
20201126,3002,PW,1081.03,887.75,193.28,287.08,245.97001,41.10999,2020-11-26,Palmawasi
20201126,3006,NH,310.694,25.24,285.454,70.44,11.18954,59.25046,2020-11-26,Nuevo Horizonte
20201126,3702,SH,1025.98,972.46,53.52,252.668,237.1683,15.4997,2020-11-26,Shanuzi
20201127,3002,PW,957.41,802.66,154.75,247.3,211.88652,35.41348,2020-11-27,Palmawasi
20201127,3006,NH,284.307,34.82,249.487,69.63,11.06087,58.56913,2020-11-27,Nuevo Horizonte
20201127,3702,SH,791.608,677.978,113.63,190.409,178.72853,11.68047,2020-11-27,Shanuzi
20201128,3002,PW,1063.21,873.11,190.1,275.26,235.84264,39.41736,2020-11-28,Palmawasi
20201128,3006,NH,277.301,27.18,250.121,71.35,11.33409,60.01591,2020-11-28,Nuevo Horizonte
20201128,3702,SH,1124.293,1038.323,85.97,272.58,255.85882,16.72118,2020-11-28,Shanuzi
20201129,3002,PW,530.72,530.72,0.0,126.76,108.60791,18.15209,2020-11-29,Palmawasi
20201129,3702,SH,390.759,390.759,0.0,95.378,89.52712,5.85088,2020-11-29,Shanuzi
20201130,3002,PW,1067.52,898.13,169.39,261.96,224.4472,37.5128,2020-11-30,Palmawasi
20201130,3006,NH,0.0,52.43,-52.43,0.0,0.0,0.0,2020-11-30,Nuevo Horizonte
20201130,3702,SH,480.899,437.999,42.9,118.431,111.16595,7.26505,2020-11-30,Shanuzi
20201201,3002,PW,892.61,739.69,152.92,232.34,199.22264,33.11736,2020-12-01,Palmawasi
20201201,3006,NH,363.401,83.25,280.151,89.21,13.5223,75.6877,2020-12-01,Nuevo Horizonte
20201201,3702,SH,965.86,921.98,43.88,239.362,227.92396,11.43804,2020-12-01,Shanuzi
20201202,3002,PW,926.48,752.7,173.78,239.65,205.49068,34.15932,2020-12-02,Palmawasi
20201202,3006,NH,328.542,57.67,270.872,78.05,11.83069,66.21931,2020-12-02,Nuevo Horizonte
20201202,3702,SH,942.36,888.43,53.93,237.286,225.94716,11.33884,2020-12-02,Shanuzi
20201203,3002,PW,1025.87,898.38,127.49,264.7,226.97009,37.72991,2020-12-03,Palmawasi
20201203,3006,NH,200.18,27.8,172.38,48.1,7.29092,40.80908,2020-12-03,Nuevo Horizonte
20201203,3702,SH,1091.4,1029.45,61.95,278.468,265.16126,13.30674,2020-12-03,Shanuzi
20201204,3002,PW,907.0,759.05,147.95,242.9,208.27743,34.62257,2020-12-04,Palmawasi
20201204,3006,NH,330.402,56.46,273.942,79.99,12.12475,67.86525,2020-12-04,Nuevo Horizonte
20201204,3702,SH,941.217,804.727,136.49,241.317,229.78554,11.53146,2020-12-04,Shanuzi
20201205,3002,PW,847.67,700.05,147.62,227.0,194.64379,32.35621,2020-12-05,Palmawasi
20201205,3006,NH,274.122,27.65,246.472,68.12,10.32551,57.79449,2020-12-05,Nuevo Horizonte
20201205,3702,SH,735.961,629.781,106.18,186.626,177.70798,8.91802,2020-12-05,Shanuzi
20201206,3002,PW,524.87,524.87,0.0,141.4,121.24507,20.15493,2020-12-06,Palmawasi
20201206,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-06,Shanuzi
20201207,3002,PW,992.67,905.82,86.85,254.91,218.57554,36.33446,2020-12-07,Palmawasi
20201207,3006,NH,276.152,25.15,251.002,64.36,9.75558,54.60442,2020-12-07,Nuevo Horizonte
20201207,3702,SH,196.319,167.609,28.71,49.264,46.90989,2.35411,2020-12-07,Shanuzi
20201208,3002,PW,909.16,749.99,159.17,236.0,202.36094,33.63906,2020-12-08,Palmawasi
20201208,3006,NH,207.359,54.07,153.289,56.65,8.58691,48.06309,2020-12-08,Nuevo Horizonte
20201208,3702,SH,585.646,549.426,36.22,149.317,142.18181,7.13519,2020-12-08,Shanuzi
20201209,3002,PW,1105.45,954.77,150.68,290.35,248.96398,41.38602,2020-12-09,Palmawasi
20201209,3006,NH,309.181,16.51,292.671,73.07,11.07583,61.99417,2020-12-09,Nuevo Horizonte
20201209,3702,SH,773.354,733.034,40.32,197.695,188.24804,9.44696,2020-12-09,Shanuzi
20201210,3002,PW,1098.52,882.19,216.33,287.93,246.88893,41.04107,2020-12-10,Palmawasi
20201210,3006,NH,379.936,71.39,308.546,88.21,13.37072,74.83928,2020-12-10,Nuevo Horizonte
20201210,3702,SH,890.94,845.75,45.19,227.175,216.31932,10.85568,2020-12-10,Shanuzi
20201211,3002,PW,1275.55,1137.08,138.47,329.48,282.51646,46.96354,2020-12-11,Palmawasi
20201211,3006,NH,176.481,43.77,132.711,41.85,6.34355,35.50645,2020-12-11,Nuevo Horizonte
20201211,3702,SH,845.04,799.48,45.56,216.276,205.94114,10.33486,2020-12-11,Shanuzi
20201212,3002,PW,1140.43,925.13,215.3,303.45,260.19673,43.25327,2020-12-12,Palmawasi
20201212,3006,NH,256.202,28.31,227.892,70.2,10.6408,59.5592,2020-12-12,Nuevo Horizonte
20201212,3702,SH,815.701,796.721,18.98,209.146,199.15185,9.99415,2020-12-12,Shanuzi
20201213,3002,PW,604.56,604.56,0.0,159.34,136.62794,22.71206,2020-12-13,Palmawasi
20201213,3006,NH,0.0,35.5,-35.5,0.0,0.0,0.0,2020-12-13,Nuevo Horizonte
20201213,3702,SH,165.241,165.241,0.0,42.46,40.43103,2.02897,2020-12-13,Shanuzi
20201214,3002,PW,1179.77,999.82,179.95,306.65,262.94061,43.70939,2020-12-14,Palmawasi
20201214,3006,NH,211.713,69.52,142.193,57.53,8.7203,48.8097,2020-12-14,Nuevo Horizonte
20201214,3702,SH,808.678,794.198,14.48,208.88,198.89856,9.98144,2020-12-14,Shanuzi
20201215,3002,PW,1211.5,1069.77,141.73,314.76,269.89462,44.86538,2020-12-15,Palmawasi
20201215,3006,NH,488.222,86.99,401.232,113.64,17.22536,96.41464,2020-12-15,Nuevo Horizonte
20201215,3702,SH,830.0,799.1,30.9,214.002,203.7758,10.2262,2020-12-15,Shanuzi
20201216,3002,PW,1290.65,1073.35,217.3,341.02,292.41157,48.60843,2020-12-16,Palmawasi
