pk_tiempo,vch_centro,SEDE,RFFProcesado,RFFProcesadoPropios,RFFProcesadoTerceros,CPOObtenido,CPOObtenidoPropios,CPOObtenidoTerceros,FECHA,PLANTACION
20240218,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-18,Palmawasi
20240218,3702,SH,97.641,67.621,30.02,26.274,21.45862,4.81538,2024-02-18,Shanuzi
20240219,3002,PW,575.56,439.68,135.88,150.53,123.07595,27.45405,2024-02-19,Palmawasi
20240219,3702,SH,733.765,599.295,134.47,192.977,157.60905,35.36795,2024-02-19,Shanuzi
20240219,3D02,TY,234.64,0.0,234.64,57.995,0.0,57.995,2024-02-19,Tulumayo
20240220,3002,PW,777.36,625.92,151.44,196.61,160.75176,35.85824,2024-02-20,Palmawasi
20240220,3006,NH,294.348,59.68,234.668,72.456,11.22901,61.22699,2024-02-20,Nuevo Horizonte
20240220,3702,SH,738.132,577.172,160.96,193.09,157.70134,35.38866,2024-02-20,Shanuzi
20240220,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-20,Tulumayo
20240221,3002,PW,1135.99,897.91,238.08,292.95,239.52101,53.42899,2024-02-21,Palmawasi
20240221,3006,NH,235.411,0.0,235.411,63.485,9.83871,53.64629,2024-02-21,Nuevo Horizonte
20240221,3702,SH,1005.501,858.511,146.99,261.436,213.52119,47.91481,2024-02-21,Shanuzi
20240221,3D02,TY,227.704,0.0,227.704,58.52,0.0,58.52,2024-02-21,Tulumayo
20240222,3002,PW,1011.3,836.32,174.98,260.0,212.58052,47.41948,2024-02-22,Palmawasi
20240222,3006,NH,208.023,29.27,178.753,51.654,8.00518,43.64882,2024-02-22,Nuevo Horizonte
20240222,3702,SH,854.205,787.725,66.48,215.756,176.21322,39.54278,2024-02-22,Shanuzi
20240222,3D02,TY,224.776,0.0,224.776,59.553,0.0,59.553,2024-02-22,Tulumayo
20240223,3002,PW,868.58,699.33,169.25,225.54,184.40543,41.13457,2024-02-23,Palmawasi
20240223,3006,NH,243.218,70.69,172.528,62.965,9.75812,53.20688,2024-02-23,Nuevo Horizonte
20240223,3702,SH,818.663,703.503,115.16,206.357,168.53682,37.82018,2024-02-23,Shanuzi
20240223,3D02,TY,196.896,0.0,196.896,52.608,0.0,52.608,2024-02-23,Tulumayo
20240224,3002,PW,947.74,798.71,149.03,241.43,197.39737,44.03263,2024-02-24,Palmawasi
20240224,3006,NH,248.803,61.67,187.133,65.396,10.13487,55.26113,2024-02-24,Nuevo Horizonte
20240224,3702,SH,816.993,745.723,71.27,204.258,166.82252,37.43548,2024-02-24,Shanuzi
20240224,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-24,Tulumayo
20240225,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-25,Palmawasi
20240225,3702,SH,145.479,103.599,41.88,34.913,28.5143,6.3987,2024-02-25,Shanuzi
20240226,3002,PW,582.23,483.56,98.67,154.96,126.69799,28.26201,2024-02-26,Palmawasi
20240226,3702,SH,378.363,309.183,69.18,88.929,72.6305,16.2985,2024-02-26,Shanuzi
20240226,3D02,TY,181.881,0.0,181.881,48.37,0.0,48.37,2024-02-26,Tulumayo
20240227,3002,PW,734.42,633.57,100.85,192.58,157.45676,35.12324,2024-02-27,Palmawasi
20240227,3006,NH,170.637,0.0,170.637,50.495,7.82556,42.66944,2024-02-27,Nuevo Horizonte
20240227,3702,SH,666.79,472.66,194.13,157.789,128.87015,28.91885,2024-02-27,Shanuzi
20240227,3D02,TY,196.749,0.0,196.749,51.182,0.0,51.182,2024-02-27,Tulumayo
20240228,3002,PW,714.52,578.01,136.51,187.95,153.67119,34.27881,2024-02-28,Palmawasi
20240228,3006,NH,237.753,0.0,237.753,64.028,9.92286,54.10514,2024-02-28,Nuevo Horizonte
20240228,3702,SH,882.244,693.184,189.06,213.803,174.61815,39.18485,2024-02-28,Shanuzi
20240228,3D02,TY,167.76,0.0,167.76,41.253,0.0,41.253,2024-02-28,Tulumayo
20240229,3002,PW,724.24,571.36,152.88,193.11,157.89009,35.21991,2024-02-29,Palmawasi
20240229,3006,NH,254.531,131.54,122.991,62.473,9.68187,52.79113,2024-02-29,Nuevo Horizonte
20240229,3702,SH,652.545,522.415,130.13,165.399,135.08542,30.31358,2024-02-29,Shanuzi
20240229,3D02,TY,193.753,0.0,193.753,47.984,0.0,47.984,2024-02-29,Tulumayo
20240301,3002,PW,851.55,738.47,113.08,223.12,177.09596,46.02404,2024-03-01,Palmawasi
20240301,3006,NH,230.025,0.0,230.025,56.683,8.50909,48.17391,2024-03-01,Nuevo Horizonte
20240301,3702,SH,641.125,557.315,83.81,154.02,121.18965,32.83035,2024-03-01,Shanuzi
20240301,3D02,TY,192.045,0.0,192.045,51.001,0.0,51.001,2024-03-01,Tulumayo
20240302,3002,PW,727.69,595.11,132.58,190.49,151.19671,39.29329,2024-03-02,Palmawasi
20240302,3006,NH,258.485,75.75,182.735,62.527,9.38638,53.14062,2024-03-02,Nuevo Horizonte
20240302,3702,SH,211.532,119.722,91.81,52.958,41.66966,11.28834,2024-03-02,Shanuzi
20240302,3D02,TY,127.375,0.0,127.375,29.454,0.0,29.454,2024-03-02,Tulumayo
20240303,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-03,Palmawasi
20240303,3702,SH,0.0,-6.56,6.56,0.0,0.0,0.0,2024-03-03,Shanuzi
20240304,3002,PW,133.58,14.38,119.2,34.51,27.39146,7.11854,2024-03-04,Palmawasi
20240304,3006,NH,193.35,28.8,164.55,47.266,7.09544,40.17056,2024-03-04,Nuevo Horizonte
20240304,3702,SH,0.0,-70.52,70.52,0.0,0.0,0.0,2024-03-04,Shanuzi
20240304,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,Tulumayo
20240305,3002,PW,1178.23,1016.76,161.47,304.68,241.83218,62.84782,2024-03-05,Palmawasi
20240305,3006,NH,228.053,42.53,185.523,55.64,8.35252,47.28748,2024-03-05,Nuevo Horizonte
20240305,3702,SH,396.431,283.861,112.57,95.483,75.13018,20.35282,2024-03-05,Shanuzi
20240305,3D02,TY,226.544,0.0,226.544,60.821,0.0,60.821,2024-03-05,Tulumayo
20240306,3002,PW,885.87,660.27,225.6,229.69,182.31073,47.37927,2024-03-06,Palmawasi
20240306,3006,NH,212.793,58.6,154.193,52.378,7.86284,44.51516,2024-03-06,Nuevo Horizonte
20240306,3702,SH,710.661,556.891,153.77,179.306,141.08577,38.22023,2024-03-06,Shanuzi
20240306,3D02,TY,304.92,0.0,304.92,74.989,0.0,74.989,2024-03-06,Tulumayo
20240307,3002,PW,818.34,546.72,271.62,210.24,166.87278,43.36722,2024-03-07,Palmawasi
20240307,3006,NH,327.876,0.0,327.876,83.783,12.57727,71.20573,2024-03-07,Nuevo Horizonte
20240307,3702,SH,569.943,426.583,143.36,143.252,112.71691,30.53509,2024-03-07,Shanuzi
20240307,3D02,TY,160.716,0.0,160.716,38.712,0.0,38.712,2024-03-07,Tulumayo
20240308,3002,PW,1005.83,831.53,174.3,261.51,207.56707,53.94293,2024-03-08,Palmawasi
20240308,3006,NH,297.815,71.69,226.125,73.131,10.97822,62.15278,2024-03-08,Nuevo Horizonte
20240308,3702,SH,815.095,710.865,104.23,213.73,168.17207,45.55793,2024-03-08,Shanuzi
20240308,3D02,TY,231.664,0.0,231.664,55.657,0.0,55.657,2024-03-08,Tulumayo
20240309,3002,PW,922.55,732.8,189.75,244.77,194.28011,50.48989,2024-03-09,Palmawasi
20240309,3006,NH,259.79,25.14,234.65,62.919,9.44522,53.47378,2024-03-09,Nuevo Horizonte
20240309,3702,SH,703.001,570.841,132.16,185.641,146.07043,39.57057,2024-03-09,Shanuzi
20240309,3D02,TY,165.588,0.0,165.588,43.621,0.0,43.621,2024-03-09,Tulumayo
20240310,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-10,Palmawasi
20240310,3702,SH,98.468,50.288,48.18,26.102,20.53819,5.56381,2024-03-10,Shanuzi
20240311,3002,PW,684.61,591.99,92.62,181.48,144.04524,37.43476,2024-03-11,Palmawasi
20240311,3006,NH,144.668,31.21,113.458,35.681,5.35633,30.32467,2024-03-11,Nuevo Horizonte
20240311,3702,SH,694.376,552.256,142.12,184.2,144.93658,39.26342,2024-03-11,Shanuzi
20240312,3002,PW,942.32,780.59,161.73,249.13,197.74075,51.38925,2024-03-12,Palmawasi
20240312,3006,NH,286.147,40.45,245.697,70.949,10.65067,60.29833,2024-03-12,Nuevo Horizonte
20240312,3702,SH,835.191,675.591,159.6,219.932,173.05208,46.87992,2024-03-12,Shanuzi
20240312,3D02,TY,246.168,0.0,246.168,58.272,0.0,58.272,2024-03-12,Tulumayo
20240313,3002,PW,905.33,690.34,214.99,238.41,189.23202,49.17798,2024-03-13,Palmawasi
20240313,3006,NH,199.906,0.0,199.906,51.627,7.7501,43.8769,2024-03-13,Nuevo Horizonte
20240313,3702,SH,786.109,594.979,191.13,204.368,160.80564,43.56236,2024-03-13,Shanuzi
20240313,3D02,TY,287.62,0.0,287.62,71.344,0.0,71.344,2024-03-13,Tulumayo
20240314,3002,PW,951.84,787.12,164.72,249.94,198.38367,51.55633,2024-03-14,Palmawasi
20240314,3006,NH,203.962,67.84,136.122,53.874,8.08741,45.78659,2024-03-14,Nuevo Horizonte
20240314,3702,SH,936.691,768.791,167.9,241.952,190.37837,51.57363,2024-03-14,Shanuzi
20240314,3D02,TY,331.644,0.0,331.644,85.402,0.0,85.402,2024-03-14,Tulumayo
20240315,3002,PW,901.07,758.91,142.16,235.25,186.72385,48.52615,2024-03-15,Palmawasi
20240315,3006,NH,193.776,0.0,193.776,49.912,7.49265,42.41935,2024-03-15,Nuevo Horizonte
20240315,3702,SH,893.327,743.897,149.43,231.303,181.99928,49.30372,2024-03-15,Shanuzi
20240315,3D02,TY,247.131,0.0,247.131,65.622,0.0,65.622,2024-03-15,Tulumayo
20240316,3002,PW,776.07,630.78,145.29,201.62,160.03087,41.58913,2024-03-16,Palmawasi
20240316,3006,NH,246.582,73.46,173.122,63.611,9.54911,54.06189,2024-03-16,Nuevo Horizonte
20240316,3702,SH,831.589,674.999,156.59,216.703,170.51136,46.19164,2024-03-16,Shanuzi
20240316,3D02,TY,183.589,0.0,183.589,45.685,0.0,45.685,2024-03-16,Tulumayo
20240317,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-17,Palmawasi
20240317,3702,SH,139.505,112.275,27.23,36.497,28.71743,7.77957,2024-03-17,Shanuzi
20240318,3002,PW,570.66,461.46,109.2,148.84,118.13805,30.70195,2024-03-18,Palmawasi
20240318,3006,NH,205.507,28.61,176.897,51.831,7.78072,44.05028,2024-03-18,Nuevo Horizonte
20240318,3702,SH,703.906,566.486,137.42,184.384,145.08136,39.30264,2024-03-18,Shanuzi
20240318,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18,Tulumayo
20240319,3002,PW,942.22,713.53,228.69,250.29,198.66147,51.62853,2024-03-19,Palmawasi
20240319,3006,NH,233.265,43.4,189.865,62.268,9.3475,52.9205,2024-03-19,Nuevo Horizonte
20240319,3702,SH,562.482,421.582,140.9,147.583,116.12473,31.45827,2024-03-19,Shanuzi
20240319,3D02,TY,256.761,0.0,256.761,63.486,0.0,63.486,2024-03-19,Tulumayo
20240320,3002,PW,783.93,578.9,205.03,204.53,162.34061,42.18939,2024-03-20,Palmawasi
20240320,3006,NH,232.407,30.35,202.057,62.215,9.33954,52.87546,2024-03-20,Nuevo Horizonte
20240320,3702,SH,883.734,690.674,193.06,230.801,181.60428,49.19672,2024-03-20,Shanuzi
20240320,3D02,TY,221.856,0.0,221.856,57.522,0.0,57.522,2024-03-20,Tulumayo
20240321,3002,PW,759.25,610.55,148.7,199.96,158.71328,41.24672,2024-03-21,Palmawasi
20240321,3006,NH,190.501,39.59,150.911,48.153,7.22859,40.92441,2024-03-21,Nuevo Horizonte
20240321,3702,SH,608.587,489.737,118.85,158.749,124.91063,33.83837,2024-03-21,Shanuzi
20240321,3D02,TY,219.12,0.0,219.12,57.443,0.0,57.443,2024-03-21,Tulumayo
20240322,3002,PW,861.97,720.72,141.25,226.45,179.73906,46.71094,2024-03-22,Palmawasi
20240322,3006,NH,131.495,29.34,102.155,34.393,5.16298,29.23002,2024-03-22,Nuevo Horizonte
20240322,3702,SH,895.509,779.209,116.3,233.109,183.42032,49.68868,2024-03-22,Shanuzi
20240322,3D02,TY,184.492,0.0,184.492,48.524,0.0,48.524,2024-03-22,Tulumayo
20240323,3002,PW,748.96,642.02,106.94,198.37,157.45126,40.91874,2024-03-23,Palmawasi
20240323,3006,NH,172.155,11.04,161.115,43.401,6.51524,36.88576,2024-03-23,Nuevo Horizonte
20240323,3702,SH,728.026,602.836,125.19,190.798,150.12818,40.66982,2024-03-23,Shanuzi
20240323,3D02,TY,163.266,0.0,163.266,43.866,0.0,43.866,2024-03-23,Tulumayo
20240324,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-24,Palmawasi
20240324,3702,SH,33.564,9.384,24.18,8.715,6.85734,1.85766,2024-03-24,Shanuzi
20240325,3002,PW,697.55,524.01,173.54,179.97,142.84672,37.12328,2024-03-25,Palmawasi
20240325,3006,NH,189.529,0.0,189.529,47.934,7.19572,40.73828,2024-03-25,Nuevo Horizonte
20240325,3702,SH,607.602,483.842,123.76,158.507,124.72021,33.78679,2024-03-25,Shanuzi
20240325,3D02,TY,164.124,0.0,164.124,39.662,0.0,39.662,2024-03-25,Tulumayo
20240326,3002,PW,942.87,744.96,197.91,243.24,193.06571,50.17429,2024-03-26,Palmawasi
20240326,3006,NH,163.968,29.06,134.908,43.429,6.51944,36.90956,2024-03-26,Nuevo Horizonte
20240326,3702,SH,817.831,673.561,144.27,213.957,168.35069,45.60631,2024-03-26,Shanuzi
20240326,3D02,TY,255.159,0.0,255.159,64.221,0.0,64.221,2024-03-26,Tulumayo
20240327,3002,PW,901.58,699.38,202.2,232.64,184.65222,47.98778,2024-03-27,Palmawasi
20240327,3006,NH,247.804,17.68,230.124,61.688,9.26043,52.42757,2024-03-27,Nuevo Horizonte
20240327,3702,SH,817.864,620.564,197.3,214.081,168.44826,45.63274,2024-03-27,Shanuzi
20240327,3D02,TY,142.925,0.0,142.925,38.275,0.0,38.275,2024-03-27,Tulumayo
20240328,3002,PW,802.91,562.53,240.38,206.56,163.95187,42.60813,2024-03-28,Palmawasi
20240328,3006,NH,225.532,46.85,178.682,60.564,9.0917,51.4723,2024-03-28,Nuevo Horizonte
20240328,3702,SH,846.38,625.76,220.62,220.888,173.8043,47.0837,2024-03-28,Shanuzi
20240328,3D02,TY,78.9,0.0,78.9,20.044,0.0,20.044,2024-03-28,Tulumayo
20240329,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-29,Palmawasi
20240329,3006,NH,124.523,19.23,105.293,31.776,4.77012,27.00588,2024-03-29,Nuevo Horizonte
20240329,3702,SH,322.721,236.041,86.68,87.748,69.04395,18.70405,2024-03-29,Shanuzi
20240329,3D02,TY,281.3,0.0,281.3,74.685,0.0,74.685,2024-03-29,Tulumayo
20240330,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-30,Palmawasi
20240330,3702,SH,0.0,-50.52,50.52,0.0,0.0,0.0,2024-03-30,Shanuzi
20240330,3D02,TY,230.8,0.0,230.8,58.974,0.0,58.974,2024-03-30,Tulumayo
20240331,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-31,Palmawasi
20240331,3702,SH,0.0,-23.09,23.09,0.0,0.0,0.0,2024-03-31,Shanuzi
20240401,3002,PW,929.68,891.04,38.64,239.22,192.48839,46.73161,2024-04-01,Palmawasi
20240401,3006,NH,172.477,10.74,161.737,45.7,5.92485,39.77515,2024-04-01,Nuevo Horizonte
20240401,3702,SH,132.565,-7.035,139.6,33.622,26.94883,6.67317,2024-04-01,Shanuzi
20240402,3002,PW,944.55,788.34,156.21,246.75,198.5474,48.2026,2024-04-02,Palmawasi
20240402,3006,NH,281.035,53.36,227.675,71.619,9.28515,62.33385,2024-04-02,Nuevo Horizonte
20240402,3702,SH,821.005,651.505,169.5,213.249,170.92413,42.32487,2024-04-02,Shanuzi
20240402,3D02,TY,228.968,0.0,228.968,59.658,0.0,59.658,2024-04-02,Tulumayo
20240403,3002,PW,781.55,557.64,223.91,210.41,169.30642,41.10358,2024-04-03,Palmawasi
20240403,3006,NH,264.047,19.65,244.397,64.818,8.40343,56.41457,2024-04-03,Nuevo Horizonte
20240403,3702,SH,877.441,704.921,172.52,226.475,181.52509,44.94991,2024-04-03,Shanuzi
20240403,3D02,TY,199.003,0.0,199.003,50.2,0.0,50.2,2024-04-03,Tulumayo
20240404,3002,PW,849.5,640.03,209.47,221.75,178.43115,43.31885,2024-04-04,Palmawasi
20240404,3006,NH,268.144,29.56,238.584,67.846,8.796,59.05,2024-04-04,Nuevo Horizonte
20240404,3702,SH,838.399,692.099,146.3,215.752,172.93035,42.82165,2024-04-04,Shanuzi
20240404,3D02,TY,217.72,0.0,217.72,58.386,0.0,58.386,2024-04-04,Tulumayo
20240405,3002,PW,871.39,706.86,164.53,226.45,182.21301,44.23699,2024-04-05,Palmawasi
20240405,3006,NH,200.551,20.94,179.611,52.507,6.80735,45.69965,2024-04-05,Nuevo Horizonte
20240405,3702,SH,867.932,744.052,123.88,222.267,178.15227,44.11473,2024-04-05,Shanuzi
20240405,3D02,TY,275.33,0.0,275.33,69.258,0.0,69.258,2024-04-05,Tulumayo
20240406,3002,PW,974.19,823.11,151.08,251.91,202.6994,49.2106,2024-04-06,Palmawasi
20240406,3006,NH,197.976,21.55,176.426,50.915,6.60095,44.31405,2024-04-06,Nuevo Horizonte
20240406,3702,SH,819.358,745.828,73.53,206.679,165.65812,41.02088,2024-04-06,Shanuzi
20240406,3D02,TY,277.21,0.0,277.21,72.781,0.0,72.781,2024-04-06,Tulumayo
20240407,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-07,Palmawasi
20240407,3702,SH,140.733,112.523,28.21,35.695,28.61039,7.08461,2024-04-07,Shanuzi
20240408,3002,PW,457.53,317.73,139.8,120.28,96.78331,23.49669,2024-04-08,Palmawasi
20240408,3006,NH,158.953,15.13,143.823,40.056,5.19312,34.86288,2024-04-08,Nuevo Horizonte
20240408,3702,SH,688.267,517.337,170.93,173.219,138.83914,34.37986,2024-04-08,Shanuzi
20240408,3D02,TY,200.116,0.0,200.116,51.235,0.0,51.235,2024-04-08,Tulumayo
20240409,3002,PW,970.11,818.61,151.5,249.38,200.66363,48.71637,2024-04-09,Palmawasi
20240409,3006,NH,167.106,38.97,128.136,43.617,5.65479,37.96221,2024-04-09,Nuevo Horizonte
20240409,3702,SH,971.829,750.469,221.36,247.864,198.66888,49.19512,2024-04-09,Shanuzi
20240409,3D02,TY,270.96,0.0,270.96,71.295,0.0,71.295,2024-04-09,Tulumayo
20240410,3002,PW,996.87,838.9,157.97,255.89,205.90191,49.98809,2024-04-10,Palmawasi
20240410,3006,NH,147.832,0.0,147.832,38.183,4.95029,33.23271,2024-04-10,Nuevo Horizonte
20240410,3702,SH,992.735,780.835,211.9,252.353,202.26692,50.08608,2024-04-10,Shanuzi
20240410,3D02,TY,267.7,0.0,267.7,74.183,0.0,74.183,2024-04-10,Tulumayo
20240411,3002,PW,877.81,682.75,195.06,230.82,185.72933,45.09067,2024-04-11,Palmawasi
20240411,3006,NH,204.259,68.52,135.739,54.305,7.04045,47.26455,2024-04-11,Nuevo Horizonte
20240411,3702,SH,1011.218,839.708,171.51,258.608,207.28045,51.32755,2024-04-11,Shanuzi
20240411,3D02,TY,239.301,0.0,239.301,65.525,0.0,65.525,2024-04-11,Tulumayo
20240412,3002,PW,797.67,612.56,185.11,207.41,166.89247,40.51753,2024-04-12,Palmawasi
20240412,3006,NH,173.787,0.0,173.787,46.356,6.00989,40.34611,2024-04-12,Nuevo Horizonte
20240412,3702,SH,863.037,698.927,164.11,221.932,177.88376,44.04824,2024-04-12,Shanuzi
20240412,3D02,TY,131.465,0.0,131.465,33.197,0.0,33.197,2024-04-12,Tulumayo
20240413,3002,PW,753.08,618.37,134.71,197.2,158.67699,38.52301,2024-04-13,Palmawasi
20240413,3006,NH,146.775,63.07,83.705,36.384,4.71706,31.66694,2024-04-13,Nuevo Horizonte
20240413,3702,SH,643.23,552.91,90.32,168.043,134.69045,33.35255,2024-04-13,Shanuzi
20240413,3D02,TY,238.59,0.0,238.59,63.193,0.0,63.193,2024-04-13,Tulumayo
20240414,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-14,Palmawasi
20240414,3702,SH,82.902,71.042,11.86,21.75,17.43314,4.31686,2024-04-14,Shanuzi
20240415,3002,PW,946.94,861.03,85.91,246.03,197.96806,48.06194,2024-04-15,Palmawasi
20240415,3006,NH,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-15,Nuevo Horizonte
20240415,3702,SH,600.585,541.025,59.56,159.639,127.95445,31.68455,2024-04-15,Shanuzi
20240415,3D02,TY,157.404,0.0,157.404,37.774,0.0,37.774,2024-04-15,Tulumayo
20240416,3002,PW,812.85,669.17,143.68,209.71,168.74317,40.96683,2024-04-16,Palmawasi
20240416,3006,NH,300.222,39.96,260.262,76.871,9.96606,66.90494,2024-04-16,Nuevo Horizonte
20240416,3702,SH,506.585,385.525,121.06,134.733,107.9917,26.7413,2024-04-16,Shanuzi
20240416,3D02,TY,96.672,0.0,96.672,25.099,0.0,25.099,2024-04-16,Tulumayo
20240417,3002,PW,854.71,657.34,197.37,218.73,176.00111,42.72889,2024-04-17,Palmawasi
20240417,3006,NH,239.951,0.0,239.951,61.894,8.02434,53.86966,2024-04-17,Nuevo Horizonte
20240417,3702,SH,771.705,632.005,139.7,205.625,164.81332,40.81168,2024-04-17,Shanuzi
20240417,3D02,TY,309.93,0.0,309.93,77.116,0.0,77.116,2024-04-17,Tulumayo
20240418,3002,PW,849.36,629.92,219.44,220.21,177.19199,43.01801,2024-04-18,Palmawasi
20240418,3006,NH,218.568,27.59,190.978,54.088,7.01232,47.07568,2024-04-18,Nuevo Horizonte
20240418,3702,SH,533.391,440.071,93.32,141.953,113.7787,28.1743,2024-04-18,Shanuzi
20240418,3D02,TY,211.2,0.0,211.2,56.376,0.0,56.376,2024-04-18,Tulumayo
20240419,3002,PW,795.18,606.35,188.83,205.59,165.42801,40.16199,2024-04-19,Palmawasi
20240419,3006,NH,238.714,34.67,204.044,63.044,8.17344,54.87056,2024-04-19,Nuevo Horizonte
20240419,3702,SH,619.157,546.497,72.66,162.046,129.88371,32.16229,2024-04-19,Shanuzi
20240419,3D02,TY,201.068,0.0,201.068,55.648,0.0,55.648,2024-04-19,Tulumayo
20240420,3002,PW,877.77,747.33,130.44,229.64,184.77984,44.86016,2024-04-20,Palmawasi
20240420,3006,NH,135.438,55.24,80.198,35.979,4.66455,31.31445,2024-04-20,Nuevo Horizonte
20240420,3702,SH,549.077,434.237,114.84,144.553,115.86266,28.69034,2024-04-20,Shanuzi
20240420,3D02,TY,159.456,0.0,159.456,44.468,0.0,44.468,2024-04-20,Tulumayo
20240421,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-21,Palmawasi
20240421,3702,SH,0.0,-19.64,19.64,0.0,0.0,0.0,2024-04-21,Shanuzi
20240422,3002,PW,480.0,349.61,130.39,125.17,100.71805,24.45195,2024-04-22,Palmawasi
20240422,3006,NH,152.911,0.0,152.911,39.991,5.18469,34.80631,2024-04-22,Nuevo Horizonte
20240422,3702,SH,510.015,438.295,71.72,129.249,103.59614,25.65286,2024-04-22,Shanuzi
20240422,3D02,TY,138.64,0.0,138.64,35.992,0.0,35.992,2024-04-22,Tulumayo
20240423,3002,PW,843.66,583.8,259.86,217.66,175.14013,42.51987,2024-04-23,Palmawasi
20240423,3006,NH,222.093,23.8,198.293,58.971,7.64539,51.32561,2024-04-23,Nuevo Horizonte
20240423,3702,SH,968.293,816.213,152.08,250.126,200.48192,49.64408,2024-04-23,Shanuzi
20240423,3D02,TY,135.49,0.0,135.49,36.983,0.0,36.983,2024-04-23,Tulumayo
20240424,3002,PW,822.78,737.19,85.59,212.47,170.964,41.506,2024-04-24,Palmawasi
20240424,3006,NH,193.025,0.0,193.025,49.648,6.43669,43.21131,2024-04-24,Nuevo Horizonte
20240424,3702,SH,723.492,493.292,230.2,182.326,146.13861,36.18739,2024-04-24,Shanuzi
20240424,3D02,TY,268.455,0.0,268.455,73.261,0.0,73.261,2024-04-24,Tulumayo
20240425,3002,PW,765.42,629.87,135.55,204.19,164.3015,39.8885,2024-04-25,Palmawasi
20240425,3006,NH,168.512,0.0,168.512,41.868,5.42804,36.43996,2024-04-25,Nuevo Horizonte
20240425,3702,SH,850.802,627.712,223.09,213.383,171.03154,42.35146,2024-04-25,Shanuzi
20240425,3D02,TY,259.91,0.0,259.91,71.667,0.0,71.667,2024-04-25,Tulumayo
20240426,3002,PW,660.45,524.2,136.25,177.49,142.81734,34.67266,2024-04-26,Palmawasi
20240426,3006,NH,180.665,47.57,133.095,45.641,5.9172,39.7238,2024-04-26,Nuevo Horizonte
20240426,3702,SH,957.937,748.217,209.72,240.025,192.38573,47.63927,2024-04-26,Shanuzi
20240426,3D02,TY,279.7,0.0,279.7,70.407,0.0,70.407,2024-04-26,Tulumayo
20240427,3002,PW,541.13,399.62,141.51,144.84,116.54552,28.29448,2024-04-27,Palmawasi
20240427,3006,NH,150.285,37.23,113.055,39.666,5.14256,34.52344,2024-04-27,Nuevo Horizonte
20240427,3702,SH,891.55,692.87,198.68,223.16,178.86803,44.29197,2024-04-27,Shanuzi
20240427,3D02,TY,176.929,0.0,176.929,44.389,0.0,44.389,2024-04-27,Tulumayo
20240428,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-28,Palmawasi
20240428,3702,SH,0.0,-22.51,22.51,0.0,0.0,0.0,2024-04-28,Shanuzi
20240429,3002,PW,635.22,517.74,117.48,170.1,136.87098,33.22902,2024-04-29,Palmawasi
20240429,3006,NH,141.236,0.0,141.236,37.34,4.841,32.499,2024-04-29,Nuevo Horizonte
20240429,3702,SH,876.712,709.032,167.68,222.027,177.95991,44.06709,2024-04-29,Shanuzi
20240429,3D02,TY,161.958,0.0,161.958,41.747,0.0,41.747,2024-04-29,Tulumayo
20240430,3002,PW,764.92,571.32,193.6,200.47,161.3082,39.1618,2024-04-30,Palmawasi
20240430,3006,NH,250.658,37.47,213.188,60.802,7.88277,52.91923,2024-04-30,Nuevo Horizonte
20240430,3702,SH,973.053,779.043,194.01,244.396,195.88919,48.50681,2024-04-30,Shanuzi
20240430,3D02,TY,279.47,0.0,279.47,72.152,0.0,72.152,2024-04-30,Tulumayo
20240501,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,Palmawasi
20240501,3702,SH,965.457,856.087,109.37,247.608,201.43495,46.17305,2024-05-01,Shanuzi
20240502,3002,PW,805.28,578.46,226.82,209.38,165.21609,44.16391,2024-05-02,Palmawasi
20240502,3006,NH,270.049,0.0,270.049,66.928,10.46676,56.46124,2024-05-02,Nuevo Horizonte
20240502,3702,SH,377.818,286.648,91.17,96.933,78.85728,18.07572,2024-05-02,Shanuzi
20240502,3D02,TY,228.952,0.0,228.952,58.473,0.0,58.473,2024-05-02,Tulumayo
20240503,3002,PW,814.54,689.21,125.33,214.78,169.47709,45.30291,2024-05-03,Palmawasi
20240503,3006,NH,178.203,19.6,158.603,47.156,7.37465,39.78135,2024-05-03,Nuevo Horizonte
20240503,3702,SH,405.623,322.363,83.26,104.553,85.05633,19.49667,2024-05-03,Shanuzi
20240503,3D02,TY,227.2,0.0,227.2,60.703,0.0,60.703,2024-05-03,Tulumayo
