FECHA,PLANTACION,SALDO,SALDO > 3,>3 DIAS,DIA 1,DIA 2,DIA 3,DIA 4,DIA 5,DIA 6,DIA 7
2023-11-11,Shanuzi,43.0,11.0,12,394,26,12,-,-,-,-
2023-11-12,Shanuzi,674.0,66.0,66,376,232,66,-,-,-,-
2023-11-13,Shanuzi,429.0,27.0,28,158,246,28,-,-,-,-
2023-11-14,Shanuzi,519.0,41.0,42,440,40,28,14,-,-,-
2023-11-15,Shanuzi,687.0,0.0,0,528,160,-,-,-,-,-
2023-11-16,Shanuzi,61.0,35.0,36,376,192,36,-,-,-,-
2023-11-17,Shanuzi,671.0,42.0,42,522,18,42,-,-,-,-
2023-11-18,Shanuzi,667.0,0.0,0,6,168,-,-,-,-,-
2023-11-19,Shanuzi,693.0,67.0,68,280,348,68,0,0,0,0
2023-11-20,Shanuzi,556.0,197.0,198,58,302,184,14,0,0,0
2023-11-21,Shanuzi,446.0,138.0,138,288,20,130,8,0,0,0
2023-11-22,Shanuzi,396.0,0.0,-,242,156,0,0,0,0,0
2023-11-23,Shanuzi,389.0,7.0,8,290,94,8,0,0,0,0
2023-11-24,Shanuzi,389.0,15.0,16,296,80,8,8,0,0,0
2023-11-25,Shanuzi,375.0,66.0,66,208,102,52,8,7,0,0
2023-11-26,Shanuzi,378.0,0.0,-,320,58,0,0,0,0,0
2023-11-27,Shanuzi,240.0,50.0,50,8,182,50,0,0,0,0
2023-11-28,Shanuzi,213.0,111.0,112,100,4,112,0,0,0,0
2023-11-29,Shanuzi,214.0,9.0,10,174,32,0,10,0,0,0
2023-11-30,Shanuzi,422.0,2.0,2,368,54,0,0,2,0,0
2023-12-01,Shanuzi,415.0,0.0,0,380,36,0,0,0,0,0
2023-12-02,Shanuzi,288.0,0.0,0,212,78,0,0,0,0,0
2023-12-03,Shanuzi,213.0,101.0,102,0,112,98,4,0,0,0
2023-12-04,Shanuzi,213.0,213.0,214,0,0,112,98,4,0,0
2023-12-05,Shanuzi,249.0,167.0,168,82,0,0,116,51,0,0
2023-12-06,Shanuzi,259.0,0.0,0,234,26,0,0,0,0,0
2023-12-07,Shanuzi,258.0,0.0,0,246,12,0,0,0,0,0
2023-12-08,Shanuzi,469.0,0.0,0,422,48,0,0,0,0,0
2023-12-09,Shanuzi,607.0,34.0,34,376,198,34,0,0,0,0
2023-12-10,Shanuzi,840.0,156.0,156,478,206,156,0,0,0,0
2023-12-11,Shanuzi,483.0,165.0,166,104,216,112,54,0,0,0
2023-12-12,Shanuzi,649.0,74.0,74,532,44,74,0,0,0,0
2023-12-13,Shanuzi,659.0,16.0,16,536,108,12,6,0,0,0
2023-12-14,Shanuzi,802.0,14.0,14,608,180,12,4,0,0,0
2023-12-15,Shanuzi,868.0,111.0,112,620,138,112,0,0,0,0
2023-12-16,Shanuzi,636.0,71.0,72,398,168,50,22,0,0,0
2023-12-17,Shanuzi,872.0,122.0,122,516,234,90,34,0,0,0
2023-12-18,Shanuzi,565.0,91.0,92,122,352,70,6,15,0,0
2023-12-19,Shanuzi,689.0,100.0,100,556,34,82,20,0,0,0
2023-12-20,Shanuzi,822.0,8.0,8,570,244,6,2,0,0,0
2023-12-21,Shanuzi,816.0,50.0,50,606,162,46,4,2,0,0
2023-12-22,Shanuzi,709.0,103.0,104,462,144,94,6,3,2,0
2023-12-23,Shanuzi,669.0,59.0,60,488,122,60,0,0,0,0
2023-12-24,Shanuzi,447.0,157.0,158,0,290,140,14,5,0,0
2023-12-25,Shanuzi,447.0,447.0,448,0,0,290,140,13,6,0
2023-12-26,Shanuzi,447.0,447.0,448,0,0,0,290,139,14,6
2023-12-27,Shanuzi,394.0,162.0,162,232,0,0,0,133,24,6
2023-12-28,Shanuzi,510.0,122.0,122,222,168,0,0,0,102,22
2023-12-29,Shanuzi,406.0,107.0,108,210,90,0,0,0,86,22
2023-12-30,Shanuzi,390.0,32.0,32,252,108,26,8,0,0,0
2023-12-31,Shanuzi,132.0,18.0,18,44,72,18,0,0,0,0
2024-01-01,Shanuzi,132.0,89.0,90,0,44,72,18,0,0,0
2024-01-02,Shanuzi,132.0,132.0,132,0,0,44,72,18,0,0
2024-01-03,Shanuzi,69.0,0.0,-,70,0,0,0,0,0,0
2024-01-04,Shanuzi,43.0,0.0,-,42,2,0,0,0,0,0
2024-01-05,Shanuzi,28.0,0.0,-,28,0,0,0,0,0,0
2024-01-06,Shanuzi,32.0,0.0,-,26,6,0,0,0,0,0
2024-01-07,Shanuzi,135.0,1.0,2,134,0,2,0,0,0,0
2024-01-08,Shanuzi,48.0,4.0,4,0,44,2,2,0,0,0
2024-01-09,Shanuzi,145.0,0.0,-,146,0,0,0,0,0,0
2024-01-10,Shanuzi,180.0,0.0,-,174,6,0,0,0,0,0
2024-01-11,Shanuzi,265.0,0.0,-,246,20,0,0,0,0,0
2024-01-12,Shanuzi,246.0,0.0,-,220,26,0,0,0,0,0
2024-01-13,Shanuzi,210.0,0.0,-,140,70,0,0,0,0,0
2024-01-14,Shanuzi,243.0,5.0,6,210,28,6,0,0,0,0
2024-01-15,Shanuzi,208.0,33.0,34,0,176,28,6,0,0,0
2024-01-16,Shanuzi,271.0,42.0,42,230,0,42,0,0,0,0
2024-01-17,Shanuzi,267.0,0.0,-,256,12,0,0,0,0,0
2024-01-18,Shanuzi,353.0,8.0,8,230,116,8,0,0,0,0
2024-01-19,Shanuzi,345.0,0.0,-,298,48,0,0,0,0,0
2024-01-20,Shanuzi,341.0,0.0,-,274,68,0,0,0,0,0
2024-01-21,Shanuzi,438.0,21.0,22,306,112,22,0,0,0,0
2024-01-22,Shanuzi,287.0,26.0,26,0,262,22,6,0,0,0
2024-01-23,Shanuzi,287.0,63.0,64,224,0,60,4,0,0,0
2024-01-24,Shanuzi,222.0,0.0,-,198,24,0,0,0,0,0
2024-01-25,Shanuzi,192.0,3.0,4,190,0,4,0,0,0,0
2024-01-26,Shanuzi,135.0,0.0,-,110,26,0,0,0,0,0
2024-01-27,Shanuzi,51.0,0.0,-,40,12,0,0,0,0,0
2024-01-28,Shanuzi,41.0,0.0,-,24,18,0,0,0,0,0
2024-01-29,Shanuzi,41.0,18.0,18,0,24,18,0,0,0,0
2024-01-30,Shanuzi,87.0,0.0,-,58,30,0,0,0,0,0
2024-01-31,Shanuzi,90.0,0.0,-,90,0,0,0,0,0,0
2024-02-01,Shanuzi,78.0,0.0,0,78,0,0,0,0,0,0
2024-02-02,Shanuzi,85.0,0.0,0,86,0,0,0,0,0,0
2024-02-03,Shanuzi,18.0,0.0,0,18,0,0,0,0,0,0
2024-02-05,Shanuzi,3.0,0.0,0,0,4,0,0,0,0,0
2024-02-06,Shanuzi,44.0,1.0,2,44,0,0,2,0,0,0
2024-02-07,Shanuzi,27.0,0.0,0,28,0,0,0,0,0,0
2024-02-08,Shanuzi,110.0,0.0,0,110,0,0,0,0,0,0
2024-02-09,Shanuzi,200.0,0.0,0,138,64,0,0,0,0,0
2024-02-10,Shanuzi,138.0,0.0,0,136,4,0,0,0,0,0
2024-02-11,Shanuzi,79.0,4.0,4,60,16,4,0,0,0,0
2024-02-12,Shanuzi,68.0,19.0,20,0,50,16,4,0,0,0
2024-02-13,Shanuzi,74.0,3.0,4,72,0,2,2,0,0,0
2024-02-14,Shanuzi,81.0,0.0,0,82,0,0,0,0,0,0
2024-02-15,Shanuzi,118.0,0.0,0,114,4,0,0,0,0,0
2024-02-16,Shanuzi,199.0,0.0,0,154,46,0,0,0,0,0
2024-02-17,Shanuzi,240.0,2.0,2,194,44,2,0,0,0,0
2024-02-18,Shanuzi,237.0,0.0,0,214,24,0,0,0,0,0
2024-02-19,Shanuzi,224.0,21.0,22,0,204,22,0,0,0,0
2024-02-20,Shanuzi,227.0,105.0,106,122,0,100,6,0,0,0
2024-02-21,Shanuzi,185.0,0.0,0,168,18,0,0,0,0,0
2024-02-22,Shanuzi,121.0,6.0,6,78,38,6,0,0,0,0
2024-02-23,Shanuzi,100.0,0.0,0,100,0,0,0,0,0,0
2024-02-24,Shanuzi,118.0,0.0,0,84,36,0,0,0,0,0
2024-02-25,Shanuzi,107.0,15.0,16,68,26,16,0,0,0,0
2024-02-26,Shanuzi,74.0,16.0,16,0,58,16,2,0,0,0
2024-02-27,Shanuzi,41.0,0.0,0,42,0,0,0,0,0,0
2024-02-28,Shanuzi,12.0,0.0,0,12,0,0,0,0,0,0
2024-02-29,Shanuzi,54.0,0.0,0,54,0,0,0,0,0,0
2024-03-01,Shanuzi,120.0,0.0,-,116,6,0,0,0,0,0
2024-03-02,Shanuzi,78.0,0.0,-,72,8,0,0,0,0,0
2024-03-03,Shanuzi,78.0,7.0,8,0,72,8,0,0,0,0
2024-03-04,Shanuzi,78.0,78.0,78,0,0,72,8,0,0,0
2024-03-05,Shanuzi,0.0,0.0,-,0,0,0,0,0,0,0
2024-03-06,Shanuzi,146.0,0.0,-,146,0,0,0,0,0,0
2024-03-07,Shanuzi,198.0,0.0,-,160,38,0,0,0,0,0
2024-03-08,Shanuzi,223.0,0.0,-,202,22,0,0,0,0,0
2024-03-09,Shanuzi,201.0,0.0,-,194,8,0,0,0,0,0
2024-03-10,Shanuzi,126.0,0.0,0,118,10,0,0,0,0,0
2024-03-11,Shanuzi,107.0,9.0,10,0,98,10,0,0,0,0
2024-03-12,Shanuzi,81.0,0.0,0,82,0,0,0,0,0,0
2024-03-13,Shanuzi,108.0,0.0,0,84,26,0,0,0,0,0
2024-03-14,Shanuzi,121.0,0.0,0,122,0,0,0,0,0,0
2024-03-15,Shanuzi,173.0,0.0,0,166,8,0,0,0,0,0
2024-03-16,Shanuzi,209.0,0.0,-,210,0,0,0,0,0,0
2024-03-17,Shanuzi,316.0,51.0,52,212,54,52,0,0,0,0
2024-03-18,Shanuzi,270.0,74.0,74,20,176,46,28,0,0,0
2024-03-19,Shanuzi,342.0,62.0,62,266,14,44,18,0,0,0
2024-03-20,Shanuzi,421.0,18.0,18,306,98,0,18,1,0,0
2024-03-21,Shanuzi,459.0,29.0,30,274,158,24,0,5,0,0
2024-03-22,Shanuzi,473.0,63.0,64,240,172,64,0,0,0,0
2024-03-23,Shanuzi,468.0,18.0,18,330,122,18,0,0,0,0
2024-03-24,Shanuzi,403.0,130.0,130,152,122,112,20,0,0,0
2024-03-25,Shanuzi,403.0,251.0,252,0,152,122,112,19,0,0
2024-03-26,Shanuzi,384.0,206.0,206,178,0,116,68,15,8,0
2024-03-27,Shanuzi,337.0,11.0,12,232,96,0,12,0,0,0
2024-03-28,Shanuzi,314.0,0.0,0,242,74,0,0,0,0,0
2024-03-29,Shanuzi,161.0,23.0,24,82,58,24,0,0,0,0
2024-03-30,Shanuzi,161.0,80.0,80,0,82,58,24,0,0,0
2024-03-31,Shanuzi,0.0,0.0,-,-,-,-,-,-,-,-
2024-04-01,Shanuzi,161.0,161.0,162,0,0,0,82,57,24,0
2024-04-02,Shanuzi,22.0,0.0,0,22,0,0,0,0,0,0
2024-04-03,Shanuzi,62.0,0.0,0,62,2,0,0,0,0,0
2024-04-04,Shanuzi,66.0,0.0,0,66,2,0,0,0,0,0
2024-04-05,Shanuzi,157.0,1.0,2,156,0,2,0,0,0,0
2024-04-06,Shanuzi,208.0,0.0,0,142,66,0,0,0,0,0
2024-04-07,Shanuzi,171.0,21.0,22,98,54,22,0,0,0,0
2024-04-08,Shanuzi,125.0,5.0,6,0,120,4,2,0,0,0
2024-04-09,Shanuzi,138.0,2.0,2,136,0,2,0,0,0,0
2024-04-10,Shanuzi,119.0,0.0,0,92,28,0,0,0,0,0
2024-04-11,Shanuzi,123.0,0.0,0,124,0,0,0,0,0,0
2024-04-12,Shanuzi,164.0,0.0,0,158,6,0,0,0,0,0
2024-04-13,Shanuzi,155.0,0.0,0,138,18,0,0,0,0,0
2024-04-14,Shanuzi,45.0,0.0,0,12,34,0,0,0,0,0
2024-04-15,Shanuzi,20.0,4.0,4,0,16,4,0,0,0,0
2024-04-16,Shanuzi,117.0,4.0,4,114,0,4,2,0,0,0
2024-04-17,Shanuzi,129.0,0.0,0,124,6,0,0,0,0,0
2024-04-18,Shanuzi,61.0,0.0,0,58,4,0,0,0,0,0
2024-04-19,Shanuzi,71.0,0.0,0,70,2,0,0,0,0,0
2024-04-20,Shanuzi,78.0,0.0,0,66,12,0,0,0,0,0
2024-04-21,Shanuzi,41.0,2.0,2,28,12,2,2,0,0,0
2024-04-22,Shanuzi,41.0,14.0,14,0,28,12,2,1,0,0
2024-04-23,Shanuzi,45.0,1.0,2,44,0,0,2,0,0,0
2024-04-24,Shanuzi,128.0,0.0,0,126,2,0,0,0,0,0
2024-04-25,Shanuzi,149.0,2.0,2,144,4,2,0,0,0,0
2024-04-26,Shanuzi,169.0,3.0,4,128,38,4,0,0,0,0
2024-04-27,Shanuzi,133.0,0.0,0,128,6,0,0,0,0,0
2024-04-28,Shanuzi,46.0,0.0,0,42,6,0,0,0,0,0
2024-04-29,Shanuzi,46.0,5.0,6,0,42,6,0,0,0,0
2024-04-30,Shanuzi,83.0,0.0,0,84,0,0,0,0,0,0
2024-05-01,Shanuzi,18.0,0.0,0,18,0,0,0,0,0,0
2024-05-02,Shanuzi,18.0,0.0,0,18,0,0,0,0,0,0
2024-05-03,Shanuzi,24.0,0.0,0,24,0,0,0,0,0,0
2024-05-04,Shanuzi,200.0,21.0,22,118,62,22,0,0,0,0
2024-05-05,Shanuzi,91.0,19.0,20,0,72,18,2,0,0,0
2024-05-06,Shanuzi,91.0,91.0,92,0,0,72,18,1,0,0
2024-05-07,Shanuzi,21.0,0.0,0,22,0,0,0,0,0,0
2024-05-08,Shanuzi,67.0,0.0,0,68,0,0,0,0,0,0
2024-05-09,Shanuzi,102.0,0.0,0,100,4,0,0,0,0,0
2024-05-10,Shanuzi,94.0,2.0,2,74,20,2,0,0,0,0
2024-05-11,Shanuzi,74.0,0.0,0,54,22,0,0,0,0,0
2024-05-12,Shanuzi,158.0,0.0,0,132,28,0,0,0,0,0
2024-05-13,Shanuzi,69.0,2.0,2,0,68,2,0,0,0,0
2024-05-14,Shanuzi,70.0,4.0,4,66,0,4,0,0,0,0
2024-05-15,Shanuzi,27.0,0.0,0,28,0,0,0,0,0,0
2024-05-16,Shanuzi,31.0,0.0,0,32,0,0,0,0,0,0
2024-05-17,Shanuzi,23.0,0.0,0,24,0,0,0,0,0,0
2024-05-18,Shanuzi,88.0,0.0,0,64,26,0,0,0,0,0
2024-05-19,Shanuzi,92.0,0.0,0,82,10,0,0,0,0,0
2024-05-20,Shanuzi,92.0,10.0,10,0,82,10,0,0,0,0
2024-05-21,Shanuzi,85.0,0.0,0,86,0,0,0,0,0,0
2024-05-22,Shanuzi,92.0,0.0,0,92,2,0,0,0,0,0
2024-05-23,Shanuzi,120.0,0.0,0,118,2,0,0,0,0,0
2024-05-24,Shanuzi,103.0,0.0,0,102,2,0,0,0,0,0
2024-05-25,Shanuzi,89.0,0.0,0,84,6,0,0,0,0,0
2024-05-26,Shanuzi,4.0,0.0,0,4,0,0,0,0,0,0
2024-05-27,Shanuzi,4.0,0.0,0,0,4,0,0,0,0,0
2024-05-28,Shanuzi,92.0,0.0,0,92,0,0,0,0,0,0
2024-05-29,Shanuzi,189.0,0.0,0,186,4,0,0,0,0,0
2024-05-30,Shanuzi,197.0,0.0,0,136,62,0,0,0,0,0
2024-05-31,Shanuzi,218.0,0.0,0,182,38,0,0,0,0,0
