FECHA,PLANTACION,VERDES,MADUROS,SMADUROS,PEDUNCULO,ESCOBAJO,MALFORMADOA,MALFORMADOB,Peso,Racimos
2022-04-18,Shanuzi,,,,,,,,750539.16374,50154.0
2022-04-19,Nuevo Horizonte,,,,,,,,26161.38843,1700.0
2022-04-19,Palmawasi,33.0,1995.0,51.0,0.0,0.0,55.0,14.0,683240.59215,34234.0
2022-04-19,Shanuzi,,,,,,,,927598.72678,62469.0
2022-04-20,Nuevo Horizonte,,,,,,,,26761.56142,1739.0
2022-04-20,Palmawasi,69.0,2210.0,117.0,1.0,0.0,90.0,30.0,685226.92216,34379.0
2022-04-20,Shanuzi,,,,,,,,899392.85631,61193.0
2022-04-21,Nuevo Horizonte,,,,,,,,25515.04824,1658.0
2022-04-21,Palmawasi,36.0,1881.0,64.0,0.0,0.0,71.0,8.0,637134.2332,32573.0
2022-04-21,Shanuzi,,,,,,,,890751.1977499999,60371.0
2022-04-22,Nuevo Horizonte,,,,,,,,27560.21769,1857.0
2022-04-22,Palmawasi,94.0,2654.0,236.0,0.0,0.0,107.0,33.0,659408.42246,33582.0
2022-04-22,Shanuzi,,,,,,,,891529.48077,64249.0
2022-04-23,Nuevo Horizonte,,,,,,,,24912.06093,1737.0
2022-04-23,Palmawasi,26.0,1766.0,93.0,0.0,0.0,47.0,8.0,617077.10587,31576.0
2022-04-23,Shanuzi,,,,,,,,898015.7730599999,63097.0
2022-04-24,Shanuzi,,,,,,,,191479.86403,13683.0
2022-04-25,Nuevo Horizonte,,,,,,,,20968.00985,1462.0
2022-04-25,Palmawasi,48.0,2224.0,121.0,0.0,0.0,54.0,23.0,540807.8401799999,27134.0
2022-04-25,Shanuzi,,,,,,,,728367.60436,50595.0
2022-04-26,Nuevo Horizonte,,,,,,,,26666.12199,1867.0
2022-04-26,Palmawasi,45.0,1439.0,34.0,0.0,0.0,38.0,10.0,654358.99365,33627.0
2022-04-26,Shanuzi,,,,,,,,831679.87451,58461.0
2022-04-27,Nuevo Horizonte,,,,,,,,28845.89151,2017.0
2022-04-27,Palmawasi,74.0,2563.0,200.0,0.0,0.0,100.0,28.0,596239.86414,29824.0
2022-04-27,Shanuzi,,,,,,,,778495.0372,54357.0
2022-04-28,Nuevo Horizonte,,,,,,,,33141.17231,2266.0
2022-04-28,Palmawasi,34.0,2060.0,176.0,1.0,0.0,68.0,20.0,616913.13011,31832.0
2022-04-28,Shanuzi,,,,,,,,717273.6832300001,50982.0
2022-04-29,Nuevo Horizonte,,,,,,,,30495.98036,2077.0
2022-04-29,Palmawasi,35.0,1356.0,52.0,0.0,0.0,40.0,15.0,644101.31949,33657.0
2022-04-29,Shanuzi,,,,,,,,672516.32818,47835.0
2022-04-30,Shanuzi,,,,,,,,379846.73051,26625.0
2022-05-02,Nuevo Horizonte,,,,,,,,22617.45436,1546.0
2022-05-02,Palmawasi,52.0,3236.0,263.0,1.0,0.0,96.0,10.0,574823.9853599999,29302.0
2022-05-02,Shanuzi,,,,,,,,525829.25896,37756.0
2022-05-03,Nuevo Horizonte,,,,,,,,26070.05412,1782.0
2022-05-03,Palmawasi,83.0,2052.0,144.0,1.0,0.0,33.0,17.0,627859.12644,33830.0
2022-05-03,Shanuzi,,,,,,,,780508.56638,50666.0
2022-05-04,Nuevo Horizonte,,,,,,,,21198.37734,1449.0
2022-05-04,Palmawasi,80.0,1824.0,97.0,3.0,0.0,36.0,12.0,519317.03875,26451.0
2022-05-04,Shanuzi,,,,,,,,759030.95742,52590.0
2022-05-05,Nuevo Horizonte,,,,,,,,26502.44008,1954.0
2022-05-05,Palmawasi,24.0,2232.0,161.0,1.0,0.0,42.0,12.0,591379.4635899999,30363.0
2022-05-05,Shanuzi,,,,,,,,754921.73968,55764.0
2022-05-06,Nuevo Horizonte,,,,,,,,22918.27378,1563.0
2022-05-06,Palmawasi,67.0,1462.0,168.0,1.0,0.0,37.0,9.0,655075.20416,33203.0
2022-05-06,Shanuzi,,,,,,,,674908.9429499999,48298.0
2022-05-07,Nuevo Horizonte,,,,,,,,23778.9668,1596.0
2022-05-07,Palmawasi,121.0,2197.0,123.0,7.0,0.0,86.0,29.0,569912.52129,29127.0
2022-05-07,Shanuzi,,,,,,,,91964.26716,6291.0
2022-05-09,Nuevo Horizonte,,,,,,,,27682.53153,1858.0
2022-05-09,Palmawasi,149.0,1584.0,74.0,2.0,0.0,54.0,6.0,532088.88314,27040.0
2022-05-09,Shanuzi,,,,,,,,227476.68768,16192.0
2022-05-10,Nuevo Horizonte,,,,,,,,24600.11779,1671.0
2022-05-10,Palmawasi,81.0,2163.0,127.0,0.0,0.0,93.0,11.0,528445.43257,26888.0
2022-05-10,Shanuzi,,,,,,,,589546.40003,41374.0
2022-05-11,Nuevo Horizonte,,,,,,,,27142.74887,1812.0
2022-05-11,Palmawasi,87.0,2745.0,199.0,0.0,0.0,101.0,13.0,643655.65416,31754.0
2022-05-11,Shanuzi,,,,,,,,682684.76854,51878.0
2022-05-12,Nuevo Horizonte,,,,,,,,33353.867,2182.0
2022-05-12,Palmawasi,131.0,1908.0,120.0,2.0,0.0,70.0,11.0,646984.15567,32142.0
2022-05-12,Shanuzi,,,,,,,,682831.1271500001,51386.0
2022-05-13,Nuevo Horizonte,,,,,,,,23313.70783,1546.0
2022-05-13,Palmawasi,112.0,2784.0,280.0,3.0,0.0,111.0,14.0,623747.37373,30367.0
2022-05-13,Shanuzi,,,,,,,,703983.3157500001,52554.0
2022-05-14,Nuevo Horizonte,,,,,,,,24814.48341,1741.0
2022-05-14,Palmawasi,45.0,1101.0,48.0,0.0,0.0,17.0,4.0,518548.2607,27601.0
2022-05-14,Shanuzi,,,,,,,,671815.86388,48428.0
2022-05-15,Shanuzi,,,,,,,,5831.72577,535.0
2022-05-16,Nuevo Horizonte,,,,,,,,16858.45532,1144.0
2022-05-16,Palmawasi,58.0,2034.0,171.0,0.0,0.0,85.0,15.0,604253.55697,30587.0
2022-05-16,Shanuzi,,,,,,,,680393.1620700001,47169.0
2022-05-17,Nuevo Horizonte,,,,,,,,15311.13208,1039.0
2022-05-17,Palmawasi,27.0,2423.0,250.0,-1.0,0.0,81.0,19.0,575142.93589,29037.0
2022-05-17,Shanuzi,,,,,,,,638459.892,45811.0
2022-05-18,Nuevo Horizonte,,,,,,,,25479.25631,1729.0
2022-05-18,Palmawasi,113.0,1700.0,143.0,3.0,0.0,51.0,7.0,726275.44105,35517.0
2022-05-18,Shanuzi,,,,,,,,719644.90546,54402.0
2022-05-19,Nuevo Horizonte,,,,,,,,25229.0929,1689.0
2022-05-19,Palmawasi,60.0,2266.0,158.0,0.0,0.0,89.0,14.0,695589.42295,34601.0
2022-05-19,Shanuzi,,,,,,,,751730.0611,55253.0
2022-05-20,Nuevo Horizonte,,,,,,,,24914.02865,1668.0
2022-05-20,Palmawasi,70.0,1585.0,87.0,0.0,0.0,67.0,8.0,682800.21648,33773.0
2022-05-20,Shanuzi,,,,,,,,731985.16636,52752.0
2022-05-21,Nuevo Horizonte,,,,,,,,35556.914600000004,2356.0
2022-05-21,Palmawasi,16.0,1043.0,48.0,-1.0,0.0,20.0,9.0,420819.9602,22647.0
2022-05-21,Shanuzi,,,,,,,,715347.0715600001,51927.0
2022-05-22,Shanuzi,,,,,,,,604.56652,40.0
2022-05-23,Nuevo Horizonte,,,,,,,,22102.39636,1443.0
2022-05-23,Palmawasi,76.0,2021.0,146.0,1.0,0.0,80.0,20.0,668717.80261,33281.0
2022-05-23,Shanuzi,,,,,,,,716476.85817,52639.0
2022-05-24,Nuevo Horizonte,,,,,,,,28463.59648,1857.0
2022-05-24,Palmawasi,39.0,2364.0,267.0,2.0,0.0,67.0,14.0,618936.53015,30389.0
2022-05-24,Shanuzi,,,,,,,,777671.0365200001,56416.0
2022-05-25,Nuevo Horizonte,,,,,,,,26333.04186,1718.0
2022-05-25,Palmawasi,15.0,656.0,42.0,0.0,0.0,20.0,4.0,306551.54135,15568.0
2022-05-25,Shanuzi,,,,,,,,750083.92775,53891.0
2022-05-26,Nuevo Horizonte,,,,,,,,29131.5002,1893.0
2022-05-26,Palmawasi,68.0,2755.0,218.0,0.0,0.0,107.0,20.0,676329.05197,33560.0
2022-05-26,Shanuzi,,,,,,,,748937.26075,53276.0
2022-05-27,Nuevo Horizonte,,,,,,,,29953.82297,1938.0
2022-05-27,Palmawasi,26.0,1289.0,107.0,0.0,0.0,23.0,4.0,611603.54934,29753.0
2022-05-27,Shanuzi,,,,,,,,728359.5131099999,53039.0
2022-05-28,Nuevo Horizonte,,,,,,,,23768.56521,1522.0
2022-05-28,Palmawasi,17.0,2005.0,200.0,0.0,0.0,68.0,6.0,590967.57774,29019.0
2022-05-28,Shanuzi,,,,,,,,674028.15981,49270.0
2022-05-29,Shanuzi,,,,,,,,10330.4634,707.0
2022-05-30,Nuevo Horizonte,,,,,,,,19414.14367,1253.0
2022-05-30,Palmawasi,32.0,1566.0,98.0,0.0,0.0,55.0,12.0,647118.66829,31386.0
2022-05-30,Shanuzi,,,,,,,,574666.90067,41590.0
2022-05-31,Nuevo Horizonte,,,,,,,,24271.0687,1567.0
2022-05-31,Palmawasi,51.0,2022.0,101.0,0.0,0.0,57.0,32.0,669708.97438,32296.0
2022-05-31,Shanuzi,,,,,,,,574416.92232,41445.0
2022-06-01,Nuevo Horizonte,,,,,,,,27237.32697,1759.0
2022-06-01,Palmawasi,25.0,2421.0,192.0,1.0,0.0,54.0,23.0,691716.87913,35390.0
2022-06-01,Shanuzi,,,,,,,,547996.8777600001,40374.0
2022-06-02,Nuevo Horizonte,,,,,,,,24924.06999,1464.0
2022-06-02,Palmawasi,42.0,1710.0,128.0,0.0,0.0,41.0,5.0,589644.92044,29450.0
2022-06-02,Shanuzi,,,,,,,,469496.34765,36072.0
2022-06-03,Nuevo Horizonte,,,,,,,,26056.61333,1613.0
2022-06-03,Palmawasi,59.0,1768.0,165.0,0.0,0.0,71.0,11.0,574693.582,26911.0
2022-06-03,Shanuzi,,,,,,,,4421.49237,295.0
2022-06-04,Nuevo Horizonte,,,,,,,,26875.48315,1757.0
2022-06-04,Palmawasi,109.0,1518.0,33.0,0.0,0.0,38.0,3.0,403733.38548,21703.0
2022-06-05,Palmawasi,,,,,,,,21668.39059,1067.0
2022-06-06,Nuevo Horizonte,,,,,,,,23151.45375,1448.0
2022-06-06,Palmawasi,44.0,1828.0,205.0,0.0,0.0,33.0,16.0,562371.1642499999,27881.0
2022-06-07,Nuevo Horizonte,,,,,,,,25820.34733,1553.0
2022-06-07,Palmawasi,48.0,1742.0,196.0,4.0,0.0,43.0,9.0,574904.03097,27924.0
2022-06-07,Shanuzi,,,,,,,,499316.56001,33901.0
2022-06-08,Nuevo Horizonte,,,,,,,,23786.57487,1462.0
2022-06-08,Palmawasi,54.0,2710.0,165.0,0.0,0.0,54.0,10.0,584328.88751,27970.0
2022-06-08,Shanuzi,,,,,,,,592963.76101,42355.0
2022-06-09,Nuevo Horizonte,,,,,,,,27781.54241,1725.0
2022-06-09,Palmawasi,86.0,2345.0,242.0,4.0,0.0,71.0,21.0,675542.44293,31962.0
2022-06-09,Shanuzi,,,,,,,,611103.27665,47713.0
2022-06-10,Nuevo Horizonte,,,,,,,,15534.48087,952.0
2022-06-10,Palmawasi,88.0,3063.0,146.0,1.0,0.0,80.0,15.0,590509.59588,29020.0
2022-06-10,Shanuzi,,,,,,,,638037.01345,47776.0
2022-06-11,Nuevo Horizonte,,,,,,,,26875.037430000004,1651.0
2022-06-11,Palmawasi,21.0,1511.0,165.0,0.0,0.0,40.0,14.0,417730.67691000004,21658.0
2022-06-11,Shanuzi,,,,,,,,653137.8057,45099.0
2022-06-13,Nuevo Horizonte,,,,,,,,22095.24011,1377.0
2022-06-13,Palmawasi,57.0,2392.0,73.0,0.0,0.0,54.0,11.0,437841.79773,21792.0
2022-06-13,Shanuzi,,,,,,,,466314.88606,32444.0
2022-06-14,Nuevo Horizonte,,,,,,,,29375.99613,1816.0
2022-06-14,Palmawasi,45.0,1982.0,207.0,0.0,0.0,60.0,15.0,595863.32917,29851.0
2022-06-14,Shanuzi,,,,,,,,626461.57994,45819.0
2022-06-15,Nuevo Horizonte,,,,,,,,31621.3756,1929.0
2022-06-15,Palmawasi,69.0,1834.0,245.0,0.0,0.0,31.0,3.0,627017.5455,31263.0
2022-06-15,Shanuzi,,,,,,,,698836.15122,53284.0
2022-06-16,Nuevo Horizonte,,,,,,,,38331.48091,2357.0
2022-06-16,Palmawasi,103.0,1387.0,179.0,1.0,0.0,26.0,2.0,521244.80381,25591.0
2022-06-16,Shanuzi,,,,,,,,678428.48049,52212.0
2022-06-17,Nuevo Horizonte,,,,,,,,30937.80747,1903.0
2022-06-17,Palmawasi,96.0,2121.0,106.0,0.0,0.0,116.0,7.0,576223.2680500001,28320.0
2022-06-17,Shanuzi,,,,,,,,713111.5676600001,54433.0
2022-06-18,Nuevo Horizonte,,,,,,,,30169.28957,1869.0
2022-06-18,Palmawasi,31.0,851.0,14.0,0.0,0.0,26.0,1.0,546693.63684,27776.0
2022-06-18,Shanuzi,,,,,,,,719318.3773299999,52135.0
2022-06-20,Nuevo Horizonte,,,,,,,,37908.55902,2368.0
2022-06-20,Palmawasi,121.0,2493.0,240.0,0.0,0.0,91.0,27.0,544947.76957,27181.0
2022-06-20,Shanuzi,,,,,,,,566411.40694,41519.0
2022-06-21,Nuevo Horizonte,,,,,,,,34583.42004,2168.0
2022-06-21,Palmawasi,40.0,853.0,66.0,0.0,0.0,37.0,20.0,550126.6182,26665.0
2022-06-21,Shanuzi,,,,,,,,725599.67759,53674.0
2022-06-22,Nuevo Horizonte,,,,,,,,40569.17658,2550.0
2022-06-22,Palmawasi,39.0,2054.0,140.0,0.0,0.0,58.0,18.0,626580.43464,31491.0
2022-06-22,Shanuzi,,,,,,,,769297.71814,56196.0
2022-06-23,Nuevo Horizonte,,,,,,,,39209.45819,2484.0
2022-06-23,Palmawasi,59.0,2474.0,236.0,1.0,0.0,57.0,27.0,633992.68719,30795.0
2022-06-23,Shanuzi,,,,,,,,757298.46529,52779.0
2022-06-24,Nuevo Horizonte,,,,,,,,38891.87698,2461.0
2022-06-24,Palmawasi,20.0,831.0,73.0,0.0,0.0,22.0,2.0,510138.11917,24730.0
2022-06-24,Shanuzi,,,,,,,,647380.7813800001,45918.0
2022-06-25,Shanuzi,,,,,,,,541772.06499,38964.0
2022-06-27,Nuevo Horizonte,,,,,,,,29219.936,1856.0
2022-06-27,Palmawasi,99.0,1811.0,206.0,0.0,0.0,56.0,15.0,523609.42955,25390.0
2022-06-27,Shanuzi,,,,,,,,584115.8904800001,44173.0
2022-06-28,Nuevo Horizonte,,,,,,,,39992.58576,2538.0
2022-06-28,Palmawasi,113.0,2137.0,241.0,1.0,0.0,76.0,7.0,598559.6784699999,29979.0
2022-06-28,Shanuzi,,,,,,,,549112.21886,40707.0
2022-06-29,Nuevo Horizonte,,,,,,,,37901.4396,2410.0
2022-06-29,Palmawasi,136.0,1362.0,70.0,0.0,0.0,70.0,12.0,614717.22647,30711.0
2022-06-29,Shanuzi,,,,,,,,517034.81819,37836.0
2022-06-30,Nuevo Horizonte,,,,,,,,35868.02392,2292.0
2022-06-30,Palmawasi,57.0,1450.0,189.0,-1.0,0.0,36.0,17.0,651816.47753,32090.0
2022-06-30,Shanuzi,,,,,,,,530121.5567900001,38271.0
2022-07-01,Nuevo Horizonte,,,,,,,,29245.95342,1868.0
2022-07-01,Palmawasi,106.0,1151.0,58.0,0.0,0.0,35.0,17.0,589726.30865,29326.0
2022-07-01,Shanuzi,,,,,,,,460244.50565,32894.0
2022-07-02,Nuevo Horizonte,,,,,,,,29214.87624,1804.0
2022-07-02,Palmawasi,33.0,1669.0,120.0,0.0,0.0,42.0,23.0,472982.86086,24045.0
2022-07-03,Palmawasi,,,,,,,,41273.45786,2418.0
2022-07-04,Nuevo Horizonte,,,,,,,,38824.16118,2441.0
2022-07-04,Palmawasi,115.0,1712.0,133.0,0.0,0.0,66.0,18.0,554894.7173,27747.0
2022-07-05,Nuevo Horizonte,,,,,,,,32346.82451,2039.0
2022-07-05,Palmawasi,56.0,1797.0,148.0,0.0,0.0,58.0,14.0,563497.10196,28571.0
2022-07-05,Shanuzi,,,,,,,,377764.95256999996,32118.0
2022-07-06,Nuevo Horizonte,,,,,,,,35339.77653,2257.0
2022-07-06,Palmawasi,25.0,918.0,47.0,0.0,0.0,43.0,11.0,559744.66202,26913.0
2022-07-06,Shanuzi,,,,,,,,512077.91757,40412.0
2022-07-07,Nuevo Horizonte,,,,,,,,24954.1423,1597.0
2022-07-07,Palmawasi,51.0,1877.0,202.0,1.0,0.0,80.0,26.0,572362.73585,27914.0
2022-07-07,Shanuzi,,,,,,,,628554.9967799999,44452.0
2022-07-08,Nuevo Horizonte,,,,,,,,25199.08419,1665.0
2022-07-08,Palmawasi,84.0,1624.0,182.0,0.0,0.0,65.0,12.0,545998.84926,27240.0
2022-07-08,Shanuzi,,,,,,,,532363.29331,41078.0
2022-07-09,Nuevo Horizonte,,,,,,,,28756.45355,1885.0
2022-07-09,Palmawasi,34.0,1467.0,51.0,0.0,0.0,33.0,4.0,454889.49033,23493.0
2022-07-09,Shanuzi,,,,,,,,499808.21028999996,38365.0
2022-07-11,Nuevo Horizonte,,,,,,,,28740.13469,1870.0
2022-07-11,Palmawasi,75.0,1540.0,101.0,0.0,0.0,54.0,10.0,540641.85706,27611.0
2022-07-11,Shanuzi,,,,,,,,556745.32648,42501.0
2022-07-12,Nuevo Horizonte,,,,,,,,25597.6037,1639.0
2022-07-12,Palmawasi,42.0,1695.0,78.0,0.0,0.0,50.0,10.0,621248.35532,31376.0
2022-07-12,Shanuzi,,,,,,,,649104.22331,47808.0
2022-07-13,Nuevo Horizonte,,,,,,,,35863.73099,2299.0
2022-07-13,Palmawasi,35.0,2080.0,179.0,0.0,0.0,72.0,27.0,696483.9087200001,36341.0
2022-07-13,Shanuzi,,,,,,,,687212.30189,51787.0
2022-07-14,Nuevo Horizonte,,,,,,,,35579.873830000004,2291.0
2022-07-14,Palmawasi,63.0,2305.0,111.0,0.0,0.0,79.0,5.0,690108.79751,34808.0
2022-07-14,Shanuzi,,,,,,,,625809.06442,45650.0
2022-07-15,Nuevo Horizonte,,,,,,,,32687.14287,2089.0
2022-07-15,Palmawasi,44.0,1326.0,58.0,0.0,0.0,54.0,26.0,639774.82179,32657.0
2022-07-15,Shanuzi,,,,,,,,557590.66422,40651.0
2022-07-16,Nuevo Horizonte,,,,,,,,29925.50514,1908.0
2022-07-16,Palmawasi,86.0,2415.0,181.0,0.0,0.0,75.0,13.0,487370.73309,24975.0
2022-07-16,Shanuzi,,,,,,,,538018.15297,39796.0
2022-07-18,Nuevo Horizonte,,,,,,,,37458.13519,2419.0
2022-07-18,Palmawasi,127.0,2888.0,199.0,0.0,0.0,90.0,24.0,599143.51235,29656.0
2022-07-18,Shanuzi,,,,,,,,528369.70778,38287.0
2022-07-19,Nuevo Horizonte,,,,,,,,34245.55476,2199.0
2022-07-19,Palmawasi,56.0,1335.0,53.0,0.0,0.0,45.0,10.0,727196.2686300001,36310.0
2022-07-19,Shanuzi,,,,,,,,536133.8376,39167.0
2022-07-20,Nuevo Horizonte,,,,,,,,36359.00658,2335.0
2022-07-20,Palmawasi,119.0,2289.0,133.0,-1.0,0.0,46.0,10.0,742998.20616,37702.0
2022-07-20,Shanuzi,,,,,,,,560641.21399,40412.0
2022-07-21,Nuevo Horizonte,,,,,,,,38198.94897,2465.0
2022-07-21,Palmawasi,54.0,2739.0,114.0,0.0,0.0,76.0,9.0,805045.53327,40867.0
2022-07-21,Shanuzi,,,,,,,,592914.7509900001,41877.0
2022-07-22,Nuevo Horizonte,,,,,,,,37155.13861,2396.0
2022-07-22,Palmawasi,42.0,1807.0,66.0,0.0,0.0,49.0,17.0,824304.82381,43291.0
2022-07-22,Shanuzi,,,,,,,,567407.66595,41528.0
2022-07-23,Nuevo Horizonte,,,,,,,,28831.63666,1867.0
2022-07-23,Palmawasi,44.0,1832.0,117.0,1.0,0.0,24.0,14.0,747315.0811600001,37974.0
2022-07-23,Shanuzi,,,,,,,,563474.68281,40198.0
2022-07-24,Palmawasi,,,,,,,,46645.70522,2419.0
2022-07-25,Nuevo Horizonte,,,,,,,,40026.66418,2587.0
2022-07-25,Palmawasi,30.0,1852.0,83.0,0.0,0.0,67.0,13.0,703321.07056,35103.0
2022-07-25,Shanuzi,,,,,,,,560995.3097600001,40429.0
2022-07-26,Nuevo Horizonte,,,,,,,,42329.80748,2732.0
2022-07-26,Palmawasi,53.0,2581.0,142.0,0.0,0.0,66.0,17.0,741293.70757,36535.0
2022-07-26,Shanuzi,,,,,,,,610926.34568,42834.0
2022-07-27,Nuevo Horizonte,,,,,,,,68332.00998999999,4507.0
2022-07-27,Palmawasi,66.0,2346.0,107.0,0.0,0.0,58.0,18.0,844172.72371,41703.0
2022-07-27,Shanuzi,,,,,,,,784393.47869,55031.0
2022-07-28,Nuevo Horizonte,,,,,,,,54829.42832,3568.0
2022-07-28,Palmawasi,26.0,1896.0,143.0,0.0,0.0,52.0,6.0,844561.8383299999,43385.0
2022-07-28,Shanuzi,,,,,,,,766199.28772,53584.0
2022-07-29,Palmawasi,,,,,,,,301385.86484,15018.0
2022-07-29,Shanuzi,,,,,,,,731128.6313,49615.0
2022-07-30,Palmawasi,,,,,,,,55693.870460000006,3110.0
2022-07-30,Shanuzi,,,,,,,,753542.3063599999,50904.0
2022-08-01,Nuevo Horizonte,,,,,,,,47489.07824,3076.0
2022-08-01,Palmawasi,37.0,2959.0,158.0,0.0,0.0,71.0,26.0,791533.14011,39475.0
2022-08-01,Shanuzi,,,,,,,,709823.68485,49794.0
2022-08-02,Nuevo Horizonte,,,,,,,,51841.95094,3639.0
2022-08-02,Palmawasi,87.0,4111.0,271.0,9.0,0.0,137.0,50.0,795153.93409,40262.0
2022-08-02,Shanuzi,,,,,,,,1073436.16168,56778.0
2022-08-03,Nuevo Horizonte,,,,,,,,49041.19487,3532.0
2022-08-03,Palmawasi,62.0,3098.0,244.0,0.0,0.0,71.0,14.0,866756.1649999999,47196.0
2022-08-03,Shanuzi,,,,,,,,1038128.82078,55469.0
2022-08-04,Nuevo Horizonte,,,,,,,,56101.26511,3815.0
2022-08-04,Palmawasi,94.0,2633.0,109.0,0.0,0.0,64.0,9.0,889016.8487,44048.0
2022-08-04,Shanuzi,,,,,,,,969140.65631,61119.0
2022-08-05,Nuevo Horizonte,,,,,,,,39344.84234,2579.0
2022-08-05,Palmawasi,36.0,1485.0,67.0,0.0,0.0,38.0,8.0,818900.47728,40361.0
2022-08-05,Shanuzi,,,,,,,,818574.25183,50908.0
2022-08-06,Palmawasi,,,,,,,,344580.2305,17238.0
2022-08-08,Nuevo Horizonte,,,,,,,,54649.80783,3675.0
2022-08-08,Palmawasi,46.0,2687.0,154.0,1.0,0.0,60.0,25.0,740033.42123,36173.0
2022-08-09,Nuevo Horizonte,,,,,,,,83675.00034,5609.0
2022-08-09,Palmawasi,30.0,1402.0,46.0,0.0,0.0,25.0,17.0,862566.24005,42752.0
2022-08-09,Shanuzi,,,,,,,,551607.09444,34780.0
2022-08-10,Nuevo Horizonte,,,,,,,,62649.73505,4113.0
2022-08-10,Palmawasi,84.0,2922.0,112.0,0.0,0.0,56.0,19.0,886662.88721,44046.0
2022-08-10,Shanuzi,,,,,,,,914793.73882,56253.0
2022-08-11,Nuevo Horizonte,,,,,,,,70163.2447,4685.0
2022-08-11,Palmawasi,47.0,2131.0,98.0,0.0,0.0,65.0,7.0,882938.30953,44489.0
2022-08-11,Shanuzi,,,,,,,,996809.1338800001,62319.0
2022-08-12,Nuevo Horizonte,,,,,,,,65535.7108,4333.0
2022-08-12,Palmawasi,53.0,1831.0,84.0,0.0,0.0,52.0,66.0,881935.09907,44946.0
2022-08-12,Shanuzi,,,,,,,,1119346.89789,68667.0
2022-08-13,Nuevo Horizonte,,,,,,,,29421.07522,1929.0
2022-08-13,Palmawasi,,,,,,,,56006.55675999999,3033.0
2022-08-13,Shanuzi,,,,,,,,1073626.5860799998,67731.0
2022-08-14,Shanuzi,,,,,,,,246680.34473,15767.0
2022-08-15,Nuevo Horizonte,,,,,,,,69731.2397,4466.0
2022-08-15,Palmawasi,47.0,2480.0,127.0,0.0,0.0,67.0,22.0,858743.75167,42748.0
2022-08-15,Shanuzi,,,,,,,,949726.2645399999,61589.0
2022-08-16,Nuevo Horizonte,,,,,,,,80995.78949,5057.0
2022-08-16,Palmawasi,66.0,2545.0,104.0,0.0,0.0,97.0,12.0,997767.8701,48890.0
2022-08-16,Shanuzi,,,,,,,,1113207.35554,72626.0
2022-08-17,Nuevo Horizonte,,,,,,,,75651.92616,4751.0
2022-08-17,Palmawasi,77.0,2021.0,96.0,1.0,0.0,60.0,7.0,928180.32828,46386.0
2022-08-17,Shanuzi,,,,,,,,1182167.35118,78213.0
2022-08-18,Nuevo Horizonte,,,,,,,,80984.94586,5110.0
2022-08-18,Palmawasi,44.0,2289.0,141.0,0.0,0.0,70.0,27.0,953120.08968,47592.0
2022-08-18,Shanuzi,,,,,,,,1137329.69619,74534.0
2022-08-19,Nuevo Horizonte,,,,,,,,70964.40228,4544.0
2022-08-19,Palmawasi,72.0,2796.0,153.0,0.0,0.0,71.0,18.0,802035.55482,39517.0
2022-08-19,Shanuzi,,,,,,,,1055213.9953100001,68179.0
2022-08-20,Nuevo Horizonte,,,,,,,,64358.0837,4310.0
2022-08-20,Palmawasi,54.0,2659.0,122.0,1.0,0.0,94.0,16.0,944382.5433799999,47599.0
2022-08-20,Shanuzi,,,,,,,,1162119.40661,74525.0
2022-08-21,Palmawasi,,,,,,,,99655.95220999999,5215.0
2022-08-21,Shanuzi,,,,,,,,561460.53925,34764.0
2022-08-22,Nuevo Horizonte,,,,,,,,46766.53164,3147.0
2022-08-22,Palmawasi,56.0,3137.0,100.0,0.0,0.0,53.0,19.0,882442.91116,44638.0
2022-08-22,Shanuzi,,,,,,,,1127632.86832,73766.0
2022-08-23,Nuevo Horizonte,,,,,,,,53707.1734,3626.0
2022-08-23,Palmawasi,75.0,2349.0,101.0,0.0,0.0,71.0,21.0,935183.00767,46691.0
2022-08-23,Shanuzi,,,,,,,,1248176.93693,78829.0
2022-08-24,Nuevo Horizonte,,,,,,,,63552.15783,4298.0
2022-08-24,Palmawasi,62.0,2455.0,110.0,0.0,0.0,40.0,13.0,1013401.87575,52655.0
2022-08-24,Shanuzi,,,,,,,,1260997.4316099999,79219.0
2022-08-25,Nuevo Horizonte,,,,,,,,76828.76141,5223.0
2022-08-25,Palmawasi,48.0,2631.0,103.0,0.0,0.0,59.0,17.0,1028298.23282,55822.0
2022-08-25,Shanuzi,,,,,,,,1253107.976,77735.0
2022-08-26,Nuevo Horizonte,,,,,,,,69868.70393,4721.0
2022-08-26,Palmawasi,72.0,2315.0,137.0,0.0,0.0,153.0,10.0,1022226.40488,53276.0
2022-08-26,Shanuzi,,,,,,,,1333036.12814,81341.0
2022-08-27,Nuevo Horizonte,,,,,,,,44799.86638,3027.0
2022-08-27,Palmawasi,66.0,3352.0,116.0,0.0,0.0,87.0,24.0,903539.76611,45624.0
2022-08-27,Shanuzi,,,,,,,,1260572.76865,79347.0
2022-08-28,Palmawasi,,,,,,,,18923.48654,719.0
2022-08-28,Shanuzi,,,,,,,,253307.88103000002,16901.0
2022-08-29,Nuevo Horizonte,,,,,,,,49151.5625,3339.0
2022-08-29,Palmawasi,87.0,1440.0,92.0,0.0,0.0,27.0,3.0,854257.04377,43033.0
2022-08-29,Shanuzi,,,,,,,,1094222.82005,70686.0
2022-08-30,Nuevo Horizonte,,,,,,,,48386.09941,3287.0
