FECHA,PLANTACION,PRECIPITACION_TOTAL
2022-04-02,Nuevo Horizonte,22.5
2022-04-02,Palmawasi,183.5
2022-04-03,Nuevo Horizonte,0.0
2022-04-03,Palmawasi,0.0
2022-04-04,Nuevo Horizonte,0.0
2022-04-04,Palmawasi,0.0
2022-04-05,Nuevo Horizonte,0.0
2022-04-05,Palmawasi,11.0
2022-04-06,Nuevo Horizonte,0.0
2022-04-06,Palmawasi,20.8
2022-04-07,Nuevo Horizonte,0.0
2022-04-07,Palmawasi,0.7
2022-04-08,Nuevo Horizonte,7.5
2022-04-08,Palmawasi,11.2
2022-04-09,Nuevo Horizonte,0.0
2022-04-09,Palmawasi,11.4
2022-04-10,Nuevo Horizonte,0.0
2022-04-10,Palmawasi,7.5
2022-04-11,Nuevo Horizonte,0.0
2022-04-11,Palmawasi,0.0
2022-04-12,Nuevo Horizonte,0.0
2022-04-12,Palmawasi,0.0
2022-04-13,Nuevo Horizonte,0.0
2022-04-13,Palmawasi,0.0
2022-04-14,Nuevo Horizonte,0.0
2022-04-14,Palmawasi,19.599999999999998
2022-04-15,Nuevo Horizonte,0.0
2022-04-15,Palmawasi,153.1
2022-04-16,Nuevo Horizonte,0.0
2022-04-16,Palmawasi,45.8
2022-04-17,Nuevo Horizonte,0.0
2022-04-17,Palmawasi,0.5
2022-04-18,Nuevo Horizonte,0.0
2022-04-18,Palmawasi,82.30000000000001
2022-04-19,Nuevo Horizonte,0.0
2022-04-19,Palmawasi,13.4
2022-04-20,Nuevo Horizonte,0.0
2022-04-20,Palmawasi,5.7
2022-04-21,Nuevo Horizonte,4.5
2022-04-21,Palmawasi,145.8
2022-04-22,Nuevo Horizonte,0.0
2022-04-22,Palmawasi,0.1
2022-04-23,Nuevo Horizonte,0.0
2022-04-23,Palmawasi,2.3
2022-04-24,Nuevo Horizonte,0.0
2022-04-24,Palmawasi,2.6
2022-04-25,Nuevo Horizonte,0.0
2022-04-25,Palmawasi,22.0
2022-04-26,Nuevo Horizonte,0.0
2022-04-26,Palmawasi,0.0
2022-04-27,Nuevo Horizonte,0.0
2022-04-27,Palmawasi,14.299999999999999
2022-04-28,Nuevo Horizonte,0.0
2022-04-28,Palmawasi,43.699999999999996
2022-04-29,Nuevo Horizonte,0.0
2022-04-29,Palmawasi,0.0
2022-04-30,Nuevo Horizonte,4.5
2022-04-30,Palmawasi,64.1
2022-05-01,Nuevo Horizonte,6.0
2022-05-01,Palmawasi,131.0
2022-05-02,Nuevo Horizonte,0.0
2022-05-02,Palmawasi,2.9
2022-05-03,Nuevo Horizonte,0.0
2022-05-03,Palmawasi,22.9
2022-05-04,Nuevo Horizonte,15.4
2022-05-04,Palmawasi,325.9
2022-05-05,Nuevo Horizonte,0.0
2022-05-05,Palmawasi,52.6
2022-05-06,Nuevo Horizonte,0.0
2022-05-06,Palmawasi,0.0
2022-05-07,Nuevo Horizonte,0.0
2022-05-07,Palmawasi,3.0
2022-05-08,Nuevo Horizonte,0.0
2022-05-08,Palmawasi,157.8
2022-05-09,Nuevo Horizonte,0.0
2022-05-09,Palmawasi,6.0
2022-05-10,Nuevo Horizonte,13.3
2022-05-10,Palmawasi,218.4
2022-05-11,Nuevo Horizonte,4.2
2022-05-11,Palmawasi,80.2
2022-05-12,Nuevo Horizonte,0.0
2022-05-12,Palmawasi,131.1
2022-05-13,Nuevo Horizonte,34.0
2022-05-13,Palmawasi,65.7
2022-05-14,Nuevo Horizonte,0.0
2022-05-14,Palmawasi,0.2
2022-05-15,Nuevo Horizonte,14.5
2022-05-15,Palmawasi,15.2
2022-05-16,Nuevo Horizonte,0.0
2022-05-16,Palmawasi,13.0
2022-05-17,Nuevo Horizonte,46.5
2022-05-17,Palmawasi,135.2
2022-05-18,Nuevo Horizonte,0.0
2022-05-18,Palmawasi,6.800000000000001
2022-05-19,Nuevo Horizonte,0.0
2022-05-19,Palmawasi,2.9000000000000004
2022-05-20,Nuevo Horizonte,0.0
2022-05-20,Palmawasi,1.0
2022-05-21,Nuevo Horizonte,0.0
2022-05-21,Palmawasi,0.2
2022-05-22,Nuevo Horizonte,0.0
2022-05-22,Palmawasi,0.0
2022-05-23,Nuevo Horizonte,0.0
2022-05-23,Palmawasi,26.0
2022-05-24,Nuevo Horizonte,11.0
2022-05-24,Palmawasi,197.8
2022-05-25,Nuevo Horizonte,12.3
2022-05-25,Palmawasi,1060.1
2022-05-26,Nuevo Horizonte,0.0
2022-05-26,Palmawasi,0.8
2022-05-27,Nuevo Horizonte,0.0
2022-05-27,Palmawasi,162.4
2022-05-28,Nuevo Horizonte,0.0
2022-05-28,Palmawasi,165.4
2022-05-29,Nuevo Horizonte,0.0
2022-05-29,Palmawasi,4.0
2022-05-30,Nuevo Horizonte,0.0
2022-05-30,Palmawasi,0.0
2022-05-31,Nuevo Horizonte,0.0
2022-05-31,Palmawasi,0.0
2022-06-01,Nuevo Horizonte,19.0
2022-06-01,Palmawasi,0.4
2022-06-02,Nuevo Horizonte,0.0
2022-06-02,Palmawasi,40.3
2022-06-03,Nuevo Horizonte,8.5
2022-06-03,Palmawasi,31.2
2022-06-04,Nuevo Horizonte,0.0
2022-06-04,Palmawasi,34.0
2022-06-05,Nuevo Horizonte,0.0
2022-06-05,Palmawasi,0.0
2022-06-06,Nuevo Horizonte,0.0
2022-06-06,Palmawasi,35.9
2022-06-07,Nuevo Horizonte,0.0
2022-06-07,Palmawasi,140.2
2022-06-08,Nuevo Horizonte,33.0
2022-06-08,Palmawasi,401.0
2022-06-09,Nuevo Horizonte,0.0
2022-06-09,Palmawasi,15.0
2022-06-10,Nuevo Horizonte,14.5
2022-06-10,Palmawasi,330.6
2022-06-11,Nuevo Horizonte,22.0
2022-06-11,Palmawasi,67.9
2022-06-12,Nuevo Horizonte,0.0
2022-06-12,Palmawasi,0.5
2022-06-13,Nuevo Horizonte,0.0
2022-06-13,Palmawasi,0.0
2022-06-14,Nuevo Horizonte,0.0
2022-06-14,Palmawasi,0.0
2022-06-15,Nuevo Horizonte,0.0
2022-06-15,Palmawasi,0.0
2022-06-16,Nuevo Horizonte,0.0
2022-06-16,Palmawasi,0.0
2022-06-17,Nuevo Horizonte,0.0
2022-06-17,Palmawasi,0.0
2022-06-18,Nuevo Horizonte,0.0
2022-06-18,Palmawasi,0.0
2022-06-19,Nuevo Horizonte,17.5
2022-06-19,Palmawasi,75.4
2022-06-20,Nuevo Horizonte,0.0
2022-06-20,Palmawasi,0.0
2022-06-21,Nuevo Horizonte,0.0
2022-06-21,Palmawasi,0.4
2022-06-22,Nuevo Horizonte,0.0
2022-06-22,Palmawasi,0.0
2022-06-23,Nuevo Horizonte,6.3
2022-06-23,Palmawasi,10.73
2022-06-24,Nuevo Horizonte,0.0
2022-06-24,Palmawasi,0.5
2022-06-25,Nuevo Horizonte,0.0
2022-06-25,Palmawasi,0.5
2022-06-26,Nuevo Horizonte,0.0
2022-06-26,Palmawasi,0.0
2022-06-27,Nuevo Horizonte,0.0
2022-06-27,Palmawasi,0.0
2022-06-28,Nuevo Horizonte,0.0
2022-06-28,Palmawasi,0.0
2022-06-29,Nuevo Horizonte,0.0
2022-06-29,Palmawasi,3.9
2022-06-30,Nuevo Horizonte,0.0
2022-06-30,Palmawasi,0.0
2022-07-01,Nuevo Horizonte,0.0
2022-07-01,Palmawasi,0.0
2022-07-02,Nuevo Horizonte,0.0
2022-07-02,Palmawasi,0.0
2022-07-03,Nuevo Horizonte,0.0
2022-07-03,Palmawasi,0.0
2022-07-04,Nuevo Horizonte,0.0
2022-07-04,Palmawasi,0.0
2022-07-05,Nuevo Horizonte,0.0
2022-07-05,Palmawasi,12.7
2022-07-06,Nuevo Horizonte,0.0
2022-07-06,Palmawasi,0.0
2022-07-07,Nuevo Horizonte,0.0
2022-07-07,Palmawasi,0.0
2022-07-08,Nuevo Horizonte,3.5
2022-07-08,Palmawasi,20.0
2022-07-09,Nuevo Horizonte,0.0
2022-07-09,Palmawasi,0.0
2022-07-10,Nuevo Horizonte,0.0
2022-07-10,Palmawasi,0.0
2022-07-11,Nuevo Horizonte,0.0
2022-07-11,Palmawasi,25.5
2022-07-12,Nuevo Horizonte,0.0
2022-07-12,Palmawasi,0.0
2022-07-13,Nuevo Horizonte,34.0
2022-07-13,Palmawasi,56.0
2022-07-14,Nuevo Horizonte,0.0
2022-07-14,Palmawasi,0.6
2022-07-15,Nuevo Horizonte,0.0
2022-07-15,Palmawasi,0.0
2022-07-16,Nuevo Horizonte,1.0
2022-07-16,Palmawasi,5.6
2022-07-17,Nuevo Horizonte,0.0
2022-07-17,Palmawasi,240.3
2022-07-18,Nuevo Horizonte,6.1
2022-07-18,Palmawasi,138.2
2022-07-19,Nuevo Horizonte,0.0
2022-07-19,Palmawasi,5.5
2022-07-20,Nuevo Horizonte,0.0
2022-07-20,Palmawasi,8.4
2022-07-21,Nuevo Horizonte,0.0
2022-07-21,Palmawasi,0.4
2022-07-22,Nuevo Horizonte,0.0
2022-07-22,Palmawasi,0.6
2022-07-23,Nuevo Horizonte,0.0
2022-07-23,Palmawasi,46.6
2022-07-24,Nuevo Horizonte,0.0
2022-07-24,Palmawasi,23.000000000000004
2022-07-25,Nuevo Horizonte,33.0
2022-07-25,Palmawasi,31.7
2022-07-26,Nuevo Horizonte,37.3
2022-07-26,Palmawasi,492.79999999999995
2022-07-27,Nuevo Horizonte,0.0
2022-07-27,Palmawasi,0.0
2022-07-28,Nuevo Horizonte,0.0
2022-07-28,Palmawasi,0.0
2022-07-29,Nuevo Horizonte,0.0
2022-07-29,Palmawasi,0.0
2022-07-30,Nuevo Horizonte,0.0
2022-07-30,Palmawasi,0.0
2022-07-31,Nuevo Horizonte,0.0
2022-07-31,Palmawasi,0.0
2022-08-01,Nuevo Horizonte,0.0
2022-08-01,Palmawasi,0.0
2022-08-02,Nuevo Horizonte,0.0
2022-08-02,Palmawasi,170.70000000000002
2022-08-03,Nuevo Horizonte,9.2
2022-08-03,Palmawasi,48.5
2022-08-04,Nuevo Horizonte,0.0
2022-08-04,Palmawasi,4.6
2022-08-05,Nuevo Horizonte,0.0
2022-08-05,Palmawasi,9.7
2022-08-06,Nuevo Horizonte,5.5
2022-08-06,Palmawasi,132.1
2022-08-07,Nuevo Horizonte,0.0
2022-08-07,Palmawasi,2.7
2022-08-08,Nuevo Horizonte,0.0
2022-08-08,Palmawasi,10.5
2022-08-09,Nuevo Horizonte,19.0
2022-08-09,Palmawasi,112.0
2022-08-10,Nuevo Horizonte,39.1
2022-08-10,Palmawasi,32.7
2022-08-11,Nuevo Horizonte,0.4
2022-08-11,Palmawasi,0.3
2022-08-12,Nuevo Horizonte,0.0
2022-08-12,Palmawasi,0.0
2022-08-13,Nuevo Horizonte,0.0
2022-08-13,Palmawasi,14.8
2022-08-14,Nuevo Horizonte,0.0
2022-08-14,Palmawasi,7.199999999999999
2022-08-15,Nuevo Horizonte,0.0
2022-08-15,Palmawasi,0.0
2022-08-16,Nuevo Horizonte,0.0
2022-08-16,Palmawasi,1.1
2022-08-17,Nuevo Horizonte,0.0
2022-08-17,Palmawasi,0.0
2022-08-18,Nuevo Horizonte,0.0
2022-08-18,Palmawasi,9.200000000000001
2022-08-19,Nuevo Horizonte,2.0
2022-08-19,Palmawasi,202.6
2022-08-20,Nuevo Horizonte,0.8
2022-08-20,Palmawasi,0.0
2022-08-21,Nuevo Horizonte,0.0
2022-08-21,Palmawasi,0.0
2022-08-22,Nuevo Horizonte,0.0
2022-08-22,Palmawasi,0.0
2022-08-23,Nuevo Horizonte,0.0
2022-08-23,Palmawasi,0.0
2022-08-24,Nuevo Horizonte,0.0
2022-08-24,Palmawasi,0.0
2022-08-25,Nuevo Horizonte,0.0
2022-08-25,Palmawasi,0.0
2022-08-26,Nuevo Horizonte,0.0
2022-08-26,Palmawasi,0.0
2022-08-27,Nuevo Horizonte,0.0
2022-08-27,Palmawasi,10.8
2022-08-28,Nuevo Horizonte,0.0
2022-08-28,Palmawasi,0.3
2022-08-29,Nuevo Horizonte,0.0
2022-08-29,Palmawasi,2.7
2022-08-30,Nuevo Horizonte,0.0
2022-08-30,Palmawasi,0.0
2022-08-31,Nuevo Horizonte,0.0
2022-08-31,Palmawasi,0.0
2022-09-01,Nuevo Horizonte,0.0
2022-09-01,Palmawasi,0.0
2022-09-02,Nuevo Horizonte,0.0
2022-09-02,Palmawasi,0.0
2022-09-03,Nuevo Horizonte,0.0
2022-09-03,Palmawasi,21.6
2022-09-04,Nuevo Horizonte,0.0
2022-09-04,Palmawasi,75.8
2022-09-05,Nuevo Horizonte,0.0
2022-09-05,Palmawasi,42.199999999999996
2022-09-06,Nuevo Horizonte,0.0
2022-09-06,Palmawasi,43.9
2022-09-07,Nuevo Horizonte,0.0
2022-09-07,Palmawasi,0.0
2022-09-08,Nuevo Horizonte,0.0
2022-09-08,Palmawasi,0.0
2022-09-09,Nuevo Horizonte,0.0
2022-09-09,Palmawasi,0.0
2022-09-10,Nuevo Horizonte,0.0
2022-09-10,Palmawasi,4.0
2022-09-11,Nuevo Horizonte,0.0
2022-09-11,Palmawasi,0.0
2022-09-12,Nuevo Horizonte,0.0
2022-09-12,Palmawasi,0.0
2022-09-13,Nuevo Horizonte,0.0
2022-09-13,Palmawasi,9.8
2022-09-14,Nuevo Horizonte,0.0
2022-09-14,Palmawasi,182.39999999999998
2022-09-15,Nuevo Horizonte,13.4
2022-09-15,Palmawasi,39.5
2022-09-16,Nuevo Horizonte,0.0
2022-09-16,Palmawasi,131.7
2022-09-17,Nuevo Horizonte,0.0
2022-09-17,Palmawasi,65.6
2022-09-18,Nuevo Horizonte,0.0
2022-09-18,Palmawasi,85.4
2022-09-19,Nuevo Horizonte,0.0
2022-09-19,Palmawasi,46.9
2022-09-20,Nuevo Horizonte,0.0
2022-09-20,Palmawasi,0.0
2022-09-21,Nuevo Horizonte,0.0
2022-09-21,Palmawasi,0.0
2022-09-22,Nuevo Horizonte,0.0
2022-09-22,Palmawasi,21.0
2022-09-23,Nuevo Horizonte,0.0
2022-09-23,Palmawasi,0.0
2022-09-24,Nuevo Horizonte,34.5
2022-09-24,Palmawasi,37.2
2022-09-25,Nuevo Horizonte,0.0
2022-09-25,Palmawasi,0.8999999999999999
2022-09-26,Nuevo Horizonte,2.0
2022-09-26,Palmawasi,19.9
2022-09-27,Nuevo Horizonte,0.0
2022-09-27,Palmawasi,0.6
2022-09-28,Nuevo Horizonte,0.0
2022-09-28,Palmawasi,0.0
2022-09-29,Nuevo Horizonte,1.0
2022-09-29,Palmawasi,5.2
2022-09-30,Nuevo Horizonte,44.0
2022-09-30,Palmawasi,390.1
2022-10-01,Nuevo Horizonte,0.0
2022-10-01,Palmawasi,1.0
2022-10-02,Nuevo Horizonte,0.0
2022-10-02,Palmawasi,0.2
2022-10-03,Nuevo Horizonte,0.0
2022-10-03,Palmawasi,0.0
2022-10-04,Nuevo Horizonte,0.0
2022-10-04,Palmawasi,0.0
2022-10-05,Nuevo Horizonte,0.0
2022-10-05,Palmawasi,5.8
2022-10-06,Nuevo Horizonte,0.0
2022-10-06,Palmawasi,21.7
2022-10-07,Nuevo Horizonte,23.3
2022-10-07,Palmawasi,525.8
2022-10-08,Nuevo Horizonte,0.0
2022-10-08,Palmawasi,0.0
2022-10-09,Nuevo Horizonte,6.0
2022-10-09,Palmawasi,1.5
2022-10-10,Nuevo Horizonte,0.0
2022-10-10,Palmawasi,42.1
2022-10-11,Nuevo Horizonte,0.0
2022-10-11,Palmawasi,0.0
2022-10-12,Nuevo Horizonte,0.0
2022-10-12,Palmawasi,0.0
2022-10-13,Nuevo Horizonte,0.0
2022-10-13,Palmawasi,0.8
2022-10-14,Nuevo Horizonte,97.5
2022-10-14,Palmawasi,494.1
2022-10-15,Nuevo Horizonte,50.5
2022-10-15,Palmawasi,295.6
2022-10-16,Nuevo Horizonte,0.0
2022-10-16,Palmawasi,25.5
2022-10-17,Nuevo Horizonte,1.0
2022-10-17,Palmawasi,5.3
2022-10-18,Nuevo Horizonte,0.0
2022-10-18,Palmawasi,38.6
2022-10-19,Nuevo Horizonte,7.0
2022-10-19,Palmawasi,54.0
2022-10-20,Nuevo Horizonte,0.0
2022-10-20,Palmawasi,0.0
2022-10-21,Nuevo Horizonte,4.5
2022-10-21,Palmawasi,0.0
2022-10-22,Nuevo Horizonte,10.2
2022-10-22,Palmawasi,515.3
2022-10-23,Nuevo Horizonte,33.3
2022-10-23,Palmawasi,347.9
2022-10-24,Nuevo Horizonte,15.0
2022-10-24,Palmawasi,71.9
2022-10-25,Nuevo Horizonte,0.0
2022-10-25,Palmawasi,0.0
2022-10-26,Nuevo Horizonte,0.0
2022-10-26,Palmawasi,0.0
2022-10-27,Palmawasi,20.5
2022-10-28,Palmawasi,233.0
2022-10-29,Nuevo Horizonte,0.0
2022-10-29,Palmawasi,0.0
2022-10-30,Nuevo Horizonte,0.0
2022-10-30,Palmawasi,17.9
2022-10-31,Nuevo Horizonte,40.0
2022-10-31,Palmawasi,344.5
2022-11-01,Nuevo Horizonte,0.0
2022-11-01,Palmawasi,53.7
2022-11-02,Nuevo Horizonte,17.0
2022-11-02,Palmawasi,40.0
2022-11-03,Nuevo Horizonte,0.0
2022-11-03,Palmawasi,0.0
2022-11-04,Nuevo Horizonte,0.0
2022-11-04,Palmawasi,0.0
2022-11-05,Nuevo Horizonte,0.0
2022-11-05,Palmawasi,0.0
2022-11-06,Nuevo Horizonte,1.5
2022-11-06,Palmawasi,56.5
2022-11-07,Nuevo Horizonte,0.0
2022-11-07,Palmawasi,0.0
2022-11-08,Nuevo Horizonte,0.0
2022-11-08,Palmawasi,1.3
2022-11-09,Nuevo Horizonte,14.0
2022-11-09,Palmawasi,104.9
2022-11-10,Nuevo Horizonte,55.5
2022-11-10,Palmawasi,95.7
2022-11-11,Nuevo Horizonte,0.0
2022-11-11,Palmawasi,4.6
2022-11-12,Nuevo Horizonte,1.0
2022-11-12,Palmawasi,0.0
2022-11-13,Nuevo Horizonte,12.0
2022-11-13,Palmawasi,80.5
2022-11-14,Nuevo Horizonte,51.5
2022-11-14,Palmawasi,379.7
2022-11-15,Nuevo Horizonte,0.0
2022-11-15,Palmawasi,6.9
2022-11-16,Nuevo Horizonte,52.5
2022-11-16,Palmawasi,356.3
2022-11-17,Nuevo Horizonte,0.0
2022-11-17,Palmawasi,4.3
2022-11-18,Nuevo Horizonte,0.0
2022-11-18,Palmawasi,0.0
2022-11-19,Nuevo Horizonte,0.0
2022-11-19,Palmawasi,0.0
2022-11-20,Nuevo Horizonte,0.0
2022-11-20,Palmawasi,0.0
2022-11-21,Nuevo Horizonte,0.0
2022-11-21,Palmawasi,0.0
2022-11-22,Nuevo Horizonte,46.5
2022-11-22,Palmawasi,371.0
2022-11-23,Nuevo Horizonte,0.0
2022-11-23,Palmawasi,0.0
2022-11-24,Nuevo Horizonte,0.0
2022-11-24,Palmawasi,48.599999999999994
2022-11-25,Nuevo Horizonte,1.0
2022-11-25,Palmawasi,22.0
2022-11-26,Nuevo Horizonte,0.0
2022-11-26,Palmawasi,3.5
2022-11-27,Nuevo Horizonte,0.0
2022-11-27,Palmawasi,0.0
2022-11-28,Nuevo Horizonte,0.0
2022-11-28,Palmawasi,0.0
2022-11-29,Nuevo Horizonte,0.0
2022-11-29,Palmawasi,0.0
2022-11-30,Nuevo Horizonte,0.0
2022-11-30,Palmawasi,0.0
2022-12-01,Nuevo Horizonte,0.0
2022-12-01,Palmawasi,252.0
2022-12-02,Nuevo Horizonte,49.5
2022-12-02,Palmawasi,303.3
2022-12-03,Nuevo Horizonte,7.3
2022-12-03,Palmawasi,202.9
2022-12-04,Nuevo Horizonte,0.0
2022-12-04,Palmawasi,0.0
2022-12-05,Nuevo Horizonte,0.0
2022-12-05,Palmawasi,0.0
2022-12-06,Nuevo Horizonte,0.0
2022-12-06,Palmawasi,0.0
2022-12-07,Nuevo Horizonte,0.0
2022-12-07,Palmawasi,0.0
2022-12-08,Nuevo Horizonte,0.0
2022-12-08,Palmawasi,0.0
2022-12-09,Nuevo Horizonte,0.0
2022-12-09,Palmawasi,157.9
2022-12-10,Nuevo Horizonte,2.7
2022-12-10,Palmawasi,11.700000000000001
2022-12-11,Nuevo Horizonte,0.0
2022-12-11,Palmawasi,7.800000000000001
2022-12-12,Nuevo Horizonte,0.0
2022-12-12,Palmawasi,0.5
2022-12-13,Nuevo Horizonte,12.0
2022-12-13,Palmawasi,85.8
2022-12-14,Nuevo Horizonte,4.0
2022-12-14,Palmawasi,111.6
2022-12-15,Nuevo Horizonte,6.0
2022-12-15,Palmawasi,0.0
2022-12-16,Nuevo Horizonte,4.5
2022-12-16,Palmawasi,0.2
2022-12-17,Nuevo Horizonte,21.0
2022-12-17,Palmawasi,307.4
2022-12-18,Nuevo Horizonte,0.0
2022-12-18,Palmawasi,19.0
2022-12-19,Nuevo Horizonte,18.0
2022-12-19,Palmawasi,125.5
2022-12-20,Nuevo Horizonte,2.0
2022-12-20,Palmawasi,70.6
2022-12-21,Nuevo Horizonte,3.5
2022-12-21,Palmawasi,17.1
2022-12-22,Nuevo Horizonte,31.0
2022-12-22,Palmawasi,15.5
2022-12-23,Nuevo Horizonte,0.0
2022-12-23,Palmawasi,3.7
2022-12-24,Nuevo Horizonte,0.0
2022-12-24,Palmawasi,37.8
2022-12-25,Nuevo Horizonte,0.0
2022-12-25,Palmawasi,0.0
2022-12-26,Nuevo Horizonte,20.0
2022-12-26,Palmawasi,594.5
2022-12-27,Nuevo Horizonte,0.0
2022-12-27,Palmawasi,0.0
2022-12-28,Nuevo Horizonte,0.0
2022-12-28,Palmawasi,0.0
2022-12-29,Nuevo Horizonte,20.0
2022-12-29,Palmawasi,299.40000000000003
2022-12-30,Nuevo Horizonte,0.0
2022-12-30,Palmawasi,1.1
2022-12-31,Nuevo Horizonte,0.0
2022-12-31,Palmawasi,103.0
2023-01-01,Nuevo Horizonte,42.5
2023-01-01,Palmawasi,98.2
2023-01-02,Nuevo Horizonte,0.0
2023-01-02,Palmawasi,8.5
2023-01-03,Nuevo Horizonte,0.0
2023-01-03,Palmawasi,5.7
2023-01-04,Nuevo Horizonte,4.0
2023-01-04,Palmawasi,59.2
2023-01-05,Nuevo Horizonte,4.6
2023-01-05,Palmawasi,64.3
2023-01-06,Nuevo Horizonte,35.5
2023-01-06,Palmawasi,669.4
2023-01-07,Nuevo Horizonte,0.0
2023-01-07,Palmawasi,0.0
2023-01-08,Nuevo Horizonte,0.0
2023-01-08,Palmawasi,0.0
2023-01-09,Nuevo Horizonte,0.0
2023-01-09,Palmawasi,17.6
2023-01-10,Nuevo Horizonte,27.0
2023-01-10,Palmawasi,183.7
2023-01-11,Nuevo Horizonte,0.0
2023-01-11,Palmawasi,3.6
2023-01-12,Nuevo Horizonte,0.0
2023-01-12,Palmawasi,8.6
2023-01-13,Nuevo Horizonte,0.0
2023-01-13,Palmawasi,0.0
2023-01-14,Nuevo Horizonte,0.0
2023-01-14,Palmawasi,6.8
2023-01-15,Nuevo Horizonte,33.0
2023-01-15,Palmawasi,25.1
2023-01-16,Nuevo Horizonte,2.0
2023-01-16,Palmawasi,2.2
2023-01-17,Nuevo Horizonte,0.0
2023-01-17,Palmawasi,2.0
2023-01-18,Nuevo Horizonte,61.0
2023-01-18,Palmawasi,436.2
2023-01-19,Nuevo Horizonte,2.0
2023-01-19,Palmawasi,15.5
2023-01-20,Nuevo Horizonte,12.0
2023-01-20,Palmawasi,139.29999999999998
2023-01-21,Nuevo Horizonte,0.0
2023-01-21,Palmawasi,10.100000000000001
2023-01-22,Nuevo Horizonte,0.0
2023-01-22,Palmawasi,9.6
2023-01-23,Nuevo Horizonte,0.0
2023-01-23,Palmawasi,11.1
2023-01-24,Nuevo Horizonte,0.0
2023-01-24,Palmawasi,13.2
2023-01-25,Nuevo Horizonte,0.0
2023-01-25,Palmawasi,0.0
2023-01-26,Nuevo Horizonte,0.0
2023-01-26,Palmawasi,0.0
2023-01-27,Nuevo Horizonte,0.0
2023-01-27,Palmawasi,18.1
2023-01-28,Nuevo Horizonte,0.0
2023-01-28,Palmawasi,254.8
2023-01-29,Nuevo Horizonte,16.0
2023-01-29,Palmawasi,39.15
2023-01-30,Nuevo Horizonte,48.0
2023-01-30,Palmawasi,233.0
2023-01-31,Nuevo Horizonte,8.0
2023-01-31,Palmawasi,300.0
2023-02-01,Nuevo Horizonte,50.8
2023-02-01,Palmawasi,375.5
2023-02-02,Nuevo Horizonte,58.6
2023-02-02,Palmawasi,421.2
2023-02-03,Nuevo Horizonte,12.0
2023-02-03,Palmawasi,113.2
2023-02-04,Nuevo Horizonte,0.0
2023-02-04,Palmawasi,4.7
2023-02-05,Nuevo Horizonte,0.0
2023-02-05,Palmawasi,9.4
2023-02-06,Nuevo Horizonte,2.0
2023-02-06,Palmawasi,166.0
2023-02-07,Nuevo Horizonte,0.0
2023-02-07,Palmawasi,3.8000000000000003
2023-02-08,Nuevo Horizonte,0.0
2023-02-08,Palmawasi,0.0
2023-02-09,Nuevo Horizonte,0.0
2023-02-09,Palmawasi,1.7
2023-02-10,Nuevo Horizonte,9.0
2023-02-10,Palmawasi,349.5
2023-02-11,Nuevo Horizonte,0.0
2023-02-11,Palmawasi,86.0
2023-02-12,Nuevo Horizonte,8.7
2023-02-12,Palmawasi,165.8
2023-02-13,Nuevo Horizonte,0.0
2023-02-13,Palmawasi,21.2
2023-02-14,Nuevo Horizonte,0.0
2023-02-14,Palmawasi,110.2
2023-02-15,Nuevo Horizonte,5.5
2023-02-15,Palmawasi,137.5
2023-02-16,Nuevo Horizonte,0.0
2023-02-16,Palmawasi,41.519999999999996
2023-02-17,Nuevo Horizonte,0.0
2023-02-17,Palmawasi,25.7
2023-02-18,Nuevo Horizonte,5.0
2023-02-18,Palmawasi,365.7
2023-02-19,Nuevo Horizonte,60.0
2023-02-19,Palmawasi,474.20000000000005
2023-02-20,Nuevo Horizonte,12.0
2023-02-20,Palmawasi,112.6
2023-02-21,Nuevo Horizonte,40.5
2023-02-21,Palmawasi,232.5
2023-02-22,Nuevo Horizonte,0.0
2023-02-22,Palmawasi,12.6
2023-02-23,Nuevo Horizonte,17.0
2023-02-23,Palmawasi,169.6
2023-02-24,Nuevo Horizonte,0.0
2023-02-24,Palmawasi,54.2
2023-02-25,Nuevo Horizonte,0.0
2023-02-25,Palmawasi,2.0
2023-02-26,Nuevo Horizonte,0.0
2023-02-26,Palmawasi,0.0
2023-02-27,Nuevo Horizonte,0.0
2023-02-27,Palmawasi,14.5
2023-02-28,Nuevo Horizonte,23.0
2023-02-28,Palmawasi,196.5
2023-03-01,Nuevo Horizonte,0.0
2023-03-01,Palmawasi,15.899999999999999
2023-03-02,Nuevo Horizonte,1.2
2023-03-02,Palmawasi,2.0
2023-03-03,Nuevo Horizonte,0.0
2023-03-03,Palmawasi,6.1
2023-03-04,Nuevo Horizonte,0.0
2023-03-04,Palmawasi,0.0
2023-03-05,Nuevo Horizonte,9.4
2023-03-05,Palmawasi,200.6
2023-03-06,Nuevo Horizonte,14.0
2023-03-06,Palmawasi,362.4
2023-03-07,Nuevo Horizonte,9.5
2023-03-07,Palmawasi,1.3
2023-03-08,Nuevo Horizonte,0.0
2023-03-08,Palmawasi,0.0
2023-03-09,Nuevo Horizonte,0.0
2023-03-09,Palmawasi,12.4
2023-03-10,Nuevo Horizonte,54.7
2023-03-10,Palmawasi,167.4
2023-03-11,Nuevo Horizonte,0.0
2023-03-11,Palmawasi,0.7
2023-03-12,Nuevo Horizonte,0.0
2023-03-12,Palmawasi,77.6
2023-03-13,Nuevo Horizonte,1.0
2023-03-13,Palmawasi,31.9
2023-03-14,Nuevo Horizonte,0.0
2023-03-14,Palmawasi,2.5
2023-03-15,Nuevo Horizonte,0.0
