FECHA,PLANTACION,PRECIPITACION_TOTAL
2012-10-02 00:00:00,Shanuzi,0.0
2012-10-03 00:00:00,Shanuzi,0.0
2012-10-04 00:00:00,Shanuzi,0.0
2012-10-05 00:00:00,Shanuzi,0.0
2012-10-06 00:00:00,Shanuzi,379.6
2012-10-07 00:00:00,Shanuzi,2.1
2012-10-08 00:00:00,Shanuzi,0.0
2012-10-09 00:00:00,Shanuzi,15.9
2012-10-10 00:00:00,Shanuzi,0.0
2012-10-11 00:00:00,Shanuzi,0.0
2012-10-12 00:00:00,Shanuzi,155.4
2012-10-13 00:00:00,Shanuzi,0.0
2012-10-14 00:00:00,Shanuzi,0.0
2012-10-15 00:00:00,Shanuzi,46.0
2012-10-16 00:00:00,Shanuzi,3.5
2012-10-17 00:00:00,Shanuzi,191.2
2012-10-18 00:00:00,Shanuzi,0.0
2012-10-19 00:00:00,Shanuzi,75.6
2012-10-20 00:00:00,Shanuzi,77.6
2012-10-21 00:00:00,Shanuzi,30.6
2012-10-22 00:00:00,Shanuzi,9.1
2012-10-23 00:00:00,Shanuzi,4.8
2012-10-24 00:00:00,Shanuzi,102.0
2012-10-25 00:00:00,Shanuzi,4.800000000000001
2012-10-26 00:00:00,Shanuzi,0.0
2012-10-27 00:00:00,Shanuzi,0.0
2012-10-28 00:00:00,Shanuzi,0.0
2012-10-29 00:00:00,Shanuzi,0.0
2012-10-30 00:00:00,Shanuzi,2.8
2012-10-31 00:00:00,Shanuzi,16.9
2012-11-01 00:00:00,Shanuzi,0.0
2012-11-02 00:00:00,Shanuzi,0.0
2012-11-03 00:00:00,Shanuzi,35.1
2012-11-04 00:00:00,Shanuzi,184.39999999999998
2012-11-05 00:00:00,Shanuzi,0.2
2012-11-06 00:00:00,Shanuzi,26.200000000000003
2012-11-07 00:00:00,Shanuzi,7.699999999999999
2012-11-08 00:00:00,Shanuzi,0.0
2012-11-09 00:00:00,Shanuzi,0.0
2012-11-10 00:00:00,Shanuzi,0.0
2012-11-11 00:00:00,Shanuzi,141.2
2012-11-12 00:00:00,Shanuzi,183.0
2012-11-13 00:00:00,Shanuzi,69.5
2012-11-14 00:00:00,Shanuzi,74.19999999999999
2012-11-15 00:00:00,Shanuzi,1.2
2012-11-16 00:00:00,Shanuzi,74.7
2012-11-17 00:00:00,Shanuzi,14.7
2012-11-18 00:00:00,Shanuzi,5.1
2012-11-19 00:00:00,Shanuzi,170.70000000000002
2012-11-20 00:00:00,Shanuzi,0.2
2012-11-21 00:00:00,Shanuzi,9.5
2012-11-22 00:00:00,Shanuzi,19.8
2012-11-23 00:00:00,Shanuzi,0.0
2012-11-24 00:00:00,Shanuzi,18.4
2012-11-25 00:00:00,Shanuzi,66.9
2012-11-26 00:00:00,Shanuzi,4.3
2012-11-27 00:00:00,Shanuzi,0.0
2012-11-28 00:00:00,Shanuzi,0.0
2012-11-29 00:00:00,Shanuzi,0.0
2012-11-30 00:00:00,Shanuzi,399.09999999999997
2012-12-01 00:00:00,Shanuzi,525.1
2012-12-02 00:00:00,Shanuzi,319.59999999999997
2012-12-03 00:00:00,Shanuzi,0.0
2012-12-04 00:00:00,Shanuzi,114.5
2012-12-05 00:00:00,Shanuzi,0.0
2012-12-06 00:00:00,Shanuzi,0.0
2012-12-07 00:00:00,Shanuzi,141.5
2012-12-08 00:00:00,Shanuzi,10.7
2012-12-09 00:00:00,Shanuzi,32.3
2012-12-10 00:00:00,Shanuzi,0.0
2012-12-11 00:00:00,Shanuzi,10.0
2012-12-12 00:00:00,Shanuzi,5.2
2012-12-13 00:00:00,Shanuzi,28.7
2012-12-14 00:00:00,Shanuzi,102.69999999999999
2012-12-15 00:00:00,Shanuzi,74.3
2012-12-16 00:00:00,Shanuzi,215.0
2012-12-17 00:00:00,Shanuzi,145.39999999999998
2012-12-18 00:00:00,Shanuzi,5.0
2012-12-19 00:00:00,Shanuzi,12.299999999999999
2012-12-20 00:00:00,Shanuzi,31.5
2012-12-21 00:00:00,Shanuzi,80.0
2012-12-22 00:00:00,Shanuzi,25.0
2012-12-23 00:00:00,Shanuzi,13.200000000000001
2012-12-24 00:00:00,Shanuzi,196.10000000000002
2012-12-25 00:00:00,Shanuzi,121.60000000000001
2012-12-26 00:00:00,Shanuzi,101.4
2012-12-27 00:00:00,Shanuzi,15.0
2012-12-28 00:00:00,Shanuzi,47.199999999999996
2012-12-29 00:00:00,Shanuzi,70.5
2012-12-30 00:00:00,Shanuzi,68.19999999999999
2012-12-31 00:00:00,Shanuzi,60.7
2013-01-01 00:00:00,Shanuzi,6.800000000000001
2013-01-02 00:00:00,Shanuzi,0.0
2013-01-03 00:00:00,Shanuzi,0.0
2013-01-04 00:00:00,Shanuzi,25.900000000000002
2013-01-05 00:00:00,Shanuzi,0.0
2013-01-06 00:00:00,Shanuzi,0.0
2013-01-07 00:00:00,Shanuzi,1.7
2013-01-08 00:00:00,Shanuzi,60.4
2013-01-09 00:00:00,Shanuzi,1.1
2013-01-10 00:00:00,Shanuzi,6.7
2013-01-11 00:00:00,Shanuzi,7.7
2013-01-12 00:00:00,Shanuzi,0.0
2013-01-13 00:00:00,Shanuzi,17.3
2013-01-14 00:00:00,Shanuzi,219.4
2013-01-15 00:00:00,Shanuzi,10.5
2013-01-16 00:00:00,Shanuzi,0.0
2013-01-17 00:00:00,Shanuzi,276.0
2013-01-18 00:00:00,Shanuzi,40.6
2013-01-19 00:00:00,Shanuzi,28.200000000000003
2013-01-20 00:00:00,Shanuzi,0.0
2013-01-21 00:00:00,Shanuzi,2.5
2013-01-22 00:00:00,Shanuzi,215.60000000000002
2013-01-23 00:00:00,Shanuzi,12.5
2013-01-24 00:00:00,Shanuzi,0.0
2013-01-25 00:00:00,Shanuzi,0.0
2013-01-26 00:00:00,Shanuzi,26.1
2013-01-27 00:00:00,Shanuzi,47.7
2013-01-28 00:00:00,Shanuzi,35.0
2013-01-29 00:00:00,Shanuzi,0.0
2013-01-30 00:00:00,Shanuzi,0.0
2013-01-31 00:00:00,Shanuzi,0.0
2013-02-01 00:00:00,Shanuzi,0.0
2013-02-02 00:00:00,Shanuzi,0.0
2013-02-03 00:00:00,Shanuzi,0.0
2013-02-04 00:00:00,Shanuzi,105.19999999999999
2013-02-05 00:00:00,Shanuzi,0.0
2013-02-06 00:00:00,Shanuzi,3.9000000000000004
2013-02-07 00:00:00,Shanuzi,3.2
2013-02-08 00:00:00,Shanuzi,0.0
2013-02-09 00:00:00,Shanuzi,477.79999999999995
2013-02-10 00:00:00,Shanuzi,8.9
2013-02-11 00:00:00,Shanuzi,108.8
2013-02-12 00:00:00,Shanuzi,0.0
2013-02-13 00:00:00,Shanuzi,0.0
2013-02-14 00:00:00,Shanuzi,24.1
2013-02-15 00:00:00,Shanuzi,272.4
2013-02-16 00:00:00,Shanuzi,10.4
2013-02-17 00:00:00,Shanuzi,0.0
2013-02-18 00:00:00,Shanuzi,108.6
2013-02-19 00:00:00,Shanuzi,20.6
2013-02-20 00:00:00,Shanuzi,0.0
2013-02-21 00:00:00,Shanuzi,4.2
2013-02-22 00:00:00,Shanuzi,108.5
2013-02-23 00:00:00,Shanuzi,8.3
2013-02-24 00:00:00,Shanuzi,0.0
2013-02-25 00:00:00,Shanuzi,38.0
2013-02-26 00:00:00,Shanuzi,302.9
2013-02-27 00:00:00,Shanuzi,0.0
2013-02-28 00:00:00,Shanuzi,0.0
2013-03-01 00:00:00,Shanuzi,47.699999999999996
2013-03-02 00:00:00,Shanuzi,27.2
2013-03-03 00:00:00,Shanuzi,3.7
2013-03-04 00:00:00,Shanuzi,165.29999999999998
2013-03-05 00:00:00,Shanuzi,24.5
2013-03-06 00:00:00,Shanuzi,0.0
2013-03-07 00:00:00,Shanuzi,28.8
2013-03-08 00:00:00,Shanuzi,4.9
2013-03-09 00:00:00,Shanuzi,0.0
2013-03-10 00:00:00,Shanuzi,0.0
2013-03-11 00:00:00,Shanuzi,249.60000000000002
2013-03-12 00:00:00,Shanuzi,72.9
2013-03-13 00:00:00,Shanuzi,50.0
2013-03-14 00:00:00,Shanuzi,0.0
2013-03-15 00:00:00,Shanuzi,6.9
2013-03-16 00:00:00,Shanuzi,0.0
2013-03-17 00:00:00,Shanuzi,3.0
2013-03-18 00:00:00,Shanuzi,272.8
2013-03-19 00:00:00,Shanuzi,143.5
2013-03-20 00:00:00,Shanuzi,0.9
2013-03-21 00:00:00,Shanuzi,271.0
2013-03-22 00:00:00,Shanuzi,279.4
2013-03-23 00:00:00,Shanuzi,0.0
2013-03-24 00:00:00,Shanuzi,12.0
2013-03-25 00:00:00,Shanuzi,0.0
2013-03-26 00:00:00,Shanuzi,0.0
2013-03-27 00:00:00,Shanuzi,0.3
2013-03-28 00:00:00,Shanuzi,84.8
2013-03-29 00:00:00,Shanuzi,19.6
2013-03-30 00:00:00,Shanuzi,35.599999999999994
2013-03-31 00:00:00,Shanuzi,43.8
2013-04-01 00:00:00,Shanuzi,0.0
2013-04-02 00:00:00,Shanuzi,10.6
2013-04-03 00:00:00,Shanuzi,160.2
2013-04-04 00:00:00,Shanuzi,0.0
2013-04-05 00:00:00,Shanuzi,6.0
2013-04-06 00:00:00,Shanuzi,0.0
2013-04-07 00:00:00,Shanuzi,150.6
2013-04-08 00:00:00,Shanuzi,0.0
2013-04-09 00:00:00,Shanuzi,11.9
2013-04-10 00:00:00,Shanuzi,0.0
2013-04-11 00:00:00,Shanuzi,0.0
2013-04-12 00:00:00,Shanuzi,40.8
2013-04-13 00:00:00,Shanuzi,38.3
2013-04-14 00:00:00,Shanuzi,58.099999999999994
2013-04-15 00:00:00,Shanuzi,318.40000000000003
2013-04-16 00:00:00,Shanuzi,6.7
2013-04-17 00:00:00,Shanuzi,145.5
2013-04-18 00:00:00,Shanuzi,172.1
2013-04-19 00:00:00,Shanuzi,0.0
2013-04-20 00:00:00,Shanuzi,0.0
2013-04-21 00:00:00,Shanuzi,0.0
2013-04-22 00:00:00,Shanuzi,0.0
2013-04-23 00:00:00,Shanuzi,0.0
2013-04-24 00:00:00,Shanuzi,0.0
2013-04-25 00:00:00,Shanuzi,0.0
2013-04-26 00:00:00,Shanuzi,0.0
2013-04-27 00:00:00,Shanuzi,0.0
2013-04-28 00:00:00,Shanuzi,0.0
2013-04-29 00:00:00,Shanuzi,43.99999999999999
2013-04-30 00:00:00,Shanuzi,0.0
2013-05-01 00:00:00,Shanuzi,79.9
2013-05-02 00:00:00,Shanuzi,0.0
2013-05-03 00:00:00,Shanuzi,0.0
2013-05-04 00:00:00,Shanuzi,0.0
2013-05-05 00:00:00,Shanuzi,0.0
2013-05-06 00:00:00,Shanuzi,111.2
2013-05-07 00:00:00,Shanuzi,138.20000000000002
2013-05-08 00:00:00,Shanuzi,38.9
2013-05-09 00:00:00,Shanuzi,0.0
2013-05-10 00:00:00,Shanuzi,0.0
2013-05-11 00:00:00,Shanuzi,37.0
2013-05-12 00:00:00,Shanuzi,0.0
2013-05-13 00:00:00,Shanuzi,0.0
2013-05-14 00:00:00,Shanuzi,24.400000000000002
2013-05-15 00:00:00,Shanuzi,0.0
2013-05-16 00:00:00,Shanuzi,0.0
2013-05-17 00:00:00,Shanuzi,13.8
2013-05-18 00:00:00,Shanuzi,238.8
2013-05-19 00:00:00,Shanuzi,19.599999999999998
2013-05-20 00:00:00,Shanuzi,21.7
2013-05-21 00:00:00,Shanuzi,0.0
2013-05-22 00:00:00,Shanuzi,0.0
2013-05-23 00:00:00,Shanuzi,0.0
2013-05-24 00:00:00,Shanuzi,0.0
2013-05-25 00:00:00,Shanuzi,57.3
2013-05-26 00:00:00,Shanuzi,115.6
2013-05-27 00:00:00,Shanuzi,9.9
2013-05-28 00:00:00,Shanuzi,11.000000000000002
2013-05-29 00:00:00,Shanuzi,0.0
2013-05-30 00:00:00,Shanuzi,63.099999999999994
2013-05-31 00:00:00,Shanuzi,64.80000000000001
2013-06-01 00:00:00,Shanuzi,34.7
2013-06-02 00:00:00,Shanuzi,0.5
2013-06-03 00:00:00,Shanuzi,0.2
2013-06-04 00:00:00,Shanuzi,36.0
2013-06-05 00:00:00,Shanuzi,0.0
2013-06-06 00:00:00,Shanuzi,128.29999999999998
2013-06-07 00:00:00,Shanuzi,0.1
2013-06-08 00:00:00,Shanuzi,26.7
2013-06-09 00:00:00,Shanuzi,59.6
2013-06-10 00:00:00,Shanuzi,15.4
2013-06-11 00:00:00,Shanuzi,15.600000000000001
2013-06-12 00:00:00,Shanuzi,76.4
2013-06-13 00:00:00,Shanuzi,2.2
2013-06-14 00:00:00,Shanuzi,0.0
2013-06-15 00:00:00,Shanuzi,0.0
2013-06-16 00:00:00,Shanuzi,0.0
2013-06-17 00:00:00,Shanuzi,0.0
2013-06-18 00:00:00,Shanuzi,440.90000000000003
2013-06-19 00:00:00,Shanuzi,0.0
2013-06-20 00:00:00,Shanuzi,0.0
2013-06-21 00:00:00,Shanuzi,0.0
2013-06-22 00:00:00,Shanuzi,0.0
2013-06-23 00:00:00,Shanuzi,0.0
2013-06-24 00:00:00,Shanuzi,377.1
2013-06-25 00:00:00,Shanuzi,8.0
2013-06-26 00:00:00,Shanuzi,0.0
2013-06-27 00:00:00,Shanuzi,0.0
2013-06-28 00:00:00,Shanuzi,0.0
2013-06-29 00:00:00,Shanuzi,13.2
2013-06-30 00:00:00,Shanuzi,349.70000000000005
2013-07-01 00:00:00,Shanuzi,0.0
2013-07-02 00:00:00,Shanuzi,0.0
2013-07-03 00:00:00,Shanuzi,121.4
2013-07-04 00:00:00,Shanuzi,0.0
2013-07-05 00:00:00,Shanuzi,130.8
2013-07-06 00:00:00,Shanuzi,0.0
2013-07-07 00:00:00,Shanuzi,93.9
2013-07-08 00:00:00,Shanuzi,98.30000000000001
2013-07-09 00:00:00,Shanuzi,11.5
2013-07-10 00:00:00,Shanuzi,0.0
2013-07-11 00:00:00,Shanuzi,0.0
2013-07-12 00:00:00,Shanuzi,0.0
2013-07-13 00:00:00,Shanuzi,105.30000000000001
2013-07-14 00:00:00,Shanuzi,0.0
2013-07-15 00:00:00,Shanuzi,0.0
2013-07-16 00:00:00,Shanuzi,0.0
2013-07-17 00:00:00,Shanuzi,0.0
2013-07-18 00:00:00,Shanuzi,0.0
2013-07-19 00:00:00,Shanuzi,0.0
2013-07-20 00:00:00,Shanuzi,0.0
2013-07-21 00:00:00,Shanuzi,0.0
2013-07-22 00:00:00,Shanuzi,0.0
2013-07-23 00:00:00,Shanuzi,17.5
2013-07-24 00:00:00,Shanuzi,11.8
2013-07-25 00:00:00,Shanuzi,0.0
2013-07-26 00:00:00,Shanuzi,0.0
2013-07-27 00:00:00,Shanuzi,0.0
2013-07-28 00:00:00,Shanuzi,0.0
2013-07-29 00:00:00,Shanuzi,0.0
2013-07-30 00:00:00,Shanuzi,0.0
2013-07-31 00:00:00,Shanuzi,0.0
2013-08-01 00:00:00,Shanuzi,32.2
2013-08-02 00:00:00,Shanuzi,0.0
2013-08-03 00:00:00,Shanuzi,0.0
2013-08-04 00:00:00,Shanuzi,0.0
2013-08-05 00:00:00,Shanuzi,0.0
2013-08-06 00:00:00,Shanuzi,61.5
2013-08-07 00:00:00,Shanuzi,0.0
2013-08-08 00:00:00,Shanuzi,0.0
2013-08-09 00:00:00,Shanuzi,0.0
2013-08-10 00:00:00,Shanuzi,129.9
2013-08-11 00:00:00,Shanuzi,75.0
2013-08-12 00:00:00,Shanuzi,0.0
2013-08-13 00:00:00,Shanuzi,0.0
2013-08-14 00:00:00,Shanuzi,159.5
2013-08-15 00:00:00,Shanuzi,373.8
2013-08-16 00:00:00,Shanuzi,0.0
2013-08-17 00:00:00,Shanuzi,4.5
2013-08-18 00:00:00,Shanuzi,0.0
2013-08-19 00:00:00,Shanuzi,0.0
2013-08-20 00:00:00,Shanuzi,0.0
2013-08-21 00:00:00,Shanuzi,21.200000000000003
2013-08-22 00:00:00,Shanuzi,0.0
2013-08-23 00:00:00,Shanuzi,0.0
2013-08-24 00:00:00,Shanuzi,34.72
2013-08-25 00:00:00,Shanuzi,57.540000000000006
2013-08-26 00:00:00,Shanuzi,55.1
2013-08-27 00:00:00,Shanuzi,20.1
2013-08-28 00:00:00,Shanuzi,0.0
2013-08-29 00:00:00,Shanuzi,0.0
2013-08-30 00:00:00,Shanuzi,0.0
2013-08-31 00:00:00,Shanuzi,0.0
2013-09-01 00:00:00,Shanuzi,0.0
2013-09-02 00:00:00,Shanuzi,0.0
2013-09-03 00:00:00,Shanuzi,0.0
2013-09-04 00:00:00,Shanuzi,0.0
2013-09-05 00:00:00,Shanuzi,75.39999999999999
2013-09-06 00:00:00,Shanuzi,0.0
2013-09-07 00:00:00,Shanuzi,0.0
2013-09-08 00:00:00,Shanuzi,14.9
2013-09-09 00:00:00,Shanuzi,216.4
2013-09-10 00:00:00,Shanuzi,0.0
2013-09-11 00:00:00,Shanuzi,0.0
2013-09-12 00:00:00,Shanuzi,0.0
2013-09-13 00:00:00,Shanuzi,0.0
2013-09-14 00:00:00,Shanuzi,92.4
2013-09-15 00:00:00,Shanuzi,77.0
2013-09-16 00:00:00,Shanuzi,0.0
2013-09-17 00:00:00,Shanuzi,0.0
2013-09-18 00:00:00,Shanuzi,0.0
2013-09-19 00:00:00,Shanuzi,588.0999999999999
2013-09-20 00:00:00,Shanuzi,0.0
2013-09-21 00:00:00,Shanuzi,0.0
2013-09-22 00:00:00,Shanuzi,0.0
2013-09-23 00:00:00,Shanuzi,53.3
2013-09-24 00:00:00,Shanuzi,40.099999999999994
2013-09-25 00:00:00,Shanuzi,1.2
2013-09-26 00:00:00,Shanuzi,0.0
2013-09-27 00:00:00,Shanuzi,0.0
2013-09-28 00:00:00,Shanuzi,0.0
2013-09-29 00:00:00,Shanuzi,7.3
2013-09-30 00:00:00,Shanuzi,0.0
2013-10-01 00:00:00,Shanuzi,0.0
2013-10-02 00:00:00,Shanuzi,41.300000000000004
2013-10-03 00:00:00,Shanuzi,159.4
2013-10-04 00:00:00,Shanuzi,0.0
2013-10-05 00:00:00,Shanuzi,17.0
2013-10-06 00:00:00,Shanuzi,0.0
2013-10-07 00:00:00,Shanuzi,0.0
2013-10-08 00:00:00,Shanuzi,19.1
2013-10-09 00:00:00,Shanuzi,3.0999999999999996
2013-10-10 00:00:00,Shanuzi,5.0
2013-10-11 00:00:00,Shanuzi,47.6
2013-10-12 00:00:00,Shanuzi,0.2
2013-10-13 00:00:00,Shanuzi,295.3
2013-10-14 00:00:00,Shanuzi,94.4
2013-10-15 00:00:00,Shanuzi,50.3
2013-10-16 00:00:00,Shanuzi,69.1
2013-10-17 00:00:00,Shanuzi,0.0
2013-10-18 00:00:00,Shanuzi,0.0
2013-10-19 00:00:00,Shanuzi,0.0
2013-10-20 00:00:00,Shanuzi,0.0
2013-10-21 00:00:00,Shanuzi,17.3
2013-10-22 00:00:00,Shanuzi,50.0
2013-10-23 00:00:00,Shanuzi,0.0
2013-10-24 00:00:00,Shanuzi,52.5
2013-10-25 00:00:00,Shanuzi,3.2
2013-10-26 00:00:00,Shanuzi,0.0
2013-10-27 00:00:00,Shanuzi,15.0
2013-10-28 00:00:00,Shanuzi,412.9
2013-10-29 00:00:00,Shanuzi,6.1
2013-10-30 00:00:00,Shanuzi,36.6
2013-10-31 00:00:00,Shanuzi,104.69999999999999
2013-11-01 00:00:00,Shanuzi,92.2
2013-11-02 00:00:00,Shanuzi,273.5
2013-11-03 00:00:00,Shanuzi,2.5
2013-11-04 00:00:00,Shanuzi,3.8
2013-11-05 00:00:00,Shanuzi,87.69999999999999
2013-11-06 00:00:00,Shanuzi,30.700000000000003
2013-11-07 00:00:00,Shanuzi,0.0
2013-11-08 00:00:00,Shanuzi,0.0
2013-11-09 00:00:00,Shanuzi,81.7
2013-11-10 00:00:00,Shanuzi,0.0
2013-11-11 00:00:00,Shanuzi,0.0
2013-11-12 00:00:00,Shanuzi,0.0
2013-11-13 00:00:00,Shanuzi,201.50000000000003
2013-11-14 00:00:00,Shanuzi,0.0
2013-11-15 00:00:00,Shanuzi,0.0
2013-11-16 00:00:00,Shanuzi,0.0
2013-11-17 00:00:00,Shanuzi,0.0
2013-11-18 00:00:00,Shanuzi,0.2
2013-11-19 00:00:00,Shanuzi,3.9
2013-11-20 00:00:00,Shanuzi,627.8
2013-11-21 00:00:00,Shanuzi,0.0
2013-11-22 00:00:00,Shanuzi,35.5
2013-11-23 00:00:00,Shanuzi,41.7
2013-11-24 00:00:00,Shanuzi,0.0
2013-11-25 00:00:00,Shanuzi,52.7
2013-11-26 00:00:00,Shanuzi,9.4
2013-11-27 00:00:00,Shanuzi,36.099999999999994
2013-11-28 00:00:00,Shanuzi,0.0
2013-11-29 00:00:00,Shanuzi,0.0
2013-11-30 00:00:00,Shanuzi,427.90000000000003
2013-12-01 00:00:00,Shanuzi,0.0
2013-12-02 00:00:00,Shanuzi,0.0
2013-12-03 00:00:00,Shanuzi,10.2
2013-12-04 00:00:00,Shanuzi,85.10000000000001
2013-12-05 00:00:00,Shanuzi,0.4
2013-12-06 00:00:00,Shanuzi,0.0
2013-12-07 00:00:00,Shanuzi,0.0
2013-12-08 00:00:00,Shanuzi,0.0
2013-12-09 00:00:00,Shanuzi,38.6
2013-12-10 00:00:00,Shanuzi,65.6
2013-12-11 00:00:00,Shanuzi,0.0
2013-12-12 00:00:00,Shanuzi,0.0
2013-12-13 00:00:00,Shanuzi,1.6
2013-12-14 00:00:00,Shanuzi,294.70000000000005
2013-12-15 00:00:00,Shanuzi,163.2
2013-12-16 00:00:00,Shanuzi,10.4
2013-12-17 00:00:00,Shanuzi,1.3
2013-12-18 00:00:00,Shanuzi,0.0
2013-12-19 00:00:00,Shanuzi,61.0
2013-12-20 00:00:00,Shanuzi,0.0
2013-12-21 00:00:00,Shanuzi,0.0
2013-12-22 00:00:00,Shanuzi,0.0
2013-12-23 00:00:00,Shanuzi,0.0
2013-12-24 00:00:00,Shanuzi,0.0
2013-12-25 00:00:00,Shanuzi,184.5
2013-12-26 00:00:00,Shanuzi,190.59999999999997
2013-12-27 00:00:00,Shanuzi,8.4
2013-12-28 00:00:00,Shanuzi,32.6
2013-12-29 00:00:00,Shanuzi,0.0
2013-12-30 00:00:00,Shanuzi,0.0
2013-12-31 00:00:00,Shanuzi,0.0
2014-01-01 00:00:00,Shanuzi,0.0
2014-01-02 00:00:00,Shanuzi,0.0
2014-01-03 00:00:00,Shanuzi,26.1
2014-01-04 00:00:00,Shanuzi,81.5
2014-01-05 00:00:00,Shanuzi,15.5
2014-01-06 00:00:00,Shanuzi,135.1
2014-01-07 00:00:00,Shanuzi,11.2
2014-01-08 00:00:00,Shanuzi,50.0
2014-01-09 00:00:00,Shanuzi,17.2
2014-01-10 00:00:00,Shanuzi,96.3
2014-01-11 00:00:00,Shanuzi,1.6
2014-01-12 00:00:00,Shanuzi,0.0
2014-01-13 00:00:00,Shanuzi,15.400000000000002
2014-01-14 00:00:00,Shanuzi,180.0
2014-01-15 00:00:00,Shanuzi,86.5
2014-01-16 00:00:00,Shanuzi,1.2
2014-01-17 00:00:00,Shanuzi,63.5
2014-01-18 00:00:00,Shanuzi,1.5
2014-01-19 00:00:00,Shanuzi,120.30000000000001
2014-01-20 00:00:00,Shanuzi,0.5
2014-01-21 00:00:00,Shanuzi,0.0
2014-01-22 00:00:00,Shanuzi,11.0
2014-01-23 00:00:00,Shanuzi,58.199999999999996
2014-01-24 00:00:00,Shanuzi,0.0
2014-01-25 00:00:00,Shanuzi,0.0
2014-01-26 00:00:00,Shanuzi,26.2
2014-01-27 00:00:00,Shanuzi,10.2
2014-01-28 00:00:00,Shanuzi,20.599999999999998
2014-01-29 00:00:00,Shanuzi,0.0
2014-01-30 00:00:00,Shanuzi,22.0
2014-01-31 00:00:00,Shanuzi,0.0
2014-02-01 00:00:00,Shanuzi,10.3
2014-02-02 00:00:00,Shanuzi,8.399999999999999
2014-02-03 00:00:00,Shanuzi,1.9
2014-02-04 00:00:00,Shanuzi,170.5
2014-02-05 00:00:00,Shanuzi,652.0
2014-02-06 00:00:00,Shanuzi,0.7
2014-02-07 00:00:00,Shanuzi,2.5
2014-02-08 00:00:00,Shanuzi,30.4
2014-02-09 00:00:00,Shanuzi,22.400000000000002
2014-02-10 00:00:00,Shanuzi,0.5
2014-02-11 00:00:00,Shanuzi,1.1
2014-02-12 00:00:00,Shanuzi,22.0
2014-02-13 00:00:00,Shanuzi,6.3
2014-02-14 00:00:00,Shanuzi,0.0
2014-02-15 00:00:00,Shanuzi,241.89999999999998
2014-02-16 00:00:00,Shanuzi,150.60000000000002
2014-02-17 00:00:00,Shanuzi,0.0
2014-02-18 00:00:00,Shanuzi,54.6
2014-02-19 00:00:00,Shanuzi,19.0
2014-02-20 00:00:00,Shanuzi,1.3
2014-02-21 00:00:00,Shanuzi,0.0
2014-02-22 00:00:00,Shanuzi,108.4
2014-02-23 00:00:00,Shanuzi,0.0
2014-02-24 00:00:00,Shanuzi,86.30000000000001
2014-02-25 00:00:00,Shanuzi,11.200000000000001
2014-02-26 00:00:00,Shanuzi,0.0
2014-02-27 00:00:00,Shanuzi,1.6
2014-02-28 00:00:00,Shanuzi,85.6
2014-03-01 00:00:00,Shanuzi,201.20000000000002
2014-03-02 00:00:00,Shanuzi,0.0
2014-03-03 00:00:00,Shanuzi,7.6
2014-03-04 00:00:00,Shanuzi,75.1
2014-03-05 00:00:00,Shanuzi,359.70000000000005
2014-03-06 00:00:00,Shanuzi,0.0
2014-03-07 00:00:00,Shanuzi,16.1
2014-03-08 00:00:00,Shanuzi,40.3
2014-03-09 00:00:00,Shanuzi,162.10000000000002
2014-03-10 00:00:00,Shanuzi,0.0
2014-03-11 00:00:00,Shanuzi,0.0
2014-03-12 00:00:00,Shanuzi,31.900000000000002
2014-03-13 00:00:00,Shanuzi,200.2
2014-03-14 00:00:00,Shanuzi,0.0
2014-03-15 00:00:00,Shanuzi,0.0
2014-03-16 00:00:00,Shanuzi,74.3
2014-03-17 00:00:00,Shanuzi,14.399999999999999
2014-03-18 00:00:00,Shanuzi,117.80000000000001
2014-03-19 00:00:00,Shanuzi,12.8
2014-03-20 00:00:00,Shanuzi,1.1
2014-03-21 00:00:00,Shanuzi,64.8
2014-03-22 00:00:00,Shanuzi,42.2
2014-03-23 00:00:00,Shanuzi,44.3
2014-03-24 00:00:00,Shanuzi,8.0
2014-03-25 00:00:00,Shanuzi,196.10000000000002
2014-03-26 00:00:00,Shanuzi,33.3
2014-03-27 00:00:00,Shanuzi,1193.6
2014-03-28 00:00:00,Shanuzi,0.0
2014-03-29 00:00:00,Shanuzi,7.699999999999999
2014-03-30 00:00:00,Shanuzi,0.0
2014-03-31 00:00:00,Shanuzi,0.0
2014-04-01 00:00:00,Shanuzi,227.7
2014-04-02 00:00:00,Shanuzi,0.0
2014-04-03 00:00:00,Shanuzi,27.300000000000004
2014-04-04 00:00:00,Shanuzi,9.8
2014-04-05 00:00:00,Shanuzi,8.6
2014-04-06 00:00:00,Shanuzi,5.5
2014-04-07 00:00:00,Shanuzi,110.3
2014-04-08 00:00:00,Shanuzi,55.0
2014-04-09 00:00:00,Shanuzi,0.0
2014-04-10 00:00:00,Shanuzi,127.69999999999999
2014-04-11 00:00:00,Shanuzi,0.0
2014-04-12 00:00:00,Shanuzi,0.0
2014-04-13 00:00:00,Shanuzi,0.0
2014-04-14 00:00:00,Shanuzi,157.5
2014-04-15 00:00:00,Shanuzi,4.0
2014-04-16 00:00:00,Shanuzi,0.0
2014-04-17 00:00:00,Shanuzi,17.5
2014-04-18 00:00:00,Shanuzi,53.8
2014-04-19 00:00:00,Shanuzi,6.4
2014-04-20 00:00:00,Shanuzi,220.6
2014-04-21 00:00:00,Shanuzi,6.3
2014-04-22 00:00:00,Shanuzi,137.5
2014-04-23 00:00:00,Shanuzi,5.6
